Frame number,RHip - x,RHip - y,RKnee - x,RKnee - y,RAnkle - x,RAnkle - y,LHip - x,LHip - y,LKnee - x,LKnee - y,LAnkle - x,LAnkle - y,participant,type,jump_count
17.0,793.0,305.0,584.0,540.0,709.0,798.0,918.0,305.0,751.0,540.0,918.0,845.0,P1,cmj-right,1
18.0,793.0,305.0,584.0,540.0,709.0,798.0,960.0,305.0,751.0,563.0,918.0,845.0,P1,cmj-right,1
19.0,793.0,328.0,584.0,540.0,709.0,798.0,960.0,328.0,751.0,563.0,918.0,845.0,P1,cmj-right,1
20.0,793.0,352.0,584.0,540.0,709.0,798.0,918.0,352.0,751.0,563.0,918.0,845.0,P1,cmj-right,1
21.0,793.0,352.0,584.0,540.0,709.0,798.0,918.0,352.0,751.0,563.0,918.0,868.0,P1,cmj-right,1
22.0,751.0,352.0,542.0,540.0,709.0,798.0,960.0,352.0,751.0,563.0,918.0,868.0,P1,cmj-right,1
23.0,751.0,352.0,584.0,540.0,709.0,798.0,918.0,352.0,709.0,563.0,918.0,868.0,P1,cmj-right,1
24.0,751.0,352.0,584.0,540.0,709.0,798.0,918.0,352.0,709.0,563.0,918.0,868.0,P1,cmj-right,1
25.0,793.0,328.0,584.0,540.0,709.0,798.0,918.0,352.0,709.0,563.0,918.0,868.0,P1,cmj-right,1
26.0,751.0,328.0,584.0,540.0,709.0,798.0,918.0,328.0,709.0,563.0,918.0,845.0,P1,cmj-right,1
27.0,751.0,305.0,584.0,540.0,709.0,798.0,918.0,305.0,709.0,540.0,918.0,845.0,P1,cmj-right,1
28.0,751.0,305.0,584.0,540.0,709.0,798.0,918.0,281.0,751.0,540.0,918.0,845.0,P1,cmj-right,1
29.0,793.0,258.0,584.0,540.0,709.0,798.0,918.0,258.0,751.0,540.0,918.0,845.0,P1,cmj-right,1
30.0,793.0,234.0,584.0,540.0,709.0,798.0,918.0,234.0,751.0,540.0,918.0,845.0,P1,cmj-right,1
31.0,751.0,234.0,626.0,516.0,709.0,798.0,876.0,234.0,751.0,516.0,918.0,845.0,P1,cmj-right,1
32.0,751.0,187.0,751.0,516.0,709.0,798.0,876.0,164.0,626.0,493.0,918.0,821.0,P1,cmj-right,1
33.0,709.0,93.0,793.0,469.0,918.0,798.0,876.0,70.0,626.0,469.0,709.0,774.0,P1,cmj-right,1
34.0,-1.0,-1.0,834.0,446.0,918.0,798.0,-1.0,-1.0,667.0,446.0,709.0,774.0,P1,cmj-right,1
55.0,667.0,187.0,793.0,493.0,960.0,821.0,709.0,211.0,626.0,493.0,709.0,774.0,P1,cmj-right,1
56.0,-1.0,-1.0,626.0,516.0,709.0,774.0,-1.0,-1.0,751.0,540.0,960.0,845.0,P1,cmj-right,1
57.0,667.0,164.0,584.0,516.0,709.0,774.0,793.0,164.0,751.0,540.0,960.0,845.0,P1,cmj-right,1
58.0,667.0,211.0,584.0,540.0,709.0,774.0,793.0,187.0,709.0,563.0,960.0,845.0,P1,cmj-right,1
59.0,667.0,187.0,584.0,540.0,709.0,774.0,834.0,187.0,751.0,540.0,960.0,845.0,P1,cmj-right,1
60.0,626.0,187.0,584.0,516.0,709.0,774.0,834.0,187.0,751.0,540.0,960.0,845.0,P1,cmj-right,1
61.0,667.0,164.0,584.0,493.0,709.0,774.0,793.0,164.0,709.0,516.0,918.0,821.0,P1,cmj-right,1
62.0,667.0,140.0,751.0,493.0,709.0,774.0,793.0,140.0,584.0,493.0,960.0,845.0,P1,cmj-right,1
63.0,667.0,117.0,626.0,469.0,709.0,774.0,793.0,117.0,751.0,493.0,918.0,798.0,P1,cmj-right,1
64.0,667.0,117.0,793.0,493.0,960.0,821.0,793.0,117.0,626.0,469.0,709.0,774.0,P1,cmj-right,1
65.0,667.0,164.0,793.0,469.0,960.0,821.0,751.0,164.0,626.0,469.0,709.0,774.0,P1,cmj-right,1
66.0,667.0,164.0,793.0,469.0,960.0,798.0,751.0,140.0,667.0,469.0,709.0,751.0,P1,cmj-right,1
68.0,-1.0,-1.0,709.0,516.0,709.0,774.0,-1.0,-1.0,834.0,516.0,918.0,798.0,P1,cmj-right,1
70.0,-1.0,-1.0,709.0,540.0,709.0,774.0,-1.0,-1.0,834.0,516.0,918.0,798.0,P1,cmj-right,1
79.0,667.0,187.0,667.0,493.0,709.0,774.0,-1.0,-1.0,834.0,469.0,918.0,798.0,P1,cmj-right,1
80.0,-1.0,-1.0,709.0,540.0,709.0,774.0,-1.0,-1.0,876.0,540.0,918.0,798.0,P1,cmj-right,1
1.0,626.0,305.0,667.0,540.0,709.0,798.0,793.0,305.0,834.0,540.0,876.0,821.0,P1,cmj-right,2
2.0,626.0,328.0,667.0,540.0,709.0,798.0,793.0,305.0,834.0,540.0,876.0,845.0,P1,cmj-right,2
3.0,626.0,352.0,667.0,563.0,709.0,798.0,793.0,328.0,834.0,563.0,876.0,821.0,P1,cmj-right,2
4.0,626.0,352.0,667.0,563.0,709.0,798.0,793.0,328.0,834.0,563.0,876.0,821.0,P1,cmj-right,2
5.0,-1.0,-1.0,709.0,563.0,709.0,798.0,-1.0,-1.0,834.0,563.0,876.0,821.0,P1,cmj-right,2
6.0,-1.0,-1.0,667.0,540.0,709.0,798.0,-1.0,-1.0,834.0,540.0,876.0,821.0,P1,cmj-right,2
7.0,-1.0,-1.0,667.0,540.0,709.0,798.0,-1.0,-1.0,834.0,540.0,876.0,845.0,P1,cmj-right,2
8.0,667.0,93.0,667.0,493.0,709.0,798.0,793.0,70.0,793.0,516.0,876.0,845.0,P1,cmj-right,2
9.0,667.0,117.0,626.0,493.0,709.0,798.0,834.0,93.0,793.0,540.0,876.0,845.0,P1,cmj-right,2
10.0,709.0,117.0,626.0,469.0,709.0,798.0,876.0,117.0,793.0,493.0,876.0,845.0,P1,cmj-right,2
11.0,709.0,164.0,626.0,493.0,709.0,798.0,876.0,140.0,751.0,493.0,876.0,845.0,P1,cmj-right,2
12.0,709.0,164.0,584.0,493.0,709.0,798.0,876.0,140.0,751.0,516.0,876.0,845.0,P1,cmj-right,2
13.0,709.0,211.0,584.0,516.0,709.0,798.0,834.0,211.0,751.0,516.0,876.0,845.0,P1,cmj-right,2
14.0,751.0,234.0,584.0,516.0,709.0,798.0,876.0,234.0,709.0,540.0,918.0,868.0,P1,cmj-right,2
15.0,709.0,258.0,584.0,540.0,709.0,798.0,876.0,258.0,709.0,540.0,918.0,868.0,P1,cmj-right,2
16.0,667.0,258.0,542.0,540.0,709.0,798.0,876.0,234.0,709.0,540.0,876.0,868.0,P1,cmj-right,2
17.0,-1.0,-1.0,542.0,540.0,709.0,798.0,876.0,258.0,709.0,563.0,876.0,868.0,P1,cmj-right,2
18.0,751.0,305.0,542.0,540.0,709.0,798.0,918.0,281.0,709.0,586.0,876.0,868.0,P1,cmj-right,2
19.0,751.0,305.0,542.0,540.0,709.0,798.0,918.0,305.0,751.0,586.0,876.0,868.0,P1,cmj-right,2
20.0,751.0,328.0,542.0,563.0,709.0,798.0,918.0,305.0,709.0,563.0,876.0,868.0,P1,cmj-right,2
21.0,751.0,352.0,500.0,563.0,667.0,798.0,918.0,328.0,709.0,586.0,876.0,868.0,P1,cmj-right,2
22.0,709.0,375.0,500.0,563.0,667.0,798.0,876.0,375.0,709.0,586.0,876.0,868.0,P1,cmj-right,2
23.0,709.0,399.0,500.0,563.0,667.0,798.0,876.0,399.0,709.0,586.0,876.0,868.0,P1,cmj-right,2
24.0,709.0,422.0,500.0,563.0,667.0,821.0,876.0,399.0,709.0,586.0,876.0,868.0,P1,cmj-right,2
25.0,667.0,422.0,500.0,586.0,667.0,798.0,876.0,399.0,709.0,610.0,876.0,868.0,P1,cmj-right,2
26.0,667.0,422.0,500.0,586.0,667.0,798.0,876.0,399.0,709.0,610.0,876.0,868.0,P1,cmj-right,2
27.0,667.0,422.0,500.0,586.0,709.0,821.0,876.0,399.0,709.0,610.0,876.0,868.0,P1,cmj-right,2
28.0,667.0,422.0,500.0,586.0,667.0,798.0,876.0,399.0,709.0,610.0,876.0,868.0,P1,cmj-right,2
29.0,709.0,399.0,500.0,586.0,709.0,821.0,876.0,399.0,709.0,586.0,876.0,868.0,P1,cmj-right,2
30.0,709.0,375.0,500.0,586.0,709.0,821.0,876.0,352.0,709.0,586.0,876.0,868.0,P1,cmj-right,2
31.0,709.0,328.0,542.0,586.0,709.0,821.0,876.0,328.0,709.0,586.0,876.0,868.0,P1,cmj-right,2
32.0,709.0,305.0,542.0,586.0,667.0,798.0,876.0,281.0,709.0,586.0,876.0,868.0,P1,cmj-right,2
33.0,667.0,281.0,542.0,563.0,667.0,798.0,834.0,234.0,709.0,563.0,876.0,845.0,P1,cmj-right,2
34.0,709.0,234.0,542.0,540.0,667.0,798.0,834.0,234.0,709.0,540.0,876.0,845.0,P1,cmj-right,2
35.0,709.0,211.0,542.0,516.0,667.0,798.0,834.0,211.0,709.0,516.0,876.0,845.0,P1,cmj-right,2
36.0,667.0,187.0,542.0,516.0,667.0,798.0,834.0,187.0,709.0,516.0,876.0,821.0,P1,cmj-right,2
37.0,667.0,140.0,584.0,493.0,667.0,798.0,834.0,117.0,751.0,493.0,876.0,821.0,P1,cmj-right,2
38.0,667.0,164.0,751.0,469.0,876.0,821.0,793.0,140.0,584.0,469.0,667.0,774.0,P1,cmj-right,2
57.0,667.0,328.0,626.0,563.0,876.0,868.0,500.0,352.0,459.0,563.0,584.0,845.0,P1,cmj-right,2
58.0,-1.0,-1.0,459.0,586.0,626.0,845.0,-1.0,-1.0,626.0,586.0,876.0,892.0,P1,cmj-right,2
59.0,-1.0,-1.0,459.0,586.0,626.0,845.0,-1.0,-1.0,584.0,610.0,876.0,892.0,P1,cmj-right,2
60.0,-1.0,-1.0,459.0,610.0,584.0,845.0,-1.0,-1.0,584.0,610.0,876.0,868.0,P1,cmj-right,2
61.0,-1.0,-1.0,459.0,586.0,584.0,821.0,-1.0,-1.0,584.0,586.0,834.0,845.0,P1,cmj-right,2
62.0,-1.0,-1.0,459.0,586.0,584.0,845.0,-1.0,-1.0,584.0,586.0,834.0,845.0,P1,cmj-right,2
63.0,-1.0,-1.0,459.0,563.0,584.0,821.0,-1.0,-1.0,626.0,563.0,834.0,845.0,P1,cmj-right,2
64.0,-1.0,-1.0,500.0,586.0,584.0,821.0,-1.0,-1.0,667.0,540.0,834.0,821.0,P1,cmj-right,2
66.0,-1.0,-1.0,542.0,563.0,584.0,798.0,-1.0,-1.0,709.0,540.0,834.0,821.0,P1,cmj-right,2
67.0,-1.0,-1.0,542.0,540.0,584.0,798.0,-1.0,-1.0,751.0,540.0,834.0,821.0,P1,cmj-right,2
69.0,542.0,234.0,542.0,516.0,584.0,798.0,626.0,234.0,709.0,516.0,834.0,821.0,P1,cmj-right,2
1.0,709.0,93.0,709.0,446.0,751.0,798.0,876.0,93.0,876.0,446.0,960.0,821.0,P1,cmj-right,3
2.0,709.0,117.0,751.0,493.0,751.0,798.0,876.0,93.0,876.0,516.0,960.0,821.0,P1,cmj-right,3
3.0,709.0,117.0,709.0,469.0,751.0,798.0,876.0,93.0,876.0,469.0,960.0,821.0,P1,cmj-right,3
4.0,751.0,140.0,709.0,469.0,751.0,798.0,918.0,140.0,834.0,469.0,960.0,821.0,P1,cmj-right,3
5.0,751.0,164.0,709.0,446.0,751.0,774.0,918.0,140.0,834.0,469.0,960.0,821.0,P1,cmj-right,3
6.0,751.0,164.0,709.0,469.0,751.0,798.0,918.0,140.0,834.0,493.0,960.0,821.0,P1,cmj-right,3
7.0,751.0,164.0,667.0,469.0,751.0,774.0,918.0,164.0,834.0,469.0,918.0,821.0,P1,cmj-right,3
8.0,793.0,187.0,667.0,469.0,751.0,774.0,918.0,187.0,793.0,493.0,918.0,798.0,P1,cmj-right,3
9.0,793.0,211.0,667.0,493.0,751.0,798.0,918.0,187.0,793.0,493.0,960.0,821.0,P1,cmj-right,3
10.0,751.0,211.0,667.0,493.0,751.0,774.0,918.0,187.0,793.0,516.0,960.0,845.0,P1,cmj-right,3
11.0,-1.0,-1.0,626.0,493.0,751.0,774.0,918.0,234.0,793.0,516.0,960.0,845.0,P1,cmj-right,3
12.0,793.0,234.0,751.0,516.0,960.0,845.0,918.0,234.0,626.0,516.0,751.0,798.0,P1,cmj-right,3
13.0,793.0,281.0,626.0,516.0,751.0,798.0,918.0,281.0,793.0,540.0,960.0,845.0,P1,cmj-right,3
14.0,793.0,281.0,626.0,516.0,751.0,798.0,918.0,281.0,751.0,540.0,918.0,845.0,P1,cmj-right,3
15.0,793.0,305.0,584.0,540.0,751.0,798.0,960.0,305.0,793.0,540.0,918.0,845.0,P1,cmj-right,3
16.0,793.0,328.0,584.0,540.0,751.0,774.0,960.0,305.0,751.0,540.0,918.0,845.0,P1,cmj-right,3
17.0,751.0,352.0,584.0,540.0,751.0,774.0,960.0,328.0,751.0,540.0,918.0,845.0,P1,cmj-right,3
18.0,751.0,352.0,584.0,540.0,751.0,774.0,960.0,328.0,751.0,563.0,918.0,845.0,P1,cmj-right,3
19.0,751.0,352.0,584.0,540.0,751.0,774.0,960.0,328.0,751.0,563.0,960.0,845.0,P1,cmj-right,3
20.0,751.0,375.0,584.0,540.0,751.0,774.0,960.0,352.0,751.0,563.0,918.0,845.0,P1,cmj-right,3
21.0,751.0,399.0,584.0,540.0,751.0,774.0,960.0,352.0,751.0,563.0,918.0,845.0,P1,cmj-right,3
22.0,751.0,399.0,584.0,563.0,751.0,798.0,918.0,352.0,751.0,563.0,960.0,845.0,P1,cmj-right,3
23.0,751.0,399.0,584.0,563.0,751.0,774.0,918.0,352.0,751.0,563.0,918.0,845.0,P1,cmj-right,3
24.0,751.0,375.0,584.0,563.0,751.0,798.0,918.0,352.0,751.0,563.0,918.0,845.0,P1,cmj-right,3
25.0,751.0,352.0,584.0,563.0,751.0,798.0,918.0,352.0,751.0,563.0,918.0,845.0,P1,cmj-right,3
26.0,751.0,352.0,584.0,563.0,751.0,774.0,918.0,328.0,751.0,563.0,918.0,845.0,P1,cmj-right,3
27.0,751.0,328.0,584.0,563.0,751.0,774.0,918.0,328.0,751.0,563.0,918.0,845.0,P1,cmj-right,3
28.0,751.0,305.0,584.0,540.0,751.0,774.0,876.0,328.0,751.0,563.0,918.0,845.0,P1,cmj-right,3
29.0,751.0,281.0,584.0,540.0,751.0,774.0,918.0,281.0,709.0,540.0,918.0,845.0,P1,cmj-right,3
30.0,709.0,281.0,584.0,540.0,751.0,774.0,876.0,258.0,709.0,540.0,918.0,821.0,P1,cmj-right,3
31.0,751.0,234.0,584.0,516.0,751.0,774.0,876.0,234.0,709.0,516.0,918.0,821.0,P1,cmj-right,3
32.0,751.0,211.0,584.0,516.0,751.0,774.0,876.0,211.0,751.0,516.0,918.0,821.0,P1,cmj-right,3
33.0,751.0,187.0,584.0,469.0,751.0,774.0,876.0,187.0,751.0,493.0,918.0,821.0,P1,cmj-right,3
34.0,751.0,140.0,793.0,469.0,918.0,798.0,876.0,140.0,626.0,469.0,751.0,751.0,P1,cmj-right,3
35.0,709.0,93.0,834.0,422.0,709.0,751.0,834.0,93.0,626.0,446.0,918.0,774.0,P1,cmj-right,3
50.0,751.0,211.0,834.0,516.0,960.0,821.0,876.0,187.0,626.0,516.0,751.0,774.0,P1,cmj-right,3
51.0,751.0,234.0,793.0,516.0,960.0,821.0,834.0,258.0,626.0,516.0,751.0,774.0,P1,cmj-right,3
52.0,751.0,211.0,626.0,493.0,751.0,774.0,918.0,164.0,834.0,516.0,960.0,845.0,P1,cmj-right,3
53.0,751.0,187.0,834.0,516.0,960.0,821.0,876.0,164.0,667.0,516.0,751.0,774.0,P1,cmj-right,3
54.0,751.0,211.0,667.0,493.0,751.0,774.0,876.0,187.0,834.0,493.0,960.0,821.0,P1,cmj-right,3
55.0,751.0,211.0,667.0,469.0,751.0,774.0,918.0,211.0,834.0,493.0,960.0,821.0,P1,cmj-right,3
56.0,751.0,164.0,709.0,446.0,751.0,774.0,918.0,140.0,876.0,469.0,960.0,798.0,P1,cmj-right,3
57.0,751.0,117.0,709.0,422.0,751.0,751.0,918.0,117.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
58.0,751.0,117.0,709.0,422.0,751.0,751.0,876.0,93.0,876.0,446.0,960.0,798.0,P1,cmj-right,3
59.0,751.0,117.0,751.0,422.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
60.0,709.0,93.0,751.0,446.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
61.0,709.0,93.0,709.0,399.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
62.0,709.0,93.0,751.0,446.0,751.0,751.0,876.0,93.0,876.0,446.0,960.0,798.0,P1,cmj-right,3
63.0,709.0,93.0,751.0,422.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
64.0,709.0,93.0,709.0,422.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
65.0,709.0,93.0,709.0,422.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
66.0,709.0,93.0,709.0,422.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
67.0,709.0,93.0,709.0,399.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
68.0,709.0,93.0,709.0,422.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
69.0,709.0,93.0,751.0,446.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
70.0,709.0,93.0,751.0,446.0,751.0,751.0,876.0,93.0,876.0,422.0,960.0,798.0,P1,cmj-right,3
71.0,709.0,93.0,751.0,422.0,751.0,751.0,876.0,93.0,918.0,422.0,960.0,798.0,P1,cmj-right,3
1.0,709.0,70.0,751.0,422.0,751.0,774.0,876.0,70.0,918.0,422.0,960.0,821.0,P1,cmj-right,4
3.0,709.0,93.0,751.0,493.0,751.0,774.0,876.0,93.0,918.0,516.0,960.0,798.0,P1,cmj-right,4
4.0,709.0,93.0,751.0,469.0,751.0,774.0,876.0,93.0,876.0,469.0,960.0,798.0,P1,cmj-right,4
5.0,709.0,93.0,751.0,469.0,751.0,774.0,876.0,93.0,876.0,469.0,960.0,798.0,P1,cmj-right,4
6.0,709.0,93.0,751.0,516.0,751.0,774.0,876.0,93.0,876.0,516.0,960.0,798.0,P1,cmj-right,4
7.0,751.0,117.0,751.0,469.0,751.0,774.0,876.0,93.0,876.0,493.0,960.0,798.0,P1,cmj-right,4
8.0,751.0,140.0,709.0,493.0,751.0,774.0,918.0,117.0,876.0,493.0,960.0,821.0,P1,cmj-right,4
9.0,751.0,140.0,709.0,469.0,751.0,774.0,918.0,140.0,834.0,469.0,960.0,821.0,P1,cmj-right,4
10.0,751.0,164.0,709.0,469.0,751.0,774.0,918.0,140.0,834.0,493.0,960.0,821.0,P1,cmj-right,4
11.0,751.0,164.0,709.0,469.0,751.0,774.0,918.0,140.0,834.0,493.0,960.0,821.0,P1,cmj-right,4
12.0,793.0,164.0,709.0,469.0,751.0,774.0,918.0,164.0,834.0,493.0,960.0,821.0,P1,cmj-right,4
13.0,793.0,187.0,667.0,469.0,751.0,774.0,918.0,164.0,834.0,493.0,960.0,821.0,P1,cmj-right,4
14.0,793.0,211.0,667.0,493.0,751.0,774.0,918.0,187.0,834.0,493.0,960.0,821.0,P1,cmj-right,4
15.0,793.0,211.0,667.0,493.0,751.0,774.0,960.0,187.0,793.0,493.0,960.0,821.0,P1,cmj-right,4
16.0,793.0,234.0,667.0,493.0,751.0,774.0,960.0,211.0,793.0,493.0,960.0,821.0,P1,cmj-right,4
17.0,793.0,234.0,667.0,493.0,751.0,774.0,960.0,211.0,793.0,516.0,960.0,821.0,P1,cmj-right,4
18.0,667.0,187.0,626.0,516.0,751.0,774.0,918.0,211.0,793.0,516.0,960.0,821.0,P1,cmj-right,4
19.0,793.0,258.0,626.0,516.0,751.0,774.0,960.0,258.0,793.0,540.0,960.0,821.0,P1,cmj-right,4
20.0,793.0,281.0,626.0,516.0,751.0,774.0,960.0,281.0,834.0,586.0,960.0,821.0,P1,cmj-right,4
21.0,793.0,305.0,626.0,516.0,751.0,774.0,960.0,305.0,793.0,540.0,960.0,845.0,P1,cmj-right,4
22.0,793.0,328.0,584.0,516.0,751.0,774.0,960.0,328.0,793.0,540.0,960.0,845.0,P1,cmj-right,4
23.0,793.0,352.0,584.0,540.0,751.0,774.0,960.0,328.0,793.0,563.0,960.0,845.0,P1,cmj-right,4
24.0,793.0,352.0,584.0,540.0,751.0,774.0,960.0,352.0,793.0,563.0,960.0,845.0,P1,cmj-right,4
25.0,751.0,375.0,584.0,540.0,751.0,774.0,960.0,352.0,793.0,563.0,960.0,845.0,P1,cmj-right,4
26.0,751.0,375.0,584.0,540.0,751.0,774.0,960.0,352.0,793.0,563.0,960.0,845.0,P1,cmj-right,4
27.0,751.0,375.0,584.0,540.0,751.0,774.0,960.0,352.0,793.0,563.0,960.0,845.0,P1,cmj-right,4
28.0,751.0,375.0,626.0,563.0,751.0,774.0,960.0,352.0,793.0,563.0,960.0,845.0,P1,cmj-right,4
29.0,751.0,352.0,584.0,563.0,751.0,798.0,960.0,328.0,793.0,563.0,960.0,845.0,P1,cmj-right,4
30.0,793.0,352.0,626.0,563.0,751.0,774.0,918.0,328.0,793.0,563.0,960.0,845.0,P1,cmj-right,4
31.0,793.0,328.0,584.0,563.0,751.0,774.0,918.0,328.0,751.0,563.0,960.0,845.0,P1,cmj-right,4
32.0,793.0,305.0,626.0,563.0,751.0,774.0,918.0,305.0,751.0,563.0,960.0,845.0,P1,cmj-right,4
33.0,793.0,281.0,626.0,563.0,751.0,774.0,918.0,281.0,751.0,540.0,960.0,845.0,P1,cmj-right,4
34.0,793.0,258.0,626.0,540.0,751.0,774.0,918.0,258.0,751.0,540.0,960.0,821.0,P1,cmj-right,4
35.0,751.0,234.0,626.0,540.0,751.0,774.0,918.0,234.0,751.0,540.0,960.0,821.0,P1,cmj-right,4
36.0,751.0,211.0,626.0,516.0,751.0,774.0,918.0,211.0,751.0,516.0,960.0,821.0,P1,cmj-right,4
37.0,751.0,211.0,626.0,493.0,751.0,774.0,876.0,211.0,793.0,516.0,960.0,821.0,P1,cmj-right,4
38.0,751.0,164.0,793.0,493.0,751.0,774.0,876.0,140.0,626.0,493.0,960.0,798.0,P1,cmj-right,4
39.0,709.0,93.0,667.0,446.0,751.0,751.0,918.0,93.0,793.0,469.0,960.0,774.0,P1,cmj-right,4
61.0,709.0,70.0,667.0,469.0,709.0,751.0,-1.0,-1.0,834.0,469.0,918.0,798.0,P1,cmj-right,4
62.0,-1.0,-1.0,834.0,516.0,918.0,845.0,-1.0,-1.0,667.0,516.0,709.0,798.0,P1,cmj-right,4
63.0,709.0,211.0,626.0,540.0,709.0,798.0,876.0,187.0,793.0,540.0,960.0,868.0,P1,cmj-right,4
64.0,709.0,234.0,626.0,540.0,709.0,798.0,876.0,211.0,751.0,540.0,918.0,845.0,P1,cmj-right,4
65.0,-1.0,-1.0,626.0,540.0,709.0,798.0,834.0,234.0,751.0,540.0,918.0,845.0,P1,cmj-right,4
66.0,709.0,234.0,584.0,516.0,709.0,798.0,876.0,234.0,751.0,540.0,918.0,845.0,P1,cmj-right,4
67.0,709.0,211.0,626.0,516.0,709.0,798.0,834.0,211.0,751.0,516.0,918.0,868.0,P1,cmj-right,4
68.0,709.0,211.0,626.0,493.0,709.0,798.0,876.0,187.0,751.0,516.0,918.0,845.0,P1,cmj-right,4
69.0,709.0,164.0,626.0,493.0,709.0,774.0,876.0,140.0,793.0,493.0,918.0,845.0,P1,cmj-right,4
70.0,667.0,164.0,626.0,493.0,709.0,774.0,876.0,140.0,793.0,493.0,918.0,821.0,P1,cmj-right,4
71.0,667.0,164.0,667.0,493.0,709.0,798.0,876.0,140.0,793.0,493.0,918.0,821.0,P1,cmj-right,4
72.0,709.0,117.0,667.0,469.0,709.0,774.0,834.0,93.0,793.0,493.0,918.0,821.0,P1,cmj-right,4
73.0,667.0,140.0,667.0,493.0,709.0,798.0,834.0,117.0,834.0,493.0,918.0,821.0,P1,cmj-right,4
74.0,667.0,117.0,709.0,493.0,709.0,798.0,834.0,93.0,834.0,516.0,918.0,821.0,P1,cmj-right,4
75.0,667.0,93.0,709.0,469.0,709.0,798.0,834.0,70.0,834.0,446.0,918.0,821.0,P1,cmj-right,4
76.0,626.0,70.0,709.0,493.0,709.0,798.0,834.0,70.0,876.0,563.0,918.0,821.0,P1,cmj-right,4
77.0,626.0,70.0,709.0,446.0,709.0,798.0,793.0,46.0,834.0,446.0,960.0,821.0,P1,cmj-right,4
78.0,626.0,70.0,709.0,469.0,709.0,774.0,793.0,46.0,876.0,446.0,960.0,821.0,P1,cmj-right,4
79.0,626.0,70.0,709.0,469.0,709.0,798.0,793.0,46.0,876.0,399.0,960.0,821.0,P1,cmj-right,4
80.0,626.0,70.0,709.0,469.0,709.0,798.0,793.0,46.0,876.0,446.0,960.0,821.0,P1,cmj-right,4
81.0,626.0,70.0,709.0,446.0,709.0,798.0,793.0,70.0,876.0,422.0,960.0,821.0,P1,cmj-right,4
1.0,667.0,93.0,751.0,516.0,751.0,798.0,834.0,93.0,876.0,516.0,918.0,821.0,P1,cmj-right,5
2.0,667.0,352.0,751.0,563.0,751.0,798.0,834.0,328.0,876.0,586.0,918.0,821.0,P1,cmj-right,5
3.0,-1.0,-1.0,751.0,493.0,751.0,798.0,-1.0,-1.0,834.0,493.0,918.0,821.0,P1,cmj-right,5
