model_2_4,train_losses,test_losses,train_accuracies,test_accuracies
1,0.045245308300544476,0.051004266082230264,56,55
2,0.03687572813239591,0.04836626275111053,70,63
3,0.03611903470651857,0.04849012221320201,72,60
4,0.03634462107358308,0.04887568521297584,71,58
5,0.03636192074366685,0.04910182245707108,71,58
6,0.03634412830759739,0.049249798817149665,71,58
7,0.036330271512269974,0.04936363813230547,71,59
8,0.03631750346514685,0.04946116724256742,71,59
9,0.03630152473161961,0.049542867783772745,71,59
10,0.0362831914219363,0.04961135655136432,71,59
11,0.03626354353438164,0.04966897125971519,71,60
12,0.03624328752530032,0.04971744827294754,71,61
13,0.036222748651072896,0.04975792007931208,71,60
14,0.03620212069102403,0.049791273929305,71,61
15,0.036181528763524415,0.049818256143796244,71,61
16,0.036161059256771516,0.04983953070842614,71,61
17,0.03614076541672493,0.04985568988121162,71,61
18,0.03612068912078594,0.049867262274532,72,61
19,0.03610085053690549,0.04987472346273519,72,61
20,0.03608126816307676,0.04987851719735032,72,61
21,0.03606195805658554,0.04987902712013762,72,61
22,0.0360429241996387,0.04987661641533092,72,61
23,0.03602417243708824,0.04987160861492157,72,61
24,0.036005706943828486,0.049864297701140585,72,61
25,0.03598753221589943,0.049854938003976466,72,61
26,0.03596964716140566,0.04984378057011103,72,61
27,0.03595204978924373,0.049831024418442935,72,61
28,0.035934739135976494,0.04981685770770251,72,61
29,0.03591771610081196,0.04980146051463434,72,61
30,0.03590097445352324,0.04978497705217135,72,61
31,0.0358845136802772,0.04976755001787412,72,61
32,0.03586833082653325,0.049749296095411656,72,61
33,0.035852419405147946,0.04973032237109491,72,61
34,0.03583677485585213,0.049710729112059385,71,61
35,0.03582139422410521,0.049690607493206605,72,61
36,0.035806273463471185,0.049670023938356817,72,61
37,0.03579140647218145,0.04964905320587805,72,61
38,0.035776787854988,0.04962776045678025,72,61
39,0.03576241343699653,0.049606194940664,71,62
40,0.035748279621375015,0.04958440742250216,71,63
41,0.03573437792987659,0.049562450182639946,71,64
42,0.03572070553641895,0.0495403444362899,71,64
43,0.0357072581376495,0.04951814625222804,71,64
44,0.03569402931065395,0.04949587305723611,71,64
45,0.0356810143024757,0.04947355945231551,71,65
46,0.03566820970897017,0.049451231451357824,71,65
47,0.03565560891453562,0.04942890900676533,71,66
48,0.03564320678084061,0.049406619900363984,71,66
49,0.035631003307885135,0.04938437170901541,71,66
50,0.03561898892552688,0.049362184890245984,71,66
51,0.035607161578433265,0.049340078891333884,71,66
52,0.03559551664210599,0.049318062804513056,71,66
53,0.03558404955627589,0.04929614521689334,71,66
54,0.03557275832983954,0.049274344818066744,71,66
55,0.03556163711794492,0.049252665649026126,71,66
56,0.035550680974948,0.04923111806481571,71,66
57,0.035539889965077925,0.04920970964229713,71,66
58,0.03552925516048382,0.04918844593783556,71,66
59,0.0355187786807274,0.049167334275730584,71,66
60,0.0355084532679155,0.049146380212347386,71,66
61,0.03549827648134067,0.049125584505372126,71,66
62,0.03548824626567035,0.04910495649960082,71,66
63,0.035478357546802224,0.04908449265916469,71,66
64,0.03546860762711229,0.04906420738010083,71,66
65,0.035458995093559396,0.04904409712654049,71,66
66,0.0354495152574161,0.049024164929228314,71,66
67,0.03544016535682925,0.049004414071471006,71,66
68,0.03543094295109141,0.0489848377340931,71,66
69,0.035421845599495135,0.048965446524700876,71,66
70,0.03541287375164443,0.048946238927922006,71,66
71,0.03540401732356384,0.04892721847962525,71,66
72,0.035395280297460224,0.0489083786131972,71,66
73,0.035386657021169006,0.04888972589525126,71,66
74,0.035378148136981605,0.048871258810415104,71,66
