model_3_1,train_losses,test_losses,train_accuracies,test_accuracies
1,0.503765399804276,0.8931003347800596,tensor([74.8315], device='cuda:2'),tensor([62.7737], device='cuda:2')
38,0.36777516315492353,0.671579506710498,tensor([84.2697], device='cuda:2'),tensor([61.3139], device='cuda:2')
39,0.38594511894697553,0.6725572941512087,tensor([82.6966], device='cuda:2'),tensor([62.0438], device='cuda:2')
40,0.36930359789494716,0.7172949794870224,tensor([84.0449], device='cuda:2'),tensor([62.0438], device='cuda:2')
41,0.37841988547464434,0.6837718819614744,tensor([83.8202], device='cuda:2'),tensor([64.9635], device='cuda:2')
42,0.36843455641457207,0.687695951357375,tensor([84.0449], device='cuda:2'),tensor([61.3139], device='cuda:2')
43,0.366134722781985,0.7390897909220118,tensor([85.1685], device='cuda:2'),tensor([60.5839], device='cuda:2')
44,0.3687641562370772,0.7236475333245131,tensor([83.5955], device='cuda:2'),tensor([62.7737], device='cuda:2')
45,0.36728038921784817,0.7218308840354863,tensor([84.7191], device='cuda:2'),tensor([61.3139], device='cuda:2')
46,0.3778332208649496,0.6774270960884373,tensor([82.6966], device='cuda:2'),tensor([62.7737], device='cuda:2')
47,0.36825266420171504,0.6907302835126863,tensor([83.8202], device='cuda:2'),tensor([61.3139], device='cuda:2')
48,0.37540921796573684,0.7243710436525136,tensor([84.2697], device='cuda:2'),tensor([59.8540], device='cuda:2')
49,0.3747434370973137,0.6810664891326514,tensor([83.5955], device='cuda:2'),tensor([60.5839], device='cuda:2')
50,0.3616333541575443,0.707079303308125,tensor([83.5955], device='cuda:2'),tensor([62.0438], device='cuda:2')
51,0.3826006784867705,0.6995520415532328,tensor([82.9213], device='cuda:2'),tensor([62.7737], device='cuda:2')
52,0.3764588814772917,0.6885587209767668,tensor([83.3708], device='cuda:2'),tensor([62.0438], device='cuda:2')
53,0.37549081056305533,0.6940352279339393,tensor([83.8202], device='cuda:2'),tensor([64.9635], device='cuda:2')
54,0.37155106650309616,0.6813755453067974,tensor([83.8202], device='cuda:2'),tensor([61.3139], device='cuda:2')
55,0.384923807221852,0.7206141400511248,tensor([82.6966], device='cuda:2'),tensor([61.3139], device='cuda:2')
56,0.36315304590075204,0.7093952206799584,tensor([84.7191], device='cuda:2'),tensor([62.7737], device='cuda:2')
57,0.3669219977400276,0.6955578026980379,tensor([84.2697], device='cuda:2'),tensor([62.7737], device='cuda:2')
58,0.36461859017275694,0.7025133947821429,tensor([83.8202], device='cuda:2'),tensor([62.7737], device='cuda:2')
59,0.37444727119435084,0.7097807728896176,tensor([82.9213], device='cuda:2'),tensor([60.5839], device='cuda:2')
60,0.37801635894882546,0.6925971109936707,tensor([84.4944], device='cuda:2'),tensor([62.7737], device='cuda:2')
