model_3_4,train_losses,test_losses,train_accuracies,test_accuracies
1,0.5662629974299463,0.7930830211962684,tensor([74.7845], device='cuda:2'),tensor([61.0169], device='cuda:2')
2,0.4651796591692957,0.7200571288496761,tensor([79.9569], device='cuda:2'),tensor([63.5593], device='cuda:2')
3,0.42995546501258325,0.7296813009148937,tensor([80.3879], device='cuda:2'),tensor([61.0169], device='cuda:2')
4,0.4280369333152113,0.7171812916206102,tensor([81.4655], device='cuda:2'),tensor([61.0169], device='cuda:2')
5,0.4308888295601154,0.6933334863792031,tensor([81.4655], device='cuda:2'),tensor([61.8644], device='cuda:2')
6,0.42484748157961616,0.7743795291852142,tensor([81.8966], device='cuda:2'),tensor([62.7119], device='cuda:2')
7,0.44961179330431184,0.7333923507544954,tensor([81.0345], device='cuda:2'),tensor([64.4068], device='cuda:2')
8,0.45408875983336877,0.6631821737451068,tensor([79.7414], device='cuda:2'),tensor([62.7119], device='cuda:2')
9,0.43196803845208265,0.7487630116737495,tensor([81.6810], device='cuda:2'),tensor([62.7119], device='cuda:2')
10,0.4418735072530549,0.6937034534195722,tensor([80.6034], device='cuda:2'),tensor([61.8644], device='cuda:2')
11,0.4254670112297453,0.713962318533558,tensor([81.6810], device='cuda:2'),tensor([63.5593], device='cuda:2')
12,0.4177580465530527,0.7214763851489051,tensor([80.8190], device='cuda:2'),tensor([62.7119], device='cuda:2')
13,0.4167576555548043,0.7147793012150263,tensor([82.7586], device='cuda:2'),tensor([61.0169], device='cuda:2')
14,0.4311025985356035,0.6842120118060354,tensor([81.4655], device='cuda:2'),tensor([62.7119], device='cuda:2')
15,0.4227493795855292,0.7336164349216526,tensor([80.6034], device='cuda:2'),tensor([64.4068], device='cuda:2')
16,0.42825194987757453,0.7151894609806901,tensor([81.4655], device='cuda:2'),tensor([63.5593], device='cuda:2')
17,0.42468706903786496,0.7029606376664114,tensor([80.1724], device='cuda:2'),tensor([61.8644], device='cuda:2')
18,0.4146293905274621,0.7140257136296417,tensor([81.8966], device='cuda:2'),tensor([60.1695], device='cuda:2')
19,0.4365099298542944,0.7284980153633376,tensor([80.8190], device='cuda:2'),tensor([63.5593], device='cuda:2')
20,0.4281633948457652,0.6984344498585846,tensor([81.0345], device='cuda:2'),tensor([65.2542], device='cuda:2')
21,0.4278782112845059,0.7513007531731816,tensor([80.1724], device='cuda:2'),tensor([60.1695], device='cuda:2')
22,0.4168055160292264,0.7230203000165648,tensor([80.6034], device='cuda:2'),tensor([61.8644], device='cuda:2')
23,0.4158607556902129,0.6864719380766658,tensor([80.8190], device='cuda:2'),tensor([62.7119], device='cuda:2')
24,0.4149326640984108,0.6963382040039968,tensor([80.6034], device='cuda:2'),tensor([61.0169], device='cuda:2')
25,0.4170021866929942,0.7051122885639385,tensor([81.4655], device='cuda:2'),tensor([61.0169], device='cuda:2')
26,0.41715280043667763,0.7158888083393291,tensor([83.1897], device='cuda:2'),tensor([63.5593], device='cuda:2')
27,0.42874999087432336,0.7635839823949135,tensor([81.4655], device='cuda:2'),tensor([62.7119], device='cuda:2')
28,0.43125074588019274,0.7045933260756024,tensor([80.3879], device='cuda:2'),tensor([64.4068], device='cuda:2')
29,0.42221261612300215,0.7181012539540307,tensor([81.6810], device='cuda:2'),tensor([64.4068], device='cuda:2')
30,0.41842856386612204,0.7598598336769362,tensor([81.4655], device='cuda:2'),tensor([62.7119], device='cuda:2')
31,0.43604576382143745,0.7207427388530666,tensor([80.3879], device='cuda:2'),tensor([60.1695], device='cuda:2')
32,0.4222619862392031,0.7079793689614635,tensor([80.8190], device='cuda:2'),tensor([62.7119], device='cuda:2')
33,0.4261079913583295,0.703462377443152,tensor([79.7414], device='cuda:2'),tensor([61.8644], device='cuda:2')
34,0.4224432789046189,0.7106260283518646,tensor([80.6034], device='cuda:2'),tensor([61.0169], device='cuda:2')
35,0.42096090727838975,0.7056648468567153,tensor([81.4655], device='cuda:2'),tensor([61.0169], device='cuda:2')
36,0.41296890994598123,0.7377997313515615,tensor([82.1121], device='cuda:2'),tensor([63.5593], device='cuda:2')
37,0.41133414671338836,0.7482411578550177,tensor([81.6810], device='cuda:2'),tensor([62.7119], device='cuda:2')
38,0.42615895230194617,0.7035899818953821,tensor([81.0345], device='cuda:2'),tensor([60.1695], device='cuda:2')
39,0.4405058026313782,0.6833673321594627,tensor([79.9569], device='cuda:2'),tensor([62.7119], device='cuda:2')
40,0.43594756208617114,0.7504772665136952,tensor([80.3879], device='cuda:2'),tensor([63.5593], device='cuda:2')
41,0.41667718825669126,0.7209072486828949,tensor([81.2500], device='cuda:2'),tensor([63.5593], device='cuda:2')
42,0.4137421013980076,0.7079343048192687,tensor([81.4655], device='cuda:2'),tensor([61.8644], device='cuda:2')
43,0.42335685471008566,0.7242469231961137,tensor([79.3103], device='cuda:2'),tensor([62.7119], device='cuda:2')
44,0.4256809240785138,0.7096045774928594,tensor([80.3879], device='cuda:2'),tensor([60.1695], device='cuda:2')
45,0.42612740705753194,0.7033257999662625,tensor([81.2500], device='cuda:2'),tensor([61.8644], device='cuda:2')
46,0.4183885331811576,0.7105573425858708,tensor([80.8190], device='cuda:2'),tensor([65.2542], device='cuda:2')
47,0.41380085102443037,0.6990476402185731,tensor([82.3276], device='cuda:2'),tensor([63.5593], device='cuda:2')
