model_3_5,train_losses,test_losses,train_accuracies,test_accuracies
1,0.5085396867878033,0.6883492288135347,tensor([76.1006], device='cuda:2'),tensor([72.3810], device='cuda:2')
2,0.4321292136450234,0.565036294006166,tensor([80.2935], device='cuda:2'),tensor([74.2857], device='cuda:2')
3,0.4210842360490523,0.6189357365880693,tensor([82.3899], device='cuda:2'),tensor([67.6190], device='cuda:2')
4,0.4100393895957955,0.6506801718757266,tensor([81.3417], device='cuda:2'),tensor([67.6190], device='cuda:2')
5,0.39881384922523416,0.6413861149833315,tensor([81.7610], device='cuda:2'),tensor([65.7143], device='cuda:2')
6,0.39551751637358834,0.6466347932815552,tensor([83.0189], device='cuda:2'),tensor([66.6667], device='cuda:2')
7,0.3916216145271525,0.6375443430173965,tensor([81.7610], device='cuda:2'),tensor([64.7619], device='cuda:2')
8,0.4075882802219511,0.6884296627271743,tensor([81.3417], device='cuda:2'),tensor([65.7143], device='cuda:2')
9,0.3862731563595106,0.6429669192859104,tensor([82.8092], device='cuda:2'),tensor([65.7143], device='cuda:2')
10,0.393037995639837,0.7782027045885722,tensor([83.4381], device='cuda:2'),tensor([60.0000], device='cuda:2')
11,0.41813598601323254,0.6361028858593532,tensor([81.3417], device='cuda:2'),tensor([67.6190], device='cuda:2')
12,0.3928787990061242,0.6553709961119152,tensor([81.1321], device='cuda:2'),tensor([60.9524], device='cuda:2')
13,0.40939064408248327,0.6757785144306364,tensor([80.7128], device='cuda:2'),tensor([64.7619], device='cuda:2')
14,0.3853333904808172,0.6606333533922831,tensor([81.9706], device='cuda:2'),tensor([65.7143], device='cuda:2')
15,0.3991205094370452,0.6078256385666984,tensor([82.1803], device='cuda:2'),tensor([64.7619], device='cuda:2')
16,0.38503042969313805,0.7334186372302828,tensor([82.3899], device='cuda:2'),tensor([60.9524], device='cuda:2')
17,0.38337725088531366,0.6593928893407186,tensor([82.8092], device='cuda:2'),tensor([67.6190], device='cuda:2')
18,0.3957009491680553,0.6674995189621336,tensor([80.7128], device='cuda:2'),tensor([63.8095], device='cuda:2')
19,0.3777709420247148,0.6282254434767224,tensor([82.8092], device='cuda:2'),tensor([66.6667], device='cuda:2')
20,0.3873893770406831,0.6886002290816534,tensor([83.4381], device='cuda:2'),tensor([62.8571], device='cuda:2')
21,0.40230126782033426,0.6242506379172915,tensor([81.5514], device='cuda:2'),tensor([66.6667], device='cuda:2')
22,0.37727103043402266,0.6434071938196818,tensor([83.2285], device='cuda:2'),tensor([66.6667], device='cuda:2')
23,0.3927193842593979,0.6998538692792257,tensor([81.9706], device='cuda:2'),tensor([59.0476], device='cuda:2')
24,0.37997375794176785,0.6399964366640364,tensor([82.1803], device='cuda:2'),tensor([70.4762], device='cuda:2')
