Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
143,1915,2,125,256,75,0.00400522,0.002885954,57.8,0.0057535,60.4,18,53,9,35,0.730135972,0.323760371,0.408601844,0.59683815,0.854653109,0.699906697,0.58920674,0.182354495,0.58920674,0.220614807
94,4023,1,195,48,30,0.002104,0.01475042,57,0.017309783,60,23,47,15,30,0.591952381,0.416606671,0.463229621,0.610355942,0.764989474,0.673660212,0.590798072,0.18186261,0.590798072,0.189560612
120,4872,3,70,40,150,0.001389753,0.017489019,58.6,0.018229883,60.6,20,51,11,33,0.509503186,0.362794124,0.42302158,0.604269408,0.815428538,0.690956477,0.589111331,0.181102934,0.589111331,0.188072346
91,7263,2,120,256,45,0.00146762,0.002906892,57.4,0.00576303,60.2,21,49,13,32,0.507241379,0.38414925,0.431503678,0.606572374,0.796099985,0.682051671,0.590124618,0.1803211,0.590124618,0.18905516
13,2058,1,20,56,70,0.000430412,0.012601682,59.6,0.014712591,59.8,22,48,14,31,0.614699454,0.401938922,0.467641104,0.60404475,0.7770954,0.674819935,0.589517161,0.180268999,0.589517161,0.196116557
46,8585,2,115,48,85,0.004545572,0.014418601,57.8,0.017090352,60.4,19,51,11,34,0.521121535,0.349748249,0.411982085,0.60262056,0.829987229,0.692454807,0.589867739,0.180230493,0.589867739,0.193433644
145,8770,2,160,48,20,0.000553512,0.014941981,54,0.017321339,60,23,47,15,30,0.489246404,0.417572259,0.448330744,0.610893207,0.761599643,0.671276701,0.589585951,0.178873229,0.589585951,0.182052871
114,2187,2,85,64,90,0.004129824,0.011369421,57.8,0.012398467,59.8,21,48,13,32,0.625672875,0.391261743,0.461319988,0.601309058,0.784683726,0.677693797,0.587972735,0.178579142,0.587972735,0.196223466
103,6212,2,30,56,60,0.00415347,0.013069168,56.8,0.014715031,60,23,47,14,30,0.491090431,0.410390563,0.444357186,0.609864029,0.768379304,0.673286191,0.589384934,0.178303173,0.589384934,0.182238371
102,9933,2,115,256,150,0.00511572,0.002879576,56.2,0.00573712,59.8,23,47,15,30,0.575788563,0.411809414,0.461760133,0.607829139,0.765802039,0.672593122,0.588805727,0.177253641,0.588805727,0.181526088
78,3534,2,70,256,70,0.001122184,0.002902189,57.4,0.005778267,60,21,49,13,32,0.505632184,0.380375665,0.427977378,0.604993427,0.796099985,0.680944387,0.588237825,0.176553105,0.588237825,0.185523291
28,9615,1,40,56,155,0.002300946,0.012246015,59.2,0.014556189,59.8,21,49,13,32,0.495699301,0.38003759,0.424962845,0.606626337,0.795386806,0.681720123,0.587712198,0.175165767,0.587712198,0.181103649
39,6855,1,190,40,170,0.007706357,0.017376041,59,0.018334401,59.4,22,47,15,31,0.602298812,0.406451127,0.469060013,0.602613003,0.767469863,0.670439037,0.586960495,0.174881267,0.586960495,0.187586952
58,7517,2,170,40,75,0.001168078,0.017884792,53.4,0.018434039,58.8,26,43,19,27,0.570198716,0.482544394,0.520289931,0.60921841,0.691289888,0.646197666,0.586917141,0.173765238,0.586917141,0.17657621
52,3324,2,145,256,180,0.001353716,0.002869699,58.6,0.005726696,59.6,19,50,12,34,0.613212536,0.356301921,0.42783254,0.59976588,0.816772394,0.686727682,0.586537158,0.173749419,0.586537158,0.189998001
107,4383,2,165,256,40,0.006075149,0.00291923,55,0.005749345,59.8,22,48,14,31,0.49443609,0.391824012,0.434141236,0.605184837,0.781282835,0.676143751,0.586553423,0.173350083,0.586553423,0.178655442
55,7796,2,180,256,115,0.001499459,0.002836561,59.6,0.005728271,60,18,52,10,35,0.653586883,0.327177132,0.410732437,0.594519718,0.842328799,0.694924814,0.584752965,0.172849413,0.584752965,0.19696947
69,4327,2,160,256,200,0.000569762,0.00286203,58.6,0.005739336,59.6,19,51,11,34,0.64837112,0.341176639,0.411279461,0.598965152,0.830776979,0.689993811,0.585976809,0.172818928,0.585976809,0.197606891
9,4068,1,105,64,130,0.000831789,0.011268196,57.6,0.012502071,59.8,23,47,15,30,0.489280399,0.415041479,0.441808133,0.610765865,0.758179836,0.666880684,0.586610658,0.172796191,0.586610658,0.178857449
104,6837,4,180,48,25,0.008397691,0.014727586,56.4,0.01730924,59.8,22,48,14,31,0.48592706,0.394894047,0.433488969,0.607702387,0.777547823,0.676423819,0.586220935,0.172659998,0.586220935,0.175429055
139,2014,4,60,8,145,0.003503496,0.084644849,59.2,0.085836803,60.2,19,50,11,34,0.617340855,0.355324133,0.441401468,0.596530638,0.814523692,0.687206653,0.584923913,0.17216143,0.584923913,0.189820147
95,6896,2,185,16,155,0.000590094,0.042905429,58.8,0.04436116,60.4,18,52,9,35,0.696068678,0.335597831,0.419940741,0.596025641,0.830867549,0.69235115,0.58323269,0.171977743,0.58323269,0.209050181
112,7497,2,190,8,165,0.001949897,0.08413907,59.6,0.085301657,60.4,20,50,11,33,0.705053622,0.359507519,0.420430807,0.600558632,0.808560551,0.684449736,0.584034035,0.171666329,0.584034035,0.198513617
110,251,2,125,16,80,0.002682194,0.042430257,60,0.044515576,59.4,21,48,14,32,0.581801242,0.392459597,0.452451279,0.603016382,0.778693815,0.675155286,0.585576706,0.171287121,0.585576706,0.178013307
87,4417,2,110,64,175,0.000686319,0.01122197,59.8,0.012387257,58.8,24,45,17,29,0.577365461,0.44452531,0.49937456,0.601795448,0.722366523,0.655067939,0.583445916,0.167793147,0.583445916,0.172840478
108,927,1,160,40,105,0.005281511,0.017313358,58,0.018366723,58.6,24,45,17,29,0.573563431,0.44144385,0.494325562,0.603849687,0.726657245,0.657150004,0.584050547,0.167539638,0.584050547,0.172648022
98,7333,3,65,256,75,0.001271053,0.002890475,58.8,0.005754622,59.2,21,48,14,32,0.589241081,0.38437853,0.44989384,0.599675057,0.782206542,0.67451506,0.583292536,0.167082366,0.583292536,0.177141317
59,7640,2,185,256,165,0.001296114,0.0028547,59.2,0.005725358,58.8,21,48,14,32,0.596703856,0.382703775,0.456475443,0.598055993,0.783763225,0.674602431,0.5832335,0.167064018,0.5832335,0.179651395
68,5311,2,125,256,150,0.00106914,0.002876126,61.4,0.005685219,60,18,52,10,35,0.717276058,0.330070027,0.399988669,0.594972874,0.833961784,0.690073496,0.582015906,0.166952728,0.582015906,0.198847097
124,4818,2,150,32,190,0.002247421,0.021365836,59,0.023902042,58.6,23,46,16,30,0.583114228,0.425559709,0.484237847,0.601184715,0.741140969,0.660606247,0.583350339,0.166629559,0.583350339,0.175044122
5,5790,4,175,32,60,0.003022696,0.021936395,56.4,0.023893363,59.4,21,48,14,32,0.688030104,0.382621135,0.43674698,0.598942226,0.7818503,0.673000483,0.582235718,0.166179087,0.582235718,0.194651925
76,5108,2,150,64,150,0.002758709,0.011352562,56.4,0.012464691,59.4,21,49,13,32,0.490574014,0.378137098,0.423885552,0.601631122,0.787606173,0.676470041,0.582871635,0.165825166,0.582871635,0.171268905
57,3103,2,110,256,145,0.000871741,0.002829144,59.8,0.00572827,59.6,17,53,9,36,0.606114819,0.313941475,0.406144296,0.591018979,0.847551083,0.695325226,0.580746279,0.164227432,0.580746279,0.179208298
96,5173,4,60,40,145,0.003078713,0.017183813,59.4,0.018253799,58.8,29,39,23,24,0.608313783,0.527020754,0.516574513,0.496312181,0.63592686,0.552218939,0.581473807,0.164130234,0.581473807,0.181687281
150,8354,2,140,256,195,0.000421874,0.002886804,58.4,0.005765666,58.8,21,48,14,32,0.591979147,0.385660629,0.45411768,0.598374697,0.777539968,0.671693382,0.581600299,0.163650876,0.581600299,0.175596701
134,3704,3,130,256,125,0.002010581,0.002870126,58.8,0.005738329,59,21,48,14,32,0.59668769,0.388124464,0.462267603,0.595513303,0.773693815,0.669475304,0.580909139,0.163068266,0.580909139,0.176013928
132,8412,4,120,48,65,0.002870121,0.0143646,61.2,0.017201758,58.6,23,46,16,30,0.580532633,0.422199073,0.484505192,0.59850147,0.740339464,0.659508338,0.581269269,0.163014482,0.581269269,0.170474696
137,1793,1,55,32,140,0.000495671,0.021560753,57.4,0.024055692,58.6,24,44,17,29,0.567125815,0.444140528,0.491295618,0.602868753,0.718298085,0.65313337,0.581219307,0.162657619,0.581219307,0.166037527
21,1812,4,150,48,45,0.004623108,0.014575488,57,0.017121998,58.8,21,47,14,32,0.580398871,0.391731891,0.45620611,0.599198024,0.770537329,0.669659312,0.58113461,0.161655873,0.58113461,0.170552309
140,4305,2,65,64,150,0.002500112,0.011315864,58.6,0.012513037,58.6,22,46,16,31,0.576807381,0.415632738,0.476554797,0.598221116,0.744438573,0.661246872,0.580035655,0.161089313,0.580035655,0.167134582
101,5203,1,35,8,130,0.009934942,0.085279718,59.2,0.086746135,59.2,20,49,13,33,0.595935126,0.369750952,0.435293413,0.594986291,0.789239158,0.674910335,0.579495055,0.160737435,0.579495055,0.172305822
17,6279,2,90,128,70,0.000155267,0.005839952,56.6,0.006758085,59.2,19,50,12,34,0.498420835,0.353622496,0.406837893,0.59770628,0.807159307,0.68027456,0.580390901,0.160589938,0.580390901,0.170385412
105,1968,3,140,128,20,0.003467129,0.005904615,55.6,0.006701513,59.6,17,52,9,36,0.523230373,0.314268125,0.391333042,0.589213687,0.842493428,0.691084845,0.578380776,0.160504506,0.578380776,0.175859161
2,1275,4,200,32,185,0.000696275,0.021314688,58.8,0.023834723,59.2,19,50,12,34,0.606945342,0.348765054,0.43307074,0.591717773,0.80803968,0.681969085,0.578402367,0.16026153,0.578402367,0.175175455
81,9954,4,80,40,160,0.002132792,0.017175099,61.4,0.018253816,58.8,20,49,13,33,0.596910726,0.367968171,0.445674226,0.59316854,0.789898155,0.674206105,0.578933163,0.159788434,0.578933163,0.172753114
56,478,2,145,256,35,0.001765412,0.002925415,56.4,0.005780665,59.2,20,49,13,33,0.491614844,0.364440555,0.414429839,0.597894837,0.795187338,0.676834566,0.579813946,0.159780612,0.579813946,0.166755655
64,5217,2,140,56,40,0.000776894,0.01413776,56.6,0.014747415,59.2,21,48,14,32,0.484332891,0.382303087,0.425631673,0.599125837,0.776657993,0.671283853,0.57948054,0.159429251,0.57948054,0.163567369
54,4555,2,50,256,140,0.000785913,0.002919146,56.6,0.005775823,59.2,21,48,14,32,0.493251232,0.386908793,0.425391201,0.599212619,0.772371171,0.666592462,0.579639982,0.159316381,0.579639982,0.167841591
119,4677,2,90,48,15,0.003683245,0.01500756,55,0.017319051,58.2,25,43,19,28,0.555294692,0.46239006,0.500697786,0.606140351,0.697256984,0.646375612,0.579823522,0.159068634,0.579823522,0.160523039
6,5510,1,85,32,200,0.000138858,0.021869052,57.2,0.023993595,59,21,48,14,32,0.48721567,0.380896641,0.422193052,0.599357421,0.777517847,0.669977402,0.579207244,0.158123676,0.579207244,0.164686224
20,7022,3,15,32,100,0.009302438,0.020755936,63.2,0.023774947,58.8,18,50,12,35,0.612974123,0.343917903,0.439078253,0.587640788,0.810098318,0.680243794,0.57700811,0.157295823,0.57700811,0.175700078
85,2603,2,150,16,190,0.00561544,0.042806143,57.2,0.044518919,60,17,53,9,36,0.635869281,0.312980171,0.388840973,0.594208493,0.840149561,0.692284971,0.576564866,0.157136581,0.576564866,0.182365371
88,2939,1,130,256,85,0.001034642,0.0029485,56.6,0.005782982,59,21,48,14,32,0.487328947,0.377497181,0.421400717,0.597110704,0.778349328,0.66973962,0.577923254,0.156073593,0.577923254,0.162344454
33,4813,2,35,16,45,0.003902421,0.043678982,56.6,0.044554327,59.8,17,53,9,36,0.740710528,0.305324091,0.384792642,0.587305604,0.84440865,0.690342591,0.57486637,0.155365906,0.57486637,0.195872806
141,3437,3,170,256,115,0.001316717,0.002918424,58.2,0.005724039,59,19,50,12,34,0.696613616,0.339482108,0.401435178,0.592721489,0.813827826,0.679974373,0.576654967,0.154166077,0.576654967,0.182975427
53,2844,2,145,256,65,0.001176714,0.002903741,57,0.005764975,58.8,20,49,13,33,0.49257131,0.357030606,0.408392445,0.595016085,0.796989816,0.675224087,0.577010211,0.153956412,0.577010211,0.162816785
4,8815,2,30,128,200,0.000952254,0.005464589,60.2,0.006702888,58.8,21,47,14,32,0.587337134,0.379558982,0.437655041,0.594970179,0.772417766,0.666535798,0.575988374,0.152753982,0.575988374,0.164797446
116,2588,2,150,56,100,0.001661532,0.012579125,60.2,0.014593578,58,23,45,17,30,0.572957598,0.421861508,0.482366164,0.594330661,0.730169972,0.653447791,0.57601574,0.152746511,0.57601574,0.159384074
79,6918,2,85,128,100,0.000895762,0.005765417,56.6,0.006705944,58.8,19,49,12,34,0.493133777,0.349510366,0.405046074,0.593103948,0.802423323,0.676987932,0.575966845,0.152433633,0.575966845,0.161124855
130,4681,1,135,256,175,0.000116511,0.002919814,57.6,0.005808016,58.6,21,48,14,32,0.488485712,0.372581962,0.414666382,0.596150952,0.779473198,0.668005029,0.57602758,0.15208165,0.57602758,0.160290603
135,6265,2,110,40,35,0.000299348,0.017799696,54.4,0.018473699,58.6,29,39,23,24,0.571003366,0.524893824,0.489274571,0.497928132,0.625772383,0.549364224,0.575333104,0.150892423,0.575333104,0.156795913
7,2197,2,125,56,105,0.00050578,0.012888963,57.4,0.014595437,59,20,49,13,33,0.487485145,0.357084466,0.411581028,0.591857745,0.791546851,0.673651108,0.574315658,0.150602069,0.574315658,0.156232941
109,8044,2,35,256,120,0.00294819,0.002942454,56.2,0.005767303,58.8,22,47,15,31,0.490902596,0.390051111,0.425474654,0.594185601,0.75964333,0.657251943,0.574847221,0.150601952,0.574847221,0.159333672
51,8434,2,100,256,180,0.001491064,0.002837448,59.8,0.005733612,58.8,18,51,11,35,0.632448407,0.325707196,0.39534811,0.589877384,0.823329771,0.68180356,0.574518483,0.150240362,0.574518483,0.173580758
125,6009,4,105,256,165,0.000190954,0.002845849,59.8,0.005738719,58.8,16,53,9,37,0.658236155,0.288938798,0.378632249,0.584349153,0.857293319,0.691042064,0.573116058,0.149803528,0.573116058,0.183764416
25,546,3,120,24,160,0.003088188,0.027662791,63.4,0.029502545,60,17,52,9,36,0.579230628,0.317333631,0.362956037,0.595263944,0.830077799,0.688013033,0.573705715,0.149758784,0.573705715,0.177291651
84,7599,2,125,32,150,0.000336325,0.021244074,60.2,0.023908256,58.4,21,47,15,32,0.57915715,0.382969357,0.449680176,0.592147225,0.7658131,0.664424064,0.574391228,0.149566608,0.574391228,0.159249483
126,4102,2,15,8,180,0.007383001,0.084247856,60,0.086238843,58.6,18,50,12,35,0.687013732,0.337389413,0.400704632,0.590237928,0.810034465,0.678551943,0.573711939,0.148964599,0.573711939,0.174381729
73,2385,4,200,256,80,0.00161943,0.002891095,59,0.005746718,58.8,15,53,8,38,0.62863711,0.28635798,0.384567452,0.583179829,0.857094759,0.693048907,0.57172637,0.148790433,0.57172637,0.172594539
26,8205,1,20,32,55,0.002912833,0.022862416,55.6,0.024618387,57.8,28,39,23,25,0.546300842,0.524793428,0.529459803,0.606612681,0.623382457,0.609311581,0.574087942,0.148299081,0.574087942,0.1504797
43,6906,4,130,128,185,0.000187068,0.00580054,60,0.006680096,58.8,16,52,10,37,0.641168743,0.300981641,0.379733959,0.586208421,0.844511991,0.68791689,0.572746816,0.147819037,0.572746816,0.173803296
122,7197,2,100,24,55,0.001832174,0.030722047,56.2,0.030107365,59.4,18,52,10,35,0.664958552,0.325063586,0.390442004,0.589772531,0.818186996,0.681917101,0.571625291,0.147782023,0.571625291,0.179132086
92,390,3,75,24,35,0.000466923,0.030463607,55.2,0.030311896,58.6,29,40,22,24,0.571363636,0.515440402,0.489565723,0.494310672,0.630580076,0.550792381,0.573010239,0.147744596,0.573010239,0.153522541
24,3419,4,45,56,50,0.000531123,0.012792477,56.6,0.014720783,59,18,51,11,35,0.501943425,0.324327326,0.392282806,0.58748542,0.82053252,0.681858504,0.572429923,0.147563908,0.572429923,0.158832201
3,82,4,140,64,85,0.001386609,0.011647756,52.4,0.012437047,59,16,53,9,37,0.37934121,0.294559899,0.331129831,0.592617351,0.85174338,0.690300128,0.573151639,0.147561296,0.573151639,0.151489414
113,9500,3,175,256,110,0.000810862,0.002873534,59,0.005731249,58.8,18,50,12,35,0.600007766,0.329106656,0.397397018,0.589452111,0.816995373,0.679183383,0.573051014,0.146953651,0.573051014,0.163665754
93,9017,2,50,256,140,0.002497145,0.002906569,57.8,0.0057555,58.4,21,47,14,32,0.48346574,0.377880935,0.419782877,0.592565362,0.76863616,0.6628558,0.573258547,0.146715259,0.573258547,0.153448554
37,6113,3,135,64,135,0.000648655,0.011287424,57,0.012388726,58.8,18,51,11,35,0.495602151,0.325178195,0.389809878,0.588627629,0.820192895,0.681532985,0.572685545,0.146656805,0.572685545,0.156713204
144,8024,1,30,128,170,0.000374722,0.005804093,58.6,0.00675467,58.4,20,48,14,33,0.488122574,0.366679122,0.409968441,0.59370678,0.78060193,0.665919641,0.573640526,0.146491775,0.573640526,0.156485487
19,9566,3,70,64,185,0.000289315,0.011251281,57.8,0.012455834,58.6,19,49,13,34,0.490182364,0.346120536,0.401532556,0.58986479,0.798599985,0.673524449,0.57236026,0.145338015,0.57236026,0.154349415
86,3949,3,20,256,195,0.000238828,0.002928377,58,0.005843489,58.6,19,50,12,34,0.493258731,0.336481792,0.385864512,0.59172953,0.807282204,0.674759688,0.571881998,0.143710264,0.571881998,0.155449451
72,7458,2,175,32,50,0.001947279,0.022229119,57,0.024139383,58.4,21,47,15,32,0.576743386,0.393545425,0.460435182,0.591341999,0.746836888,0.658310946,0.570191157,0.143606691,0.570191157,0.153074877
75,9108,2,150,256,150,0.002765096,0.00282425,60.8,0.005701036,58.6,18,50,11,35,0.576996213,0.330813496,0.406363004,0.58560332,0.809572584,0.677775466,0.57019304,0.143272875,0.57019304,0.1517511
136,1805,2,75,16,30,0.000884136,0.044458827,56.2,0.044640442,59.4,15,54,8,38,0.78037296,0.285235041,0.362690874,0.582673138,0.852821297,0.689720039,0.569028169,0.143077622,0.569028169,0.200506911
18,9146,3,195,24,130,0.000451845,0.029400963,58.8,0.029962888,58.4,19,49,12,34,0.484718584,0.342694146,0.395503478,0.590383346,0.799796525,0.673453136,0.571245335,0.142868911,0.571245335,0.150775097
22,6211,3,155,16,90,0.005651245,0.043127247,60.4,0.044658624,58.4,22,46,15,31,0.473840049,0.391109996,0.421410407,0.594537238,0.751229989,0.655555587,0.571169992,0.142358187,0.571169992,0.14746558
90,7736,2,55,128,65,0.004364749,0.005630375,60.8,0.006649037,57.6,21,46,16,32,0.569233095,0.396435899,0.460918616,0.589936389,0.745409569,0.656102588,0.570922734,0.142228487,0.570922734,0.150138943
36,4449,4,45,8,195,0.000217576,0.086833779,55.4,0.086539365,59,14,54,8,39,0.697403509,0.267758833,0.353580416,0.581432984,0.86926689,0.694427886,0.568512862,0.14204375,0.568512862,0.176199835
80,7044,2,90,24,95,0.000514128,0.029676179,57.6,0.029981179,57.8,30,37,25,23,0.554282664,0.550060285,0.524291211,0.493272895,0.59029319,0.536033577,0.570176738,0.141326126,0.570176738,0.143800863
117,9878,2,40,128,70,0.00832251,0.00705185,56,0.006689653,58,22,45,17,31,0.479650822,0.403601783,0.425102305,0.596117649,0.737922019,0.64613049,0.570761901,0.14109316,0.570761901,0.150558938
133,49,2,50,24,45,0.00152906,0.031169414,54.6,0.030071017,58,17,50,12,36,0.491217475,0.325031045,0.350953501,0.59423106,0.813666456,0.675115621,0.569348751,0.139441532,0.569348751,0.151043589
82,8818,2,15,48,55,0.009284499,0.015057684,53.6,0.017266076,57.2,18,48,13,35,0.460949454,0.350748799,0.392432567,0.591373163,0.788697982,0.665853249,0.569723391,0.138793738,0.569723391,0.145562502
70,9196,2,125,128,165,0.000967904,0.005687851,59.6,0.006655958,58.4,17,51,11,36,0.593763612,0.317357256,0.398844332,0.583871602,0.819044553,0.680308768,0.568200905,0.138522648,0.568200905,0.153957599
89,2319,4,135,56,125,0.001217439,0.012961507,57,0.01455874,59.2,15,53,8,38,0.541746032,0.284003613,0.357199564,0.582522545,0.849619873,0.689049187,0.566811743,0.137882608,0.566811743,0.162850024
74,2903,2,105,16,90,0.003720156,0.042870787,57.6,0.044466212,59.4,14,55,7,39,0.584327431,0.25849227,0.334079854,0.580165218,0.871914207,0.694829289,0.565203238,0.134503757,0.565203238,0.17059022
14,6764,1,200,16,15,0.000545202,0.045075798,53.6,0.045315042,58.6,11,57,5,42,0.741111111,0.217605309,0.317328572,0.57558674,0.910560252,0.704170623,0.564082781,0.13347605,0.564082781,0.193356627
11,4449,3,45,40,30,0.001071529,0.018313548,54.2,0.01854246,57.8,29,38,24,24,0.458537317,0.523414884,0.472604304,0.493414188,0.609041614,0.539047333,0.566228249,0.132057292,0.566228249,0.119923527
123,7154,1,125,16,95,0.000726656,0.045251745,55.8,0.044530506,58.6,15,53,9,38,0.534090909,0.283628509,0.350748359,0.57967181,0.840696454,0.683392808,0.562162482,0.127579531,0.562162482,0.15199384
