Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
80,3806,3,90,56,35,0.000519658,0.015524808,52.4,0.015243956,55,31,33,29,22,0.415783635,0.563086907,0.477223866,0.588817141,0.521655321,0.523999409,0.542371114,0.081868528,0.542371114,0.086745168
107,8467,1,40,24,15,0.001054883,0.032038704,51,0.03042579,56.2,7,58,3,46,0.6760181,0.136630799,0.222793805,0.555789363,0.93420074,0.696595398,0.535415769,0.075625103,0.535415769,0.124295297
2,3676,1,40,24,30,0.002126375,0.033430423,51.8,0.030904501,55.2,10,55,7,43,0.614510272,0.185506046,0.263519464,0.558054432,0.887009693,0.681132586,0.536257869,0.074328615,0.536257869,0.106389076
112,9911,3,120,8,40,0.000786328,0.091908032,52.6,0.089077118,55.2,12,53,9,41,0.594021294,0.215347462,0.292687656,0.558185636,0.853544895,0.67122704,0.534446179,0.070485152,0.534446179,0.098563738
49,152,4,80,56,75,0.000454075,0.01336461,51,0.014968227,55.8,13,52,10,40,0.230362277,0.252487136,0.237332098,0.562644699,0.805800757,0.639399605,0.529143946,0.058691177,0.529143946,0.059675506
33,6338,3,145,32,60,0.000828211,0.02898572,50.6,0.024587504,55.4,16,48,14,37,0.355244755,0.290143541,0.262454611,0.453189578,0.76454918,0.567269286,0.52734636,0.05704344,0.52734636,0.070761197
82,7311,1,160,16,60,0.000405977,0.051379588,52.8,0.045819456,52.4,22,39,23,31,0.615274674,0.443118652,0.397799127,0.425725225,0.610645692,0.488386598,0.526882172,0.056962189,0.526882172,0.08799818
99,9320,1,160,256,20,0.003060776,0.003699935,48.4,0.005925513,54.6,27,36,26,26,0.456386028,0.503804143,0.388236717,0.349509392,0.542484023,0.423130209,0.523144083,0.04707066,0.523144083,0.058781289
9,4788,4,120,8,50,0.004341608,0.136508025,46.4,0.089335201,55.4,9,56,6,44,0.226442308,0.154268105,0.164753706,0.559948619,0.892192276,0.677017799,0.52323019,0.046686018,0.52323019,0.049977865
79,2881,4,75,24,25,0.000718951,0.033944329,49.8,0.030467841,54.4,5,58,3,48,0.221052632,0.095796094,0.123071613,0.550548957,0.947115385,0.691404682,0.521455739,0.045088097,0.521455739,0.047016526
145,411,4,115,24,30,0.000300755,0.036175436,49,0.030745205,54.8,14,50,12,39,0.50839668,0.250017908,0.223316913,0.598874783,0.792190352,0.601806763,0.52110413,0.044984908,0.52110413,0.07724263
24,2812,4,165,8,25,0.004623291,0.092905347,49.2,0.08971641,53.8,17,46,16,36,0.214058355,0.305084746,0.240366682,0.446081795,0.728813559,0.547657299,0.516949153,0.033898305,0.516949153,0.034139437
64,6005,1,115,16,20,0.003052763,0.045422481,57.2,0.045807665,53.4,10,53,9,43,0.536610417,0.183310261,0.258431164,0.542953831,0.840554641,0.657614049,0.511932451,0.024715508,0.511932451,0.043671236
117,4521,4,185,256,35,0.000557739,0.003417267,51.8,0.005960492,53.4,32,30,32,21,0.302374756,0.589446754,0.399320865,0.398549327,0.433898305,0.34991125,0.51167253,0.023309818,0.51167253,0.025436055
125,9167,2,140,128,10,0.000743226,0.007329604,51.4,0.006921065,54.2,24,39,23,29,0.32726817,0.443636364,0.332375413,0.343222867,0.57704918,0.430282083,0.510342772,0.021373576,0.510342772,0.027909403
69,9949,1,160,256,15,0.001533024,0.005698681,49.4,0.005937634,53.4,25,37,24,28,0.304761905,0.452449923,0.358731791,0.433353249,0.558821895,0.46914532,0.505635909,0.011100941,0.505635909,0.008422639
16,3281,3,80,24,10,0.000686333,0.03936962,47,0.031532446,53.4,0,62,0,53,0.2,0.003508772,0.006896552,0.536961431,1,0.69792645,0.501754386,0.004085802,0.501754386,0.020317399
26,1390,2,165,24,65,0.000350754,0.033828689,50.2,0.030774686,51.2,15,44,18,38,0.402878561,0.295028538,0.269208116,0.431455016,0.707320303,0.532219362,0.50117442,0.003568835,0.50117442,-0.000901734
45,5582,4,35,256,65,0.000158991,0.003012181,48.6,0.005979643,52.4,30,31,31,23,0.296236037,0.535849057,0.378117336,0.331882661,0.465384615,0.37264299,0.500616836,0.001237714,0.500616836,0.001318168
8,54,2,180,256,15,0.000335377,0.004338341,45.8,0.006042048,52.2,22,38,24,31,0.194827586,0.4,0.261988304,0.33093028,0.6,0.426057299,0.5,0,0.5,0
83,4965,3,125,256,10,0.003334114,0.008076466,51.2,0.006152907,53.2,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
141,8921,3,130,64,20,0.000220465,0.012576678,49,0.012891734,52.2,22,38,24,31,0.194827586,0.4,0.261988304,0.33093028,0.6,0.426057299,0.5,0,0.5,0
95,6704,4,65,256,105,0.000109357,0.003011305,54,0.005962686,52,31,30,32,22,0.294520681,0.555100736,0.383727435,0.455215994,0.441395046,0.356476448,0.498247891,-0.003544476,0.498247891,0.00198976
