model_84_3,train_losses,test_losses,train_accuracies,test_accuracies
1,0.04043153030677926,0.019737372624463047,45,47
2,0.026388881544186834,0.022109455075757258,51,47
3,0.021177219730590034,0.019872319595567112,46,52
4,0.0179660394468021,0.017949241502531642,49,47
5,0.018600720448555354,0.01796789775634634,52,47
6,0.018423803758211912,0.017834070427664394,48,47
7,0.018127619580649512,0.017711002251197552,49,47
8,0.01818443674897943,0.017535016454499345,52,47
9,0.01815961435629063,0.017280705016234826,52,45
10,0.01802793081226267,0.01695978590126695,55,56
11,0.017951425820461157,0.01671326263197537,58,64
12,0.01795541178515029,0.016633479759610933,58,64
13,0.017963761040069515,0.016642394250836866,58,62
14,0.017951129204213875,0.01664462582818393,58,62
15,0.01791963863782105,0.016623182029559695,58,64
16,0.017890887071134707,0.01659738555036742,58,63
17,0.01787398314271362,0.016578618308593487,58,64
18,0.017861115318511176,0.01656618303266065,58,64
19,0.017845421262053462,0.01655556312922774,58,63
20,0.017827257322139495,0.016544601526753657,58,63
21,0.01780927078918326,0.016533561821641594,58,63
22,0.017792372488668547,0.01652311302464584,58,63
23,0.017776055397393877,0.016513381024886822,58,63
24,0.017759921340983312,0.01650413511128261,58,63
25,0.01774405397059068,0.016495182082570833,58,62
26,0.017728609716431778,0.016486451543610673,58,62
27,0.01771360495059787,0.016477928079407792,58,62
28,0.017698991452163894,0.01646957161097691,58,62
29,0.01768473481415679,0.016461329727337277,58,62
30,0.01767082915285626,0.016453145393009842,58,62
31,0.017657252851985553,0.01644496568318071,58,63
32,0.01764397649294317,0.0164367458943663,59,63
33,0.017630973726894723,0.01642843310175271,59,63
34,0.017618214239889973,0.016419970783694036,59,62
35,0.017605667206350827,0.016411295738713496,59,63
36,0.01759330052162956,0.016402342710001714,59,63
37,0.01758107581363727,0.016393029998088705,59,63
38,0.01756895343121541,0.016383263571509,60,63
39,0.017556888095299063,0.016372920624141037,60,63
40,0.01754482851519605,0.01636185522737174,60,63
41,0.017532708435099523,0.016349858251111262,60,63
42,0.01752044995966899,0.016336646059463764,60,63
43,0.01750794986798528,0.01632181786257645,60,63
44,0.017495071811225792,0.01630476322667352,60,64
45,0.017481635056851758,0.016284530532771145,60,64
46,0.017467381616518732,0.016259584961266352,61,64
47,0.017452028176303584,0.016227410271249968,61,65
48,0.01743552267807236,0.01618462441296413,61,65
