model_84_1,train_losses,test_losses,train_accuracies,test_accuracies
1,0.04214092760943295,0.01974516019333888,45,58
2,0.028481360901607557,0.025557052915113686,52,41
3,0.020277981275922796,0.020061931470884895,47,59
4,0.01964272649100657,0.019939308183906723,49,62
5,0.021045385719685072,0.020838511686255463,48,41
6,0.02032380465711101,0.020397559134629522,51,41
7,0.020054987843117017,0.02014460746389236,48,53
8,0.02018871441316069,0.020151616012963065,48,54
9,0.0199716128660052,0.01994255990007498,50,64
10,0.01966402744979001,0.0196450809492682,52,67
11,0.019476232903726985,0.019457395059348893,51,66
12,0.0193899527024687,0.019418654650667288,54,66
13,0.01931467605440804,0.019442958988412452,56,66
14,0.019207622495929846,0.01945478594216117,57,67
15,0.019107113795334033,0.019454610608790043,57,67
16,0.019036272670445817,0.019459350265725685,58,67
17,0.018981951140285877,0.01946686828223458,58,67
18,0.01893162231766776,0.019472022561261255,58,67
19,0.01888483695769578,0.0194753069077095,58,67
20,0.018842882252811045,0.01947804045503157,57,67
21,0.018804632545856948,0.019480230164353865,57,69
22,0.018768857168347648,0.019481725066247648,58,68
23,0.01873524992653493,0.019482701364224846,58,68
24,0.01870369388816062,0.019483355275035776,58,68
25,0.01867390013812633,0.019483741617550815,58,68
26,0.01864561780115192,0.01948389650261315,58,68
27,0.018618700343571354,0.01948388127514916,58,68
28,0.018593017304881235,0.01948372595501642,58,68
29,0.01856843728697702,0.019483445334608537,59,68
30,0.01854485273361206,0.0194830576868823,59,68
31,0.018522164794836152,0.019482564317048902,60,68
32,0.018500288550773365,0.019481970010882747,59,68
33,0.018479130509194364,0.01948126171627184,60,69
34,0.018458613786804544,0.019480426816174585,60,69
35,0.01843865480315819,0.019479447037634188,60,69
36,0.018419163682487572,0.01947828583473707,60,69
37,0.01840004961142379,0.019476894044528043,60,69
38,0.018381201417258616,0.019475206841517538,60,69
39,0.018362489711032826,0.0194731145879648,60,69
40,0.01834374920705731,0.019470466314441097,60,69
41,0.018324769748730606,0.019467015771100122,60,69
42,0.01830527474371235,0.01946237487514524,60,69
43,0.018284901340356034,0.01945589537168071,60,69
44,0.01826317390699065,0.019446468701327803,60,69
45,0.018239514479476415,0.01943215880080731,60,69
46,0.018213319376613316,0.019409630855504612,60,69
47,0.018184251329872045,0.019373954647648944,60,68
48,0.018152536702959726,0.019321535625596985,60,68
49,0.01811812607090125,0.01925508427793962,60,68
50,0.018081563242365806,0.01917967178525716,60,68
