Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
144,8821,4,160,48,85,0.006517442,0.012878208,67.4,0.015363618,63.6,31,43,19,22,0.638483328,0.574603817,0.592753985,0.662309017,0.70914939,0.676682817,0.641876603,0.279967514,0.641876603,0.291930139
68,7622,3,55,256,200,0.002434179,0.002844577,64.8,0.005303387,65.6,26,50,12,27,0.542519441,0.468734942,0.501747736,0.658126887,0.80891845,0.71988768,0.638826696,0.279254646,0.638826696,0.281503059
82,3265,1,105,8,200,0.001871954,0.08411971,69.8,0.081793927,64.8,28,47,15,25,0.641279537,0.517794932,0.568072816,0.652367428,0.758081358,0.699457497,0.637938145,0.279090857,0.637938145,0.284452422
123,1353,1,175,128,155,0.002184802,0.005703119,67.4,0.006188925,65,26,50,12,27,0.638988871,0.477019079,0.543774722,0.648470639,0.799947047,0.715623589,0.638483063,0.278363401,0.638483063,0.28250854
45,375,3,85,16,175,0.000347712,0.040576414,64.2,0.043265761,63.6,28,46,16,25,0.650084675,0.526882818,0.575819515,0.646072674,0.748042832,0.690095781,0.637462825,0.27562838,0.637462825,0.285113953
39,263,1,100,32,65,0.006665415,0.019721745,65.6,0.022641761,65,27,48,14,26,0.621370617,0.50982045,0.544298594,0.658831412,0.763275269,0.703369463,0.63654786,0.274674527,0.63654786,0.276397843
85,2225,3,15,16,140,0.00337579,0.038910198,67.4,0.04264097,64.4,30,44,18,23,0.623308591,0.562707934,0.580145738,0.666461447,0.707121369,0.679815173,0.634914651,0.272580983,0.634914651,0.279298165
79,9882,1,110,256,150,0.004677069,0.002712742,63.6,0.005582011,64.4,26,48,13,27,0.640611331,0.495645979,0.547924975,0.649924135,0.775972439,0.703563454,0.635809209,0.272540464,0.635809209,0.280418985
35,8978,4,15,64,195,0.001769424,0.011010437,62.6,0.011998377,64.2,31,44,18,22,0.59505055,0.557719501,0.555278172,0.670165262,0.712543869,0.682945078,0.635131685,0.268259904,0.635131685,0.268186744
53,9391,3,95,8,155,0.001321814,0.100190074,63,0.08117677,64,29,46,16,24,0.529596129,0.520666052,0.514266276,0.671459272,0.752208199,0.688328524,0.636437125,0.267982483,0.636437125,0.279322602
20,5873,4,165,32,160,0.000630115,0.021412763,62.8,0.022386465,63.4,30,44,18,23,0.620941206,0.567033648,0.586981532,0.657628282,0.698259559,0.673652056,0.632646603,0.267339076,0.632646603,0.271741435
122,7859,1,75,16,155,0.001782373,0.04934627,61.8,0.042980574,62.2,32,40,22,21,0.640330954,0.621366898,0.588945349,0.533956126,0.644061865,0.580686084,0.632714382,0.26670267,0.632714382,0.276600655
37,5431,3,65,256,190,0.001378397,0.002655887,63,0.005573403,64.4,25,50,12,28,0.546438886,0.452463857,0.491011406,0.646178513,0.811176555,0.71217156,0.631820206,0.264421476,0.631820206,0.270382031
31,6351,2,145,24,180,0.000361233,0.027858863,61.6,0.029325151,64.2,25,49,13,28,0.545817034,0.48357641,0.503185506,0.651297936,0.778642572,0.696659914,0.631109491,0.261424442,0.631109491,0.270910935
87,1381,1,130,32,115,0.006367741,0.019426672,67.8,0.022197678,63.4,29,45,17,24,0.622957355,0.542304271,0.570878333,0.652804318,0.714480251,0.677048576,0.628392261,0.258967275,0.628392261,0.265874678
113,2692,3,125,32,160,0.001252632,0.019500712,66.4,0.022725109,63.6,30,44,18,23,0.606392341,0.557835198,0.573145831,0.6591013,0.698416334,0.674896317,0.628125766,0.257532364,0.628125766,0.260493152
104,3806,4,80,56,200,0.002836621,0.010657721,69.8,0.013571965,64.6,25,49,13,28,0.521206175,0.475223485,0.489645106,0.657263785,0.775027251,0.701328407,0.625125368,0.252191108,0.625125368,0.255604283
111,1209,4,145,128,180,0.001867326,0.005167231,68.2,0.006062626,63.4,28,46,16,25,0.632732497,0.512230378,0.536105067,0.648084044,0.737168711,0.683826528,0.624699545,0.250642425,0.624699545,0.260406862
75,2079,3,125,256,135,0.002838628,0.002550516,68.2,0.005527226,62.4,32,40,22,21,0.600812987,0.604853306,0.601282485,0.651251917,0.646946321,0.647790129,0.625899813,0.25063231,0.625899813,0.251926039
62,5023,3,195,48,200,0.006876598,0.013444008,64.6,0.015886167,62.2,29,44,18,24,0.615079231,0.541478379,0.566446122,0.647971554,0.711200921,0.671470741,0.62633965,0.249844147,0.62633965,0.25769963
93,6298,1,95,16,145,0.004668254,0.038030969,66.4,0.042009015,63.4,28,46,16,25,0.599146521,0.513817651,0.549254051,0.648142343,0.736131511,0.687506275,0.624974581,0.249757953,0.624974581,0.248999101
131,2452,4,105,56,175,0.002386285,0.01233603,60.2,0.013607073,64.6,24,50,11,29,0.534878986,0.44196339,0.465880182,0.657146022,0.804444824,0.709939774,0.623204107,0.248940066,0.623204107,0.259881218
74,610,3,20,16,200,0.002279932,0.03752353,68.4,0.041097625,62.8,30,43,19,23,0.602755439,0.552391333,0.569830888,0.654004086,0.693163379,0.668789345,0.622777356,0.247233672,0.622777356,0.250974648
41,1874,4,180,256,155,0.00355308,0.002564392,69,0.005527182,62.4,29,43,19,24,0.603209171,0.552439998,0.575416609,0.645223895,0.689365208,0.665796159,0.620902603,0.243552407,0.620902603,0.245075756
56,8439,3,140,48,120,0.009947814,0.015304484,61.4,0.015870765,62.2,29,43,18,24,0.607803752,0.540873016,0.569263922,0.641961213,0.701915008,0.668483597,0.621394012,0.24283655,0.621394012,0.24621818
92,5267,3,30,40,80,0.00566776,0.017037892,60.8,0.018141359,63.4,26,48,14,27,0.51753919,0.46516268,0.488096622,0.643630562,0.774947742,0.695509819,0.620055211,0.24023888,0.620055211,0.243056706
89,7865,3,120,24,90,0.003130006,0.027310145,62.6,0.028293792,63.2,28,46,16,25,0.582693874,0.505114852,0.521289322,0.654439192,0.732419315,0.682968552,0.618767083,0.237642005,0.618767083,0.238153829
147,6504,1,60,256,185,0.008289013,0.003307226,67,0.005469159,64,22,51,10,31,0.577484634,0.414043874,0.460003353,0.642438048,0.821849606,0.715843971,0.61794674,0.233979524,0.61794674,0.230521089
117,3370,1,45,56,150,0.004478509,0.011891322,66.4,0.014152318,62.2,28,44,17,25,0.607191945,0.522300398,0.554793398,0.642054217,0.708618152,0.669027927,0.615459275,0.233364958,0.615459275,0.239812746
80,4622,3,55,256,170,0.007539093,0.00249888,68.4,0.005539021,62.2,27,45,17,26,0.603852762,0.513135366,0.542221162,0.644878098,0.718191057,0.672521031,0.615663212,0.23171335,0.615663212,0.239537254
52,9291,3,115,256,115,0.002459118,0.003006643,61.4,0.005627576,62.8,22,51,11,31,0.535312386,0.40918138,0.460914412,0.626573222,0.818623763,0.704584511,0.613902572,0.229024527,0.613902572,0.236997236
142,750,4,65,24,55,0.004197578,0.029266185,59.4,0.02850335,62.8,25,48,14,28,0.501939042,0.448597649,0.471865344,0.639094893,0.772841815,0.692709889,0.610719732,0.222458513,0.610719732,0.22361642
59,6172,3,55,8,80,0.005081513,0.083374753,60,0.084767722,61,33,38,24,20,0.573919312,0.627560359,0.594221531,0.655955555,0.59534096,0.620069998,0.61145066,0.222167177,0.61145066,0.226289149
88,540,3,165,256,110,0.002620863,0.00286386,62,0.005576627,61.4,25,46,16,28,0.624132719,0.474369154,0.5329058,0.622593509,0.745425439,0.675241203,0.609897296,0.221212029,0.609897296,0.232721617
149,3852,1,135,256,155,0.007286745,0.002834612,61.8,0.005467072,63.4,23,51,11,30,0.525881435,0.415816305,0.447732612,0.641125975,0.807634492,0.7081285,0.611725399,0.22043331,0.611725399,0.205588521
84,9160,2,175,256,195,0.00072356,0.002728553,63,0.005449383,62.4,31,41,21,22,0.510197933,0.57697241,0.528857859,0.580679331,0.644039263,0.586181094,0.610505837,0.220299495,0.610505837,0.191282464
34,6661,3,105,128,190,0.000324154,0.005584308,59.2,0.006610036,62.2,31,42,20,22,0.507973965,0.552695528,0.508956931,0.684407001,0.667549747,0.610734989,0.610122637,0.220129911,0.610122637,0.241944973
102,1900,3,150,24,55,0.006812398,0.027522832,60.8,0.027975247,62.8,22,51,11,31,0.530571726,0.393694024,0.45049462,0.621728077,0.82319095,0.704608395,0.608442487,0.218911832,0.608442487,0.226710122
99,7040,3,35,32,165,0.000987558,0.022326709,57.6,0.023738516,62.4,23,50,12,30,0.520839979,0.42090319,0.460147221,0.627955323,0.795143309,0.694633338,0.608023249,0.217895535,0.608023249,0.22448401
10,5725,2,120,24,140,0.001378567,0.038750141,60.8,0.028797081,63.4,21,53,9,32,0.61314892,0.382312153,0.408470064,0.631288474,0.833368243,0.709244408,0.607840198,0.217068604,0.607840198,0.240842903
116,2206,1,25,24,75,0.005883745,0.02692592,64.8,0.029187942,62.2,25,47,14,28,0.603971806,0.461069089,0.514151852,0.628049215,0.753205164,0.683002039,0.607137126,0.216929247,0.607137126,0.222326705
146,9771,1,190,256,165,0.008904466,0.003138159,63.2,0.005432814,63,24,49,13,29,0.516446955,0.449374787,0.461587418,0.651529269,0.769072873,0.696255659,0.60922383,0.216228303,0.60922383,0.202763898
141,9311,4,30,256,80,0.00544253,0.002815177,60.6,0.005649648,61.2,26,45,17,27,0.606064703,0.490501575,0.538302051,0.6239599,0.723120044,0.667591428,0.60681081,0.214879532,0.60681081,0.221593087
3,2265,1,145,64,95,0.000859993,0.016685168,57.2,0.012157186,61.6,24,47,14,29,0.627585061,0.443660172,0.497339977,0.619828505,0.765877648,0.679344302,0.60476891,0.211728423,0.60476891,0.225884582
2,8236,2,180,40,60,0.007551636,0.018529388,61,0.017832066,62.4,23,50,12,30,0.611800823,0.421426634,0.467712903,0.628455118,0.786612307,0.693530072,0.60401947,0.209774591,0.60401947,0.219571444
76,6543,3,55,64,125,0.001622908,0.011335506,59.2,0.012037764,61.8,32,40,22,21,0.500842869,0.567462911,0.515957958,0.526046152,0.640964691,0.570908918,0.604213801,0.208486272,0.604213801,0.210098828
63,3103,3,35,64,185,0.00167563,0.011823431,61.4,0.011995738,61.4,24,47,15,29,0.442812643,0.449896477,0.433498244,0.649705891,0.757729978,0.680640669,0.603813228,0.205176441,0.603813228,0.195383403
106,3326,3,40,48,70,0.003930724,0.01444387,61.6,0.017054344,58.8,33,35,27,20,0.582385862,0.614398114,0.575280669,0.652951352,0.592874196,0.596811765,0.603636155,0.203449129,0.603636155,0.220810427
140,798,2,200,32,130,0.000409427,0.024484207,53.2,0.024210204,62.4,24,48,14,29,0.4692797,0.444855217,0.42763821,0.661967355,0.75829349,0.676996747,0.601574354,0.201152931,0.601574354,0.210318328
107,7381,3,180,40,40,0.004966748,0.016891004,62,0.01813295,60.4,27,43,19,26,0.589928699,0.504560914,0.533467613,0.626533515,0.697346859,0.653841237,0.600953887,0.201121571,0.600953887,0.208914783
95,2746,3,195,56,130,0.001144724,0.012431744,60.4,0.013801403,61.2,25,47,15,28,0.558952706,0.451806334,0.487314535,0.628764796,0.748878267,0.678711628,0.600342301,0.20014076,0.600342301,0.196565418
96,5648,2,200,8,185,0.001517431,0.076914467,65.2,0.084238931,60.6,26,44,18,27,0.587423335,0.489381418,0.52214502,0.626324351,0.70857797,0.657072678,0.598979694,0.198518054,0.598979694,0.205560087
66,7413,3,135,256,165,0.009844116,0.002686266,63.4,0.005534208,61.6,21,50,12,32,0.594438694,0.394662597,0.462910088,0.613554385,0.802411514,0.693664121,0.598537056,0.198326276,0.598537056,0.203395546
124,179,1,140,8,100,0.00976781,0.08581404,62.4,0.085650943,61.8,19,53,9,34,0.525940171,0.340123114,0.411054207,0.609235138,0.854541967,0.70910096,0.59733254,0.195590311,0.59733254,0.206851979
50,6350,2,65,56,105,0.004202713,0.017335243,61.4,0.014052148,62.4,21,51,11,32,0.393495935,0.381465826,0.384558514,0.632250477,0.806556308,0.694864344,0.594011067,0.188701054,0.594011067,0.190893606
15,2598,3,170,128,75,0.000580918,0.005899657,57,0.006760796,61.2,21,50,12,32,0.507564103,0.383615564,0.435481544,0.610493226,0.803940571,0.689717512,0.593778068,0.188671922,0.593778068,0.195046302
77,7244,3,45,24,160,0.000861486,0.028658282,62,0.029017673,60.8,27,43,19,26,0.550390205,0.502020777,0.507244381,0.638532587,0.686444365,0.651730268,0.594232571,0.188199845,0.594232571,0.189208834
26,4129,1,130,24,65,0.008184811,0.050992163,59.4,0.029397656,60.8,21,49,13,32,0.641754729,0.38799337,0.443961496,0.60637999,0.793694509,0.681334037,0.59084394,0.184327438,0.59084394,0.20332496
120,1406,1,190,40,45,0.003610712,0.018478442,57.8,0.018710806,57.4,33,34,28,20,0.575133095,0.635567586,0.571157064,0.503636199,0.542183032,0.516268622,0.588875309,0.1785488,0.588875309,0.185497101
71,2676,3,55,256,70,0.004066682,0.002965491,57.4,0.005809547,60.6,18,52,9,35,0.524751292,0.328622865,0.402910217,0.598997982,0.848165837,0.699418978,0.588394351,0.178535237,0.588394351,0.192024779
25,5386,1,175,128,170,0.000536779,0.005706456,60.4,0.006524502,60,30,40,22,23,0.463321678,0.540213738,0.490933586,0.657839438,0.637817022,0.609296675,0.58901538,0.177640618,0.58901538,0.190062804
110,8833,2,110,256,135,0.002543676,0.002877123,58.6,0.005669158,61,16,55,7,37,0.52582684,0.293850514,0.360892295,0.601992916,0.880758063,0.710529484,0.587304289,0.174640014,0.587304289,0.192052524
137,9482,4,130,256,110,0.001126105,0.002854127,60.4,0.005677528,59.8,31,39,23,22,0.478452403,0.549124613,0.494974099,0.510264317,0.621339849,0.552811851,0.585232231,0.170085709,0.585232231,0.172021072
18,8803,2,130,56,105,0.002007667,0.013143625,59.6,0.014178894,60.4,24,46,16,29,0.537980381,0.440304188,0.469174287,0.623657327,0.729987122,0.667329285,0.585145655,0.169049973,0.585145655,0.166518918
44,3468,3,85,128,105,0.000213229,0.005910293,56.8,0.006793691,59.6,26,44,18,27,0.492995617,0.465805576,0.455944431,0.651893096,0.699780227,0.612497654,0.582792902,0.167093972,0.582792902,0.191262067
22,3699,4,75,40,180,0.000417133,0.01816553,56.8,0.018400508,59.6,27,42,20,26,0.563031136,0.496205935,0.491832565,0.625398887,0.668446363,0.629308758,0.582326149,0.165280828,0.582326149,0.174616673
6,8696,3,170,128,35,0.000880549,0.005914363,57,0.006745625,60,18,51,11,35,0.505316016,0.336186357,0.403583241,0.596675414,0.827703956,0.69100431,0.581945156,0.165099521,0.581945156,0.174985304
73,5629,3,55,256,75,0.007510998,0.003004257,56.8,0.005668544,59.6,27,42,20,26,0.496892708,0.492290484,0.46798547,0.619831928,0.670932417,0.581603625,0.581611451,0.163510769,0.581611451,0.17819583
40,2011,4,185,16,95,0.000193801,0.043723096,57,0.044344167,59.4,25,44,18,28,0.699334282,0.459736993,0.451656925,0.491778499,0.697433796,0.573064633,0.578585394,0.161834205,0.578585394,0.187958751
91,2621,4,170,48,20,0.005710345,0.01503487,54.8,0.017270028,60.8,18,53,9,35,0.398291473,0.325601651,0.356045239,0.603967649,0.835181781,0.693531188,0.580391716,0.160911338,0.580391716,0.165456492
1,8770,3,150,56,50,0.003579255,0.012651378,59.8,0.014461933,59.2,22,46,15,31,0.476478284,0.423338599,0.443098274,0.60604842,0.733097869,0.654131282,0.578218234,0.156285005,0.578218234,0.160974235
29,1481,2,200,256,90,0.001364315,0.003426027,58.2,0.005819191,59.8,16,53,9,37,0.512361712,0.300935465,0.378217604,0.59078728,0.853652136,0.696701534,0.577293801,0.156147135,0.577293801,0.170338863
42,332,2,50,56,35,0.000182644,0.01325802,54,0.015031224,60.4,16,54,7,37,0.405378832,0.288232113,0.336645681,0.595444428,0.865690256,0.701750329,0.576961185,0.154051642,0.576961185,0.161248195
125,6132,1,15,256,120,0.000673909,0.002913797,56.8,0.005929194,58.8,19,50,12,34,0.563560351,0.339816844,0.416253447,0.593275721,0.810156667,0.68314269,0.574986756,0.149675497,0.574986756,0.1551173
121,342,1,85,256,170,0.002956656,0.005482685,62.2,0.005650491,57.8,33,34,28,20,0.553788533,0.610698845,0.554984836,0.499184332,0.536229508,0.511624758,0.573464177,0.149595481,0.573464177,0.149808376
14,963,2,25,64,135,0.000237327,0.011454379,55.8,0.012726721,59.2,15,54,8,38,0.698629149,0.281927592,0.36660668,0.582541161,0.858001849,0.691537435,0.569964721,0.145009061,0.569964721,0.188084722
36,8078,1,150,56,130,0.000218516,0.012805494,57.2,0.014727057,59.8,19,50,11,34,0.376732143,0.347229119,0.359811724,0.602974532,0.796969244,0.675892285,0.572099181,0.144198138,0.572099181,0.145995664
112,6584,3,20,256,95,0.001425385,0.00295473,55.8,0.005845102,58.6,26,42,19,27,0.592089022,0.462475576,0.450685133,0.489174236,0.679886507,0.565330792,0.571181042,0.143929527,0.571181042,0.14084191
70,5432,3,80,8,50,0.003118608,0.086858686,56.8,0.08576658,58.6,18,50,12,35,0.597576984,0.343098744,0.41381384,0.591251081,0.799762541,0.675339243,0.571430642,0.143151236,0.571430642,0.16170302
30,1596,1,190,56,35,0.000136621,0.013149142,55.2,0.01490953,59.8,14,55,7,39,0.406995231,0.262612437,0.319177911,0.588268892,0.879483617,0.702376939,0.571048027,0.142255763,0.571048027,0.152366356
100,2460,1,160,128,15,0.002080844,0.011837515,52.8,0.006785409,59.2,15,54,8,38,0.596586134,0.276267014,0.365808889,0.584739999,0.864441886,0.696881283,0.57035445,0.141618565,0.57035445,0.159226082
143,9076,2,10,256,145,0.003176664,0.003032656,57.4,0.005821315,59.2,18,50,12,35,0.484722222,0.331837324,0.389886612,0.591073484,0.807517847,0.678996915,0.569677585,0.140182251,0.569677585,0.134799213
101,9832,3,135,256,60,0.000301108,0.002951741,55.2,0.005870042,58.4,25,43,19,28,0.497309856,0.442945443,0.431269543,0.483293301,0.692222573,0.565803863,0.567584008,0.137193848,0.567584008,0.14936969
27,6993,2,120,56,150,0.000103765,0.014638344,55,0.014850007,59.4,14,55,7,39,0.469069069,0.267440636,0.326249154,0.58698633,0.869080086,0.698258278,0.568260361,0.136410226,0.568260361,0.141706206
148,384,1,90,256,65,0.004580872,0.004924854,55,0.005868127,59.2,15,54,8,38,0.479329405,0.277031279,0.340586156,0.586051986,0.856902452,0.693749828,0.566966865,0.133938783,0.566966865,0.142157915
105,3211,3,155,256,65,0.000760481,0.002941726,56.6,0.005835084,58.2,26,42,20,27,0.481677019,0.458030153,0.440017768,0.483288466,0.672550441,0.559175308,0.565290297,0.132130214,0.565290297,0.13986779
24,7871,1,45,64,100,0.000110909,0.01263973,52.6,0.012620865,59.2,12,56,5,41,0.560901001,0.229802415,0.305603219,0.579565863,0.900156721,0.704086028,0.564979568,0.131686838,0.564979568,0.161661237
69,2000,3,55,256,60,0.002380528,0.002945339,56.8,0.005816395,58.4,23,45,17,30,0.469846278,0.404851647,0.406942813,0.640438045,0.722396926,0.621632479,0.563624287,0.128457461,0.563624287,0.15597669
81,4851,3,75,48,100,0.001206501,0.016148152,55.4,0.017440638,58.6,27,41,21,26,0.472219085,0.478390659,0.435054918,0.49417643,0.649148802,0.54941893,0.563769731,0.128044516,0.563769731,0.138302917
38,2078,1,50,256,25,0.001986245,0.003447581,55,0.005857325,58.2,22,45,16,31,0.471212121,0.397340527,0.41624543,0.590837631,0.728831406,0.632174068,0.563085967,0.127450338,0.563085967,0.136102957
136,3681,4,95,8,90,0.001949456,0.085669405,56.4,0.087823058,56.4,21,45,17,32,0.5755233,0.385627096,0.426394095,0.588891651,0.7281357,0.640177924,0.556881398,0.114584733,0.556881398,0.133346629
109,390,3,55,8,25,0.009619553,0.088572588,52.6,0.087528377,58.4,16,52,10,37,0.475016846,0.300798196,0.334228276,0.582975816,0.813312459,0.671472284,0.557055327,0.114332358,0.557055327,0.123248227
103,4326,2,60,256,50,0.008018337,0.002937847,55.2,0.005855251,57.8,14,53,9,39,0.506239737,0.265552038,0.34093484,0.57807855,0.848557559,0.686869062,0.557054798,0.111444326,0.557054798,0.108957388
13,6275,2,20,256,40,0.006127431,0.003332661,56.6,0.005906206,57.8,20,47,15,33,0.469934884,0.369378684,0.382073381,0.584851301,0.739159275,0.630524639,0.55426898,0.109711321,0.55426898,0.121599015
135,9831,4,165,16,20,0.003497178,0.070963992,52.4,0.04462928,58,11,56,6,42,0.369744429,0.207155561,0.264310777,0.575699336,0.902134941,0.700183469,0.554645251,0.108122803,0.554645251,0.117208764
43,5836,1,65,128,95,0.000236879,0.006264191,57.6,0.006798385,57.8,17,50,12,36,0.457339901,0.310655652,0.328889793,0.590021507,0.793461806,0.651848936,0.552058729,0.104542327,0.552058729,0.117823506
8,6397,4,25,64,125,0.00032942,0.011569424,55.6,0.012626799,58.2,14,54,8,39,0.376323336,0.251566125,0.300719947,0.574633338,0.852253831,0.683264004,0.551909978,0.103971163,0.551909978,0.11115843
23,9007,2,155,16,45,0.000983216,0.046625436,53.8,0.045361483,57.2,14,53,9,39,0.562519936,0.252276931,0.336714311,0.571770636,0.849681429,0.682474503,0.55097918,0.101786036,0.55097918,0.116225914
83,6349,3,185,40,45,0.001578907,0.019500265,53,0.018524868,56.8,25,42,20,28,0.447470222,0.451174618,0.433194712,0.560400462,0.648629961,0.568228625,0.54990229,0.100944768,0.54990229,0.097996783
11,6511,2,85,16,125,0.000126121,0.074829787,51.2,0.045277902,57.4,9,57,4,44,0.465028665,0.17748292,0.220698172,0.569753072,0.916771753,0.698937278,0.547127336,0.094415893,0.547127336,0.12033695
