Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Unfreeze_layers,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
123,9139,3,10,14,40,2,0.006122691,0.681090727,56.86154099,0.677534902,59.66242752,21,48,14,32,0.528664512,0.395295326,0.400036822,0.674079411,0.739097399,0.60530333,0.567196362,0.138681143,0.567196362,0.188035867
38,6246,3,55,14,15,5,0.000273053,0.649599734,63.20170898,0.685469332,57.98068085,33,34,28,20,0.53334797,0.617903771,0.555087954,0.518157608,0.520160461,0.514236856,0.569032116,0.137580146,0.569032116,0.121381092
35,5312,3,65,32,25,5,0.000802246,0.637878862,62.09736252,0.675436049,57.74086609,31,34,27,22,0.515273665,0.588998116,0.544145239,0.631488204,0.548890557,0.577958218,0.568944336,0.136978148,0.568944336,0.142154703
110,8420,4,90,8,25,3,0.000418741,0.649859104,62.22754669,0.670959489,55.55177994,30,34,28,23,0.609744589,0.567963485,0.511458515,0.612739487,0.570271122,0.555044492,0.569117304,0.136106515,0.569117304,0.169540107
90,4871,1,175,24,40,3,0.001782981,0.67439275,59.68136368,0.70202979,56.3629509,30,35,26,23,0.543648257,0.552802215,0.537833793,0.599813507,0.582168818,0.581983131,0.567485516,0.133250729,0.567485516,0.139141694
73,4338,4,10,10,15,4,0.000105791,0.634721556,65.9429306,0.679465077,58.3165741,23,45,17,30,0.45795852,0.411540847,0.430582633,0.593952418,0.721819629,0.643593237,0.566680238,0.132831161,0.566680238,0.135038483
52,7394,3,65,10,25,5,0.000447592,0.649982774,63.25246353,0.681386929,55.5911377,41,23,39,12,0.505450378,0.74883984,0.594508546,0.699526022,0.387955949,0.470654912,0.568397895,0.132781119,0.568397895,0.166705744
5,7276,2,45,10,45,4,0.000618513,0.605788657,66.93076859,0.679476731,57.47121658,25,41,21,28,0.513489736,0.44676166,0.444434429,0.603815755,0.686607498,0.616285651,0.566684579,0.130899268,0.566684579,0.13219603
67,4264,4,165,10,40,3,0.000167581,0.646405514,63.16990967,0.679267092,57.60056915,28,39,23,25,0.529904381,0.527036681,0.502264925,0.606721761,0.600342563,0.591943375,0.563689622,0.127099604,0.563689622,0.131156582
148,4456,3,15,10,25,5,0.000133484,0.63373975,65.54541321,0.675396151,59.55040588,23,46,16,30,0.349377713,0.416358403,0.377540799,0.624656158,0.710666424,0.63457556,0.563512414,0.12700135,0.563512414,0.134124362
121,2728,4,190,32,5,5,0.000636019,0.656713857,60.36324539,0.676806371,58.4789238,26,42,20,27,0.446515024,0.463823028,0.442768877,0.610670765,0.658917434,0.609251044,0.561370231,0.124904922,0.561370231,0.132053255
122,5866,2,150,8,20,3,0.000857629,0.662191554,61.198806,0.68544784,57.3023613,30,37,25,23,0.537268842,0.553491021,0.504562637,0.499176416,0.572623645,0.523883225,0.563057333,0.123556208,0.563057333,0.130238135
71,6431,4,60,24,35,3,0.00015303,0.618077238,67.29073486,0.681539334,57.8772995,23,44,18,30,0.334697819,0.424391682,0.366817825,0.632058787,0.69825662,0.612801651,0.561324151,0.12254469,0.561324151,0.136081344
81,1492,3,140,16,40,3,0.003915427,0.670611343,58.55311356,0.678672959,57.41330338,29,37,25,24,0.433676972,0.525643311,0.47132109,0.613703734,0.59490959,0.577168537,0.560276451,0.119483339,0.560276451,0.125840267
13,7714,1,90,14,10,2,0.001069863,0.636258561,60.60875549,0.721773046,57.11785965,16,50,12,37,0.463542306,0.310901342,0.370706899,0.576365478,0.804732565,0.665363122,0.557816953,0.119346347,0.557816953,0.127563887
53,8189,4,50,8,25,5,0.00014351,0.657347508,62.31627426,0.682762508,57.01781769,30,36,26,23,0.431922045,0.563718412,0.479986616,0.637395781,0.556732639,0.550619181,0.560225526,0.117413094,0.560225526,0.134487223
4,7993,1,15,12,5,4,0.003773293,0.687473584,55.13553619,0.677813972,57.72858047,13,54,8,40,0.492213884,0.248225252,0.32374324,0.573273914,0.863225095,0.684878065,0.555725173,0.117002004,0.555725173,0.134694674
23,2440,1,170,12,5,3,0.000662973,0.609758599,66.43942413,0.703183181,56.83215637,26,39,23,27,0.516617816,0.505141836,0.498931818,0.601672351,0.609560722,0.594080636,0.557351279,0.114399446,0.557351279,0.116396152
66,9361,4,75,10,40,3,0.000362734,0.656710006,59.64711609,0.681393621,54.7916481,38,25,37,15,0.509907796,0.708148436,0.589477232,0.631417004,0.403610137,0.477878484,0.555879287,0.112967087,0.555879287,0.124038518
65,6960,4,125,10,40,3,0.000502731,0.638876817,61.04505615,0.67842536,58.30103378,24,43,18,29,0.450666667,0.432934553,0.412357599,0.600692532,0.677140979,0.616132875,0.555037766,0.111506804,0.555037766,0.120560019
126,9387,3,80,24,35,4,0.000208462,0.647146796,63.65824432,0.682529223,55.62377472,32,32,30,21,0.515357017,0.591452723,0.545056465,0.606744507,0.519386315,0.549996791,0.555419519,0.111035302,0.555419519,0.1161234
134,6229,1,155,32,5,5,0.003308854,0.7091129,54.81971207,0.686180988,59.22286148,13,55,7,40,0.257405281,0.243108411,0.247204969,0.594274326,0.867731421,0.691395513,0.555419916,0.110756547,0.555419916,0.112708947
83,6668,2,10,24,45,2,0.016036378,0.659938805,59.94369736,0.670687704,58.80787201,11,57,5,42,0.281037037,0.205077187,0.228317757,0.585210186,0.901495073,0.700336448,0.55328613,0.10775735,0.55328613,0.093577852
2,815,3,150,14,40,5,0.000849154,0.657523743,58.46401062,0.682734831,57.93140259,22,45,17,31,0.34475544,0.399601658,0.357342282,0.617468219,0.703852673,0.607330855,0.551727166,0.105930286,0.551727166,0.12065604
55,2455,4,70,10,40,5,0.001515273,0.687771472,55.81645508,0.681062269,57.04596176,10,56,6,43,0.258947368,0.192280702,0.215810114,0.574897773,0.911270492,0.693642881,0.551775597,0.104780702,0.551775597,0.111097634
149,1825,3,15,10,25,5,0.00020093,0.637014162,69.02651825,0.681545097,55.8560051,23,42,20,30,0.592428488,0.434239604,0.471489516,0.56604101,0.664395826,0.599694756,0.549317715,0.101842199,0.549317715,0.124455641
1,7456,1,85,16,45,4,0.000718892,0.575898955,67.91935349,0.724201956,56.0664093,27,38,24,26,0.516454531,0.494711075,0.494908547,0.58797816,0.607489367,0.592650472,0.551100221,0.101785529,0.551100221,0.103178334
74,2828,1,160,40,40,5,0.000204308,0.548182008,72.76051636,0.712092332,55.90647736,27,38,24,26,0.518718211,0.502236463,0.505780966,0.586026506,0.597099194,0.587267162,0.549667828,0.100128759,0.549667828,0.101994862
132,3998,4,50,16,30,2,0.001041386,0.66393315,57.18655853,0.696499649,53.59124832,34,27,35,19,0.511020222,0.639044014,0.556209487,0.589458283,0.460049266,0.492198653,0.54954664,0.098121067,0.54954664,0.099726782
10,573,4,60,40,30,2,0.006588723,0.663950419,58.84194107,0.676311335,57.66423492,20,47,15,33,0.356460493,0.357942844,0.331748252,0.618785646,0.740322098,0.614018274,0.549132471,0.097011332,0.549132471,0.117035245
46,2633,3,95,14,40,3,0.000217265,0.679277718,58.35749741,0.70303679,53.83302689,34,27,35,19,0.535150154,0.648201912,0.538026389,0.485966394,0.446669214,0.433078137,0.547435563,0.093679363,0.547435563,0.105755821
131,2586,4,175,12,40,3,0.000395809,0.677921762,56.77747269,0.682579971,55.83588257,28,36,25,25,0.471938062,0.546400507,0.418278269,0.641209253,0.548635999,0.506910308,0.547518253,0.092765112,0.547518253,0.133698624
