model_34_2,train_losses,test_losses,train_accuracies,test_accuracies
1,0.04515873546860799,0.03976087468974995,48,57
2,0.029873618683895143,0.03485900894650873,53,57
3,0.03019882851288098,0.03506988568126031,53,57
4,0.031298690733789394,0.034114409167811555,53,57
5,0.031927894769596454,0.03334921092357276,53,53
6,0.03135287523770533,0.03360643701733283,52,49
7,0.03035923174950255,0.03423259112070191,53,49
8,0.029455476636145294,0.0340771163409611,60,50
9,0.028936975142535043,0.03378974266772,62,49
10,0.02878703039233424,0.033795031736481865,62,50
11,0.028764295477827054,0.033843621892749136,62,50
12,0.028708981741376285,0.03385916464733628,62,49
13,0.02863951027393341,0.03387162932809794,62,49
14,0.028574408853755277,0.03388964904929107,62,49
15,0.028510908181426906,0.03390988595080825,62,49
16,0.028447393171426628,0.033933180120756044,62,49
17,0.028384140872654794,0.03396132082309363,62,48
18,0.028320602258714307,0.0339959201947698,62,48
19,0.028255952381286302,0.0340391532430109,62,49
20,0.0281896169195656,0.03409300041648577,62,49
21,0.028121668188010946,0.034156549089359785,62,49
22,0.028053375039280962,0.03422449051209216,62,50
23,0.027986973461483707,0.03429240831788981,62,50
24,0.027924174458539786,0.03435281818767764,62,50
25,0.027864276736724276,0.0344162144750919,62,50
26,0.027802223981428547,0.03445860349907065,62,50
27,0.027744515165060508,0.03446513470613732,62,50
28,0.027668640142729302,0.03482993874909743,62,50
29,0.027705250292265116,0.03357496745181533,62,50
30,0.02852103132911089,0.035248436455456715,60,50
31,0.02847919281290359,0.0362934374584342,58,57
32,0.02864389052661527,0.03686901364686354,58,57
33,0.02819024182918693,0.035792088171221176,58,59
34,0.02817357500561145,0.03468353905767765,57,50
35,0.02780440543629542,0.03481571348208302,63,50
36,0.027360037532674165,0.03466454316984932,63,50
37,0.02706608545629918,0.03482760460871571,64,50
38,0.0270646225128855,0.03489205466126496,65,51
39,0.02703221549256509,0.03487842487839033,64,51
40,0.026915767175309798,0.034877668574171246,64,52
41,0.02681489520463623,0.03479648985952701,64,52
42,0.02669441487107958,0.03466847820102044,63,51
43,0.026581763845531882,0.03454169743465928,63,50
44,0.0264710742009788,0.03431871420932266,64,50
45,0.026319660935081354,0.03406216400974202,66,50
46,0.02616852640855212,0.03382589513400815,65,50
47,0.026051273115542756,0.03370005061041634,65,52
48,0.02589781513484586,0.03368277313574305,66,52
49,0.025883238480872466,0.0331523873895969,68,53
50,0.025857897616234145,0.03337660656785065,66,55
51,0.02579074102539976,0.035456605115026796,68,50
52,0.025617495930495383,0.034170395360802706,67,53
53,0.025552393445948594,0.033658773269293445,68,54
54,0.02561319406543459,0.03476446923219933,67,54
55,0.02577073915916331,0.03651003792600812,68,50
56,0.02479528886179964,0.0331139474544885,70,54
57,0.025178215145563877,0.033690891738207836,69,54
58,0.02487478987509463,0.034031953451768404,71,54
59,0.024868373923441944,0.03382179309737007,71,56
60,0.02478996163406292,0.03299161341955077,69,56
61,0.024403049101849563,0.03389916723629214,69,54
62,0.02427935299753141,0.03460917776485659,72,57
63,0.024160654604935848,0.034230740002866064,71,56
64,0.024145141556984235,0.033846099421663105,72,56
65,0.024205167441307997,0.033207398540568804,71,55
66,0.023944835076812936,0.03376245723580414,71,58
67,0.024085148355039228,0.03560338267740214,71,54
68,0.024239061322031904,0.03738466411266687,71,52
69,0.024027587798964075,0.033141133357893746,71,58
70,0.023509705830521945,0.03540697693824768,71,58
71,0.023285557742880172,0.03682580196632529,71,56
72,0.023176043975253066,0.03438844095985844,71,59
73,0.023104130157402585,0.03388290978827566,72,56
74,0.024182063816976147,0.03251398172018663,69,59
75,0.02323449540789388,0.038190681417033356,72,54
76,0.02267750008266513,0.03778473836071086,72,55
77,0.023711137724022904,0.034984096041265525,74,56
78,0.024499005755456556,0.03580686562466172,71,57
79,0.02281110708703514,0.03496710421904078,74,58
80,0.022612917135242654,0.038268140464458825,73,57
81,0.0230198540106541,0.036431148929416006,73,57
82,0.022260237453865402,0.03493317343154043,73,57
83,0.021957217582634518,0.03719523942695474,73,55
84,0.02210046087994295,0.03565663774058504,75,59
85,0.021804817521772466,0.03727180384240061,74,54
86,0.02180927960562105,0.04122773937459262,75,55
87,0.02317696502980064,0.03228357153118781,74,62
88,0.021621787811026853,0.037249835594645085,73,57
89,0.021449716589530977,0.03838309533191177,75,58
90,0.020810833372989623,0.04353113950423475,77,55
91,0.02141698042885596,0.042879125981960656,75,58
92,0.02151228581406489,0.038273193926181434,76,57
93,0.020892240983598372,0.0383511539900078,76,56
94,0.024922555860351112,0.034419609128304246,73,59
95,0.02276251058117682,0.0343029538415513,72,60
96,0.021132514318999124,0.03319423716023283,75,60
97,0.020555649484906877,0.03959840536117554,76,57
98,0.02050776022071598,0.0430565577632976,76,55
99,0.02087919501697316,0.04389901824717252,76,56
100,0.020680252556540386,0.044151844843378606,76,58
101,0.020777059703314005,0.04164335637722375,76,58
102,0.01990511910128994,0.03791135662006882,76,58
103,0.020472324664602762,0.03917135382598301,76,54
104,0.019312234298020852,0.04708114041472381,78,59
105,0.0192264679412381,0.03617640092687787,77,59
106,0.018569356722741567,0.039005065301679215,80,65
107,0.01817737125298556,0.05124392374506537,80,54
108,0.018335029107181967,0.04506861207620153,80,58
109,0.019314397063826313,0.04121142232193137,76,61
110,0.018349160635922134,0.049685711005948624,78,53
111,0.017933777118680858,0.04862426305716892,80,58
112,0.02323608798514895,0.04009886001640896,75,64
113,0.02012303822180804,0.03620180318940361,78,56
114,0.018818269225479176,0.039105168491039635,81,58
115,0.016499420111419773,0.0452748289648092,83,59
116,0.017560607965002542,0.044687428564395545,83,56
117,0.017895785919508012,0.047679156627295154,81,57
118,0.01619436009591367,0.05087142845369735,84,54
