model_66_5,train_losses,test_losses,train_accuracies,test_accuracies
1,0.699510500740955,0.7124598480406261,tensor([54.7170], device='cuda:3'),tensor([49.5238], device='cuda:3')
2,0.6853143079225872,0.6903128169831776,tensor([54.7170], device='cuda:3'),tensor([49.5238], device='cuda:3')
3,0.6666628510946998,0.6785865255764553,tensor([60.5870], device='cuda:3'),tensor([59.0476], device='cuda:3')
4,0.6646699198137039,0.6987910355840411,tensor([60.5870], device='cuda:3'),tensor([54.2857], device='cuda:3')
5,0.6480412391996484,0.6686414877573649,tensor([62.0545], device='cuda:3'),tensor([60.0000], device='cuda:3')
6,0.6205135633860495,0.6437720230647496,tensor([67.9245], device='cuda:3'),tensor([62.8571], device='cuda:3')
7,0.5827239501901142,0.7375886014529637,tensor([72.1174], device='cuda:3'),tensor([56.1905], device='cuda:3')
8,0.6147633073714794,0.7716851149286542,tensor([66.4570], device='cuda:3'),tensor([51.4286], device='cuda:3')
9,0.5901115777857399,0.6580119274911427,tensor([71.6981], device='cuda:3'),tensor([65.7143], device='cuda:3')
10,0.6401946397197571,0.6926535850479489,tensor([64.9895], device='cuda:3'),tensor([56.1905], device='cuda:3')
11,0.5754949732896417,0.7147207146599179,tensor([72.9560], device='cuda:3'),tensor([60.9524], device='cuda:3')
12,0.5518005981385333,0.7245331293060666,tensor([74.0042], device='cuda:3'),tensor([62.8571], device='cuda:3')
13,0.525822142385087,0.7221916913986206,tensor([76.7296], device='cuda:3'),tensor([62.8571], device='cuda:3')
14,0.49897302096744756,0.7798867906842913,tensor([78.4067], device='cuda:3'),tensor([55.2381], device='cuda:3')
15,0.5051197811992413,0.7162920492036002,tensor([79.0356], device='cuda:3'),tensor([63.8095], device='cuda:3')
16,0.4577693796757632,0.7194309859048753,tensor([80.2935], device='cuda:3'),tensor([65.7143], device='cuda:3')
17,0.4500283316496283,0.7414781536374774,tensor([81.3417], device='cuda:3'),tensor([61.9048], device='cuda:3')
18,0.42843597283903156,0.7388061455317906,tensor([82.1803], device='cuda:3'),tensor([64.7619], device='cuda:3')
19,0.43101236405362625,0.7262629724684215,tensor([82.3899], device='cuda:3'),tensor([64.7619], device='cuda:3')
20,0.42153751206597945,0.7260105155763172,tensor([82.5996], device='cuda:3'),tensor([66.6667], device='cuda:3')
21,0.4168346329305157,0.7461566612834022,tensor([83.4381], device='cuda:3'),tensor([62.8571], device='cuda:3')
22,0.3993629132176845,0.758054256439209,tensor([83.6478], device='cuda:3'),tensor([62.8571], device='cuda:3')
23,0.3940821993525923,0.7568345410483224,tensor([84.9057], device='cuda:3'),tensor([63.8095], device='cuda:3')
24,0.38889729751730867,0.752391883305141,tensor([84.6960], device='cuda:3'),tensor([66.6667], device='cuda:3')
25,0.37654149401112924,0.758234767686753,tensor([85.7442], device='cuda:3'),tensor([65.7143], device='cuda:3')
