model_66_2,train_losses,test_losses,train_accuracies,test_accuracies
1,0.6999730142224737,0.6947546747495543,tensor([47.0588], device='cuda:3'),tensor([38.6792], device='cuda:3')
2,0.6765920104098921,0.6811744165870378,tensor([66.1765], device='cuda:3'),tensor([57.5472], device='cuda:3')
3,0.6465746404743996,0.7574331940345045,tensor([65.5462], device='cuda:3'),tensor([41.5094], device='cuda:3')
4,0.6752148556108234,0.6488262763563192,tensor([59.6639], device='cuda:3'),tensor([61.3208], device='cuda:3')
5,0.6345118299251845,0.6584495699630594,tensor([65.3361], device='cuda:3'),tensor([56.6038], device='cuda:3')
6,0.5856759017255125,0.7830946850326826,tensor([73.9496], device='cuda:3'),tensor([48.1132], device='cuda:3')
7,0.5985798114488105,0.6646687141004598,tensor([69.1177], device='cuda:3'),tensor([60.3774], device='cuda:3')
8,0.6107077758853175,0.6847805245867316,tensor([67.4370], device='cuda:3'),tensor([57.5472], device='cuda:3')
9,0.5986593200379059,0.6492769358293066,tensor([67.8571], device='cuda:3'),tensor([58.4906], device='cuda:3')
10,0.6162889659905634,0.714455560693201,tensor([65.9664], device='cuda:3'),tensor([48.1132], device='cuda:3')
11,0.5967937101836965,0.6346839194027882,tensor([68.0672], device='cuda:3'),tensor([60.3774], device='cuda:3')
12,0.5907365940198177,0.640677163061106,tensor([67.6471], device='cuda:3'),tensor([60.3774], device='cuda:3')
13,0.5800217232283424,0.7589888932569971,tensor([70.1681], device='cuda:3'),tensor([52.8302], device='cuda:3')
14,0.5602041197424176,0.8360025005520515,tensor([74.3698], device='cuda:3'),tensor([47.1698], device='cuda:3')
15,0.5496400509561811,0.6891818293985331,tensor([76.0504], device='cuda:3'),tensor([63.2075], device='cuda:3')
16,0.5286854625749988,0.7359123151257353,tensor([77.5210], device='cuda:3'),tensor([50.], device='cuda:3')
17,0.5318874115703487,0.7341744584857293,tensor([76.6807], device='cuda:3'),tensor([54.7170], device='cuda:3')
18,0.5149558795099499,0.7547830062092475,tensor([78.3614], device='cuda:3'),tensor([51.8868], device='cuda:3')
19,0.5103442628844446,0.7407204643735346,tensor([78.7815], device='cuda:3'),tensor([53.7736], device='cuda:3')
20,0.4975136045147391,0.7059791796612289,tensor([78.9916], device='cuda:3'),tensor([55.6604], device='cuda:3')
21,0.5004481422800978,0.7253528057404284,tensor([78.3614], device='cuda:3'),tensor([53.7736], device='cuda:3')
22,0.48481862484907906,0.7477207251314847,tensor([80.6723], device='cuda:3'),tensor([54.7170], device='cuda:3')
23,0.4815178142876184,0.7180855937723843,tensor([81.0924], device='cuda:3'),tensor([62.2642], device='cuda:3')
24,0.4739407699148194,0.7599871563461592,tensor([81.5126], device='cuda:3'),tensor([52.8302], device='cuda:3')
25,0.4682025338421349,0.7392217708083818,tensor([82.1429], device='cuda:3'),tensor([58.4906], device='cuda:3')
