model_61_4,train_losses,test_losses,train_accuracies,test_accuracies
1,0.6877816481323078,0.697036242080947,tensor([55.1724], device='cuda:2'),tensor([49.1525], device='cuda:2')
2,0.6832971136117804,0.697424590587616,tensor([56.6810], device='cuda:2'),tensor([40.6780], device='cuda:2')
3,0.6783241074660729,0.6951846682419212,tensor([59.9138], device='cuda:2'),tensor([55.9322], device='cuda:2')
4,0.6717477404865725,0.6844449194811159,tensor([66.8103], device='cuda:2'),tensor([71.1864], device='cuda:2')
5,0.6637508753558685,0.6945234537124634,tensor([69.3966], device='cuda:2'),tensor([50.8475], device='cuda:2')
6,0.6425014546719091,0.712614660545931,tensor([75.2155], device='cuda:2'),tensor([44.0678], device='cuda:2')
7,0.6317607891456835,0.6837037609795392,tensor([72.4138], device='cuda:2'),tensor([54.2373], device='cuda:2')
8,0.6126704532010802,0.6791637549966069,tensor([73.2759], device='cuda:2'),tensor([60.1695], device='cuda:2')
9,0.5772928420839638,0.6472160396939617,tensor([76.5086], device='cuda:2'),tensor([70.3390], device='cuda:2')
10,0.5443052653351734,0.8273370781187284,tensor([78.4483], device='cuda:2'),tensor([42.3729], device='cuda:2')
11,0.5022990566132397,0.7049051250441599,tensor([82.1121], device='cuda:2'),tensor([56.7797], device='cuda:2')
12,0.501101710544578,0.828676121719813,tensor([80.1724], device='cuda:2'),tensor([44.0678], device='cuda:2')
13,0.48715038546200456,0.7665991869013188,tensor([79.9569], device='cuda:2'),tensor([55.0847], device='cuda:2')
14,0.43477302006092566,0.8540118306370105,tensor([85.1293], device='cuda:2'),tensor([49.1525], device='cuda:2')
15,0.4054685452118002,0.8290059521036633,tensor([85.5603], device='cuda:2'),tensor([54.2373], device='cuda:2')
16,0.3575571358589263,0.7836788352263175,tensor([89.6552], device='cuda:2'),tensor([58.4746], device='cuda:2')
17,0.3254441801330139,0.8004609240313708,tensor([92.8879], device='cuda:2'),tensor([56.7797], device='cuda:2')
18,0.3099981777626893,0.774015588780581,tensor([93.3190], device='cuda:2'),tensor([60.1695], device='cuda:2')
19,0.30002867372642306,0.8725927249859955,tensor([94.3966], device='cuda:2'),tensor([50.8475], device='cuda:2')
20,0.29412145161166275,0.8012593479479774,tensor([93.9655], device='cuda:2'),tensor([53.3898], device='cuda:2')
21,0.29442849299260254,0.7434968162896269,tensor([93.9655], device='cuda:2'),tensor([61.8644], device='cuda:2')
22,0.2882630766594204,0.8930426583451739,tensor([94.1810], device='cuda:2'),tensor([51.6949], device='cuda:2')
23,0.28682725343467863,0.8480380536135981,tensor([94.6121], device='cuda:2'),tensor([50.], device='cuda:2')
24,0.26930517960211325,0.8890376156669552,tensor([95.9052], device='cuda:2'),tensor([47.4576], device='cuda:2')
25,0.2634765413943036,0.8418197058520075,tensor([95.9052], device='cuda:2'),tensor([50.8475], device='cuda:2')
26,0.2510999355079799,0.8021358443518817,tensor([96.5517], device='cuda:2'),tensor([56.7797], device='cuda:2')
27,0.25503590914966734,0.801265238705328,tensor([96.1207], device='cuda:2'),tensor([53.3898], device='cuda:2')
28,0.24719169132154564,0.8912739549147881,tensor([96.3362], device='cuda:2'),tensor([50.8475], device='cuda:2')
29,0.24330795479231868,0.8507759611485368,tensor([96.3362], device='cuda:2'),tensor([51.6949], device='cuda:2')
30,0.2420172973311153,0.79693755608494,tensor([96.5517], device='cuda:2'),tensor([56.7797], device='cuda:2')
31,0.24493240764171914,0.8601207601822028,tensor([95.6897], device='cuda:2'),tensor([53.3898], device='cuda:2')
32,0.2327192403247644,0.8263040952763315,tensor([96.9828], device='cuda:2'),tensor([56.7797], device='cuda:2')
33,0.23248972499678874,0.7898869883205931,tensor([96.9828], device='cuda:2'),tensor([56.7797], device='cuda:2')
34,0.23310540282520756,0.8220739177728104,tensor([96.9828], device='cuda:2'),tensor([56.7797], device='cuda:2')
35,0.23405825076945896,0.876166358590126,tensor([96.9828], device='cuda:2'),tensor([53.3898], device='cuda:2')
36,0.23919297754764557,0.8899833996922283,tensor([96.5517], device='cuda:2'),tensor([51.6949], device='cuda:2')
37,0.22884178521304294,0.8456991509360782,tensor([97.4138], device='cuda:2'),tensor([54.2373], device='cuda:2')
38,0.23410992664766722,0.8650672516580356,tensor([97.1983], device='cuda:2'),tensor([53.3898], device='cuda:2')
39,0.23876852850461827,0.8032424389305761,tensor([96.3362], device='cuda:2'),tensor([55.9322], device='cuda:2')
40,0.22932834865461135,0.8368636023695186,tensor([97.1983], device='cuda:2'),tensor([54.2373], device='cuda:2')
