model_61_1,train_losses,test_losses,train_accuracies,test_accuracies
1,0.6931109066759602,0.6951807489360335,tensor([51.4607], device='cuda:2'),tensor([44.5255], device='cuda:2')
2,0.6872756561536467,0.6990746777423107,tensor([58.6517], device='cuda:2'),tensor([42.3358], device='cuda:2')
3,0.6819583639669954,0.6968643486934857,tensor([66.5169], device='cuda:2'),tensor([48.1752], device='cuda:2')
4,0.6825008620037122,0.6931117838316591,tensor([62.0225], device='cuda:2'),tensor([51.8248], device='cuda:2')
5,0.6715706024277076,0.685150292232959,tensor([68.0899], device='cuda:2'),tensor([54.0146], device='cuda:2')
6,0.66484546929263,0.7014420628547668,tensor([68.7640], device='cuda:2'),tensor([45.2555], device='cuda:2')
7,0.6547545007105624,0.6740777087907721,tensor([68.9888], device='cuda:2'),tensor([55.4745], device='cuda:2')
8,0.6357694408866796,0.7102093422499887,tensor([71.0112], device='cuda:2'),tensor([44.5255], device='cuda:2')
9,0.6322862780495976,0.7105828467076712,tensor([70.1124], device='cuda:2'),tensor([42.3358], device='cuda:2')
10,0.6007073956928896,0.6686615417473507,tensor([73.7079], device='cuda:2'),tensor([60.5839], device='cuda:2')
11,0.5894931594977219,0.731781989553549,tensor([75.0562], device='cuda:2'),tensor([43.7956], device='cuda:2')
12,0.5725833813795883,0.7462616919601051,tensor([76.4045], device='cuda:2'),tensor([45.2555], device='cuda:2')
13,0.5602606869815441,0.7304645015375457,tensor([76.6292], device='cuda:2'),tensor([52.5547], device='cuda:2')
14,0.518549236688721,0.7372617034146386,tensor([80.2247], device='cuda:2'),tensor([53.2847], device='cuda:2')
15,0.5174144198385517,0.6888161375574822,tensor([79.3258], device='cuda:2'),tensor([64.2336], device='cuda:2')
16,0.476530470205157,0.7056104101403786,tensor([82.6966], device='cuda:2'),tensor([59.1241], device='cuda:2')
17,0.4401062954677625,0.7234080050983568,tensor([87.4157], device='cuda:2'),tensor([53.2847], device='cuda:2')
18,0.4199026481489117,0.7346439770538441,tensor([89.4382], device='cuda:2'),tensor([52.5547], device='cuda:2')
19,0.4226782003815254,0.7684988588312246,tensor([88.3146], device='cuda:2'),tensor([47.4453], device='cuda:2')
20,0.4077894664212559,0.744888606515244,tensor([89.2135], device='cuda:2'),tensor([48.9051], device='cuda:2')
21,0.40699178717109596,0.7228022813796997,tensor([88.7640], device='cuda:2'),tensor([59.1241], device='cuda:2')
22,0.39559547184558397,0.7765544274427595,tensor([89.8876], device='cuda:2'),tensor([47.4453], device='cuda:2')
23,0.39502346013369183,0.8135577509873104,tensor([90.3371], device='cuda:2'),tensor([44.5255], device='cuda:2')
24,0.36648832512705515,0.7820823862604851,tensor([92.8090], device='cuda:2'),tensor([45.9854], device='cuda:2')
25,0.3710962420099237,0.7478677808803363,tensor([92.1348], device='cuda:2'),tensor([51.8248], device='cuda:2')
26,0.3586278912726413,0.7536017790327977,tensor([92.5843], device='cuda:2'),tensor([53.2847], device='cuda:2')
27,0.3591069254312622,0.7481887497170998,tensor([92.5843], device='cuda:2'),tensor([54.7445], device='cuda:2')
28,0.3503236003806082,0.8014092880443935,tensor([93.0337], device='cuda:2'),tensor([44.5255], device='cuda:2')
29,0.34761002894197957,0.7864497886957044,tensor([93.9326], device='cuda:2'),tensor([46.7153], device='cuda:2')
30,0.337141989991906,0.7874788989985946,tensor([93.9326], device='cuda:2'),tensor([48.9051], device='cuda:2')
31,0.3320356895414631,0.7961514509507339,tensor([94.6067], device='cuda:2'),tensor([45.9854], device='cuda:2')
32,0.3352863740050391,0.7711136876231562,tensor([94.1573], device='cuda:2'),tensor([51.0949], device='cuda:2')
33,0.3321772150779038,0.7607211966584199,tensor([94.1573], device='cuda:2'),tensor([54.7445], device='cuda:2')
34,0.32959483346242585,0.7610732984803888,tensor([94.3820], device='cuda:2'),tensor([51.0949], device='cuda:2')
35,0.3362698139769308,0.8238239719049774,tensor([93.9326], device='cuda:2'),tensor([43.7956], device='cuda:2')
36,0.3278537571765064,0.7735079537778005,tensor([94.8315], device='cuda:2'),tensor([51.0949], device='cuda:2')
37,0.340380048483945,0.7093788685589811,tensor([93.7079], device='cuda:2'),tensor([63.5037], device='cuda:2')
38,0.32802993728873436,0.7891989039243573,tensor([94.8315], device='cuda:2'),tensor([47.4453], device='cuda:2')
39,0.3302582102210334,0.8016318369955913,tensor([94.3820], device='cuda:2'),tensor([48.1752], device='cuda:2')
40,0.32749918371104125,0.7930628083048076,tensor([94.8315], device='cuda:2'),tensor([49.6350], device='cuda:2')
