Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
20,9089,1,150,8,145,0.003109984,0.08448275,60.2,0.084558307,62,23,49,13,30,0.609854671,0.42694062,0.497818282,0.618792065,0.787044211,0.691904488,0.606992415,0.216198354,0.606992415,0.221573442
60,5334,1,10,32,100,0.001730556,0.02535185,57.4,0.024160978,62.2,29,44,18,24,0.499435519,0.514623929,0.498696833,0.654488638,0.698770759,0.649248143,0.606697344,0.21554719,0.606697344,0.225256804
36,7906,3,150,48,115,0.000656124,0.014717385,56.2,0.017026927,61.8,20,52,10,33,0.649868756,0.368795252,0.453836478,0.612224768,0.844085643,0.706570022,0.606440448,0.215487787,0.606440448,0.234653582
28,4328,3,115,48,190,0.000540835,0.014271938,60.8,0.017048138,62.4,20,53,9,33,0.683817664,0.360479241,0.442871488,0.611393223,0.848635518,0.708662471,0.60455738,0.214249233,0.60455738,0.239601287
138,8730,2,20,40,150,0.00989295,0.016650104,62,0.018055388,59,30,39,22,23,0.612823369,0.576657437,0.563986926,0.591077252,0.633226484,0.574550494,0.60494196,0.212668488,0.60494196,0.210569016
140,2770,4,45,56,160,0.001786005,0.012511177,62.6,0.013794722,63,17,56,6,36,0.569589491,0.320151564,0.394873222,0.611750001,0.885680852,0.720415542,0.602916208,0.20897929,0.602916208,0.231022496
136,1087,2,180,256,165,0.005326361,0.002833709,60.6,0.005656355,62.6,18,54,8,35,0.564821429,0.336806035,0.415199761,0.609614579,0.867885203,0.713797655,0.602345619,0.20879644,0.602345619,0.228971397
26,9727,1,110,128,155,0.000162014,0.00585759,58.8,0.006734198,61.8,20,52,9,33,0.54189359,0.36068427,0.431972054,0.609661943,0.843927907,0.704783996,0.602306089,0.20770358,0.602306089,0.219928803
148,6798,1,65,256,185,0.000626987,0.002897804,57.4,0.00573295,61.8,23,49,12,30,0.524925028,0.409905168,0.457506723,0.615165542,0.79540476,0.688135381,0.602654964,0.207494454,0.602654964,0.214887253
2,9195,2,75,48,110,0.000413948,0.014540986,57.6,0.017087241,61.8,22,49,12,31,0.617654417,0.407683276,0.464132798,0.616580113,0.798384861,0.691237049,0.603034068,0.2074658,0.603034068,0.216989788
80,546,1,155,48,65,0.004669704,0.018510119,60.8,0.016645779,61.8,20,52,10,33,0.534120579,0.362317012,0.42906095,0.61289056,0.841650191,0.705494592,0.601983601,0.20650246,0.601983601,0.217345031
30,2578,2,140,32,105,0.002069086,0.020934779,62.2,0.023555656,61.2,22,50,12,31,0.617373382,0.401756443,0.480615964,0.612908813,0.801404343,0.692426502,0.601580393,0.205309955,0.601580393,0.216159418
52,2452,2,65,256,165,0.000935808,0.002885494,59.6,0.005733469,61.6,21,50,11,32,0.525090212,0.388387013,0.4431909,0.613959969,0.814923323,0.695334161,0.601655168,0.204760297,0.601655168,0.213236883
86,806,1,130,256,135,0.000276128,0.002902356,58.8,0.00574441,61.6,21,51,11,32,0.53234546,0.373740896,0.436423233,0.610288031,0.826258416,0.697903953,0.599999656,0.202405339,0.599999656,0.213213293
92,4397,1,195,256,75,0.003747689,0.002945743,57.8,0.005727152,61.8,20,52,10,33,0.534119511,0.361112255,0.430750033,0.609205097,0.838471584,0.702992921,0.59979192,0.202270836,0.59979192,0.213404885
77,6720,2,70,56,155,0.000968783,0.01253011,59.2,0.01422418,62,18,54,7,35,0.562788574,0.326490672,0.408231963,0.605520151,0.870473529,0.712054538,0.598482101,0.201495279,0.598482101,0.222231332
25,1852,2,65,256,130,0.002182372,0.00282196,59.4,0.005669922,61.8,18,54,8,35,0.549062143,0.336879767,0.414974734,0.606593429,0.860584671,0.709053573,0.598732219,0.201078155,0.598732219,0.21760918
130,6689,2,130,64,185,0.00128475,0.011291854,55.8,0.012326014,60.8,19,52,9,34,0.632334267,0.352534777,0.43317282,0.606749199,0.844449046,0.702094146,0.598491911,0.200485436,0.598491911,0.215355032
64,6066,2,70,256,185,0.001981742,0.002816934,55.6,0.005540358,61.4,28,44,18,25,0.528960678,0.496923589,0.490650584,0.563373523,0.700108791,0.601313147,0.59851619,0.200306955,0.59851619,0.193293025
125,5242,2,140,40,80,0.007163011,0.017205603,58.2,0.01796079,61.2,20,52,10,33,0.518563686,0.363022989,0.420928815,0.61245503,0.835707568,0.701205872,0.599365279,0.199957663,0.599365279,0.207091737
93,2689,3,40,8,110,0.000871698,0.08535575,59.4,0.085991492,61.4,28,43,18,25,0.628233755,0.509221309,0.51256315,0.505610338,0.684810845,0.580512866,0.597016077,0.199681373,0.597016077,0.212471933
85,231,2,115,16,185,0.001170826,0.042946799,59.6,0.043800745,62.2,18,54,7,35,0.710648412,0.330689257,0.412588907,0.607138756,0.864110757,0.711228953,0.597400007,0.198435909,0.597400007,0.233398285
108,6708,2,175,128,170,0.006347663,0.005535535,60.6,0.006345208,61.4,28,43,18,25,0.527509134,0.501127261,0.482557756,0.509807901,0.694300126,0.583315432,0.597713693,0.197721706,0.597713693,0.208140997
67,257,2,180,256,185,0.006100399,0.002805024,60.2,0.005673536,61.6,19,52,9,34,0.532174527,0.351700643,0.422697604,0.607227775,0.842670079,0.70316503,0.597185361,0.197418069,0.597185361,0.208712438
48,422,1,65,256,185,0.000829391,0.002810933,60,0.005613431,61.6,21,51,11,32,0.526141638,0.381066505,0.436913299,0.611479333,0.813530575,0.692814334,0.59729854,0.197378431,0.59729854,0.20788753
79,6332,2,15,256,200,0.008775543,0.002826767,61.8,0.005682339,62,18,54,8,35,0.552651515,0.33718881,0.406659937,0.608130351,0.8564807,0.707973691,0.596834755,0.197145621,0.596834755,0.215709973
135,5444,2,200,16,125,0.001628746,0.042298597,59,0.044238653,61.6,19,52,10,34,0.653496732,0.357234303,0.431099351,0.609581214,0.837481672,0.703035133,0.597357987,0.197046846,0.597357987,0.217310835
44,3671,3,85,40,195,0.004069272,0.017033583,59.8,0.018103288,61.4,20,52,10,33,0.524269754,0.359320565,0.424448264,0.608602053,0.833635518,0.70001959,0.596478042,0.195799255,0.596478042,0.204887364
55,6486,2,45,256,185,0.000323146,0.003019545,56.8,0.005769075,61.4,23,49,13,30,0.522904161,0.406899602,0.444678083,0.616470607,0.785469308,0.677667263,0.596184455,0.194798173,0.596184455,0.207582985
90,6629,1,85,64,60,0.000389052,0.011287877,57.8,0.012514244,60.8,19,52,10,34,0.650221379,0.350033607,0.431127295,0.604315157,0.841486257,0.699854862,0.595759932,0.194416097,0.595759932,0.216127347
69,2460,2,180,256,175,0.00903714,0.00282305,61,0.005712802,61.2,22,49,13,31,0.518068213,0.408750457,0.446162563,0.617028412,0.782897813,0.677896126,0.595824135,0.193856656,0.595824135,0.205228608
63,2035,1,50,64,180,0.000558333,0.011121295,59.2,0.012342039,61.2,20,51,11,33,0.518863287,0.369572438,0.427767669,0.609854437,0.821755776,0.695171053,0.595664107,0.193599564,0.595664107,0.202033986
51,7390,2,65,128,130,0.000863128,0.0056422,59.8,0.006570247,61.4,19,53,9,34,0.541835586,0.341017847,0.412007918,0.606042192,0.84785683,0.703353066,0.594437338,0.192948957,0.594437338,0.208701677
8,4407,1,135,16,120,0.000199911,0.044071992,56.4,0.044404487,61.2,29,42,20,24,0.507761568,0.523660438,0.494194293,0.51052813,0.666598361,0.574105249,0.595129399,0.192819959,0.595129399,0.196612306
70,8406,2,30,256,185,0.004556464,0.002825986,60.6,0.005697333,61.2,23,48,13,30,0.713139133,0.413515064,0.452529801,0.613540352,0.775007427,0.673277412,0.594261246,0.191790605,0.594261246,0.219315868
149,6944,1,65,256,180,0.000538213,0.002896789,58.4,0.005765476,60.8,21,50,12,32,0.623698879,0.383506606,0.450801127,0.604795519,0.805251886,0.687273279,0.594379246,0.191736035,0.594379246,0.20518154
50,7309,1,25,24,70,0.000685441,0.029197164,55.6,0.029980703,60,25,45,17,28,0.592132743,0.466567732,0.5197071,0.611141607,0.722011189,0.660850143,0.594289461,0.190464683,0.594289461,0.195711248
41,1390,2,175,56,195,0.005653373,0.012257895,61.6,0.013904102,61.8,16,56,6,37,0.623706564,0.298055022,0.374919523,0.601211636,0.887064783,0.713952637,0.592559903,0.188959669,0.592559903,0.228079103
100,4282,1,145,56,180,0.005803918,0.011612637,63.6,0.013729034,61.4,19,52,10,34,0.667596108,0.353061574,0.42015993,0.609105089,0.831693526,0.699038713,0.59237755,0.188723311,0.59237755,0.214996275
17,8334,1,175,64,170,0.004094147,0.010585968,60,0.011997046,60.8,17,54,8,36,0.608691622,0.320679381,0.394606998,0.607146927,0.863318016,0.707588497,0.591998698,0.188203682,0.591998698,0.198968884
128,1060,4,60,56,135,0.001126889,0.013361703,60,0.013928382,61.6,17,55,7,36,0.546239046,0.314628561,0.379681729,0.60674354,0.870147263,0.710876395,0.592387912,0.187293567,0.592387912,0.205946932
113,4387,2,110,256,30,0.004396552,0.003262712,57.4,0.005857576,61,19,52,10,34,0.534326241,0.346382411,0.415934512,0.602784461,0.836755776,0.697205574,0.591569094,0.187060662,0.591569094,0.201212706
96,9033,2,200,256,55,0.003163184,0.002923342,56,0.005746209,61,20,51,10,33,0.523472324,0.356444549,0.422869274,0.603145748,0.827523404,0.69453299,0.591983977,0.186798298,0.591983977,0.19721368
23,642,3,105,24,140,0.000624277,0.031171344,57.2,0.02933758,61,15,56,5,38,0.633843155,0.277270243,0.339735017,0.600934503,0.904126734,0.716625566,0.590698489,0.186501173,0.590698489,0.215246834
39,8044,1,60,16,90,0.003898392,0.042123684,58.6,0.043495616,61.2,18,53,9,35,0.622491582,0.338756056,0.411928488,0.608742226,0.845133851,0.703083124,0.591944953,0.185574001,0.591944953,0.20348479
143,4128,3,40,64,195,0.004033666,0.011424841,57.2,0.012365487,61,22,49,13,31,0.509973724,0.403552513,0.445873454,0.60783729,0.778941907,0.676241839,0.59124721,0.185186154,0.59124721,0.192188331
88,5295,3,185,56,45,0.000717955,0.013123391,53.6,0.014844074,60.8,16,55,7,37,0.536429587,0.294103698,0.359234978,0.601219743,0.886626734,0.711011869,0.590365216,0.18507736,0.590365216,0.202641881
11,860,3,165,16,185,0.000192717,0.043618252,56.6,0.044418934,60.8,18,53,9,35,0.519344816,0.329049973,0.388901858,0.605273804,0.853172997,0.702397328,0.591111485,0.185065682,0.591111485,0.1945796
10,9951,2,140,40,30,0.001367578,0.018314892,54,0.018401254,60.4,23,47,14,30,0.491879085,0.422330997,0.454325299,0.611996822,0.760758704,0.672829956,0.591544851,0.184330988,0.591544851,0.18591255
73,8552,2,80,32,140,0.001471851,0.021772055,60.8,0.023714585,60.8,19,52,10,34,0.631487585,0.347932723,0.433800059,0.600021582,0.830884861,0.695672246,0.589408792,0.183457087,0.589408792,0.201564025
139,8448,2,85,256,55,0.00349357,0.002921668,57,0.005738914,60.6,18,53,9,35,0.530369079,0.332733036,0.408723989,0.59962437,0.84742888,0.700035512,0.590080958,0.183195133,0.590080958,0.196751739
119,5763,2,165,256,185,0.003268656,0.002823255,60.4,0.005634399,61.2,19,52,9,34,0.544971042,0.342680966,0.410169728,0.600513194,0.835563191,0.694586857,0.589122078,0.182882792,0.589122078,0.201274839
99,5174,2,180,256,150,0.004333795,0.002879691,56.6,0.005698525,60.8,21,50,12,32,0.507224757,0.379184762,0.433255606,0.605374048,0.800043922,0.685661015,0.589614342,0.18214243,0.589614342,0.188034297
116,5128,2,100,64,140,0.005851001,0.011025819,59,0.012197792,61.2,19,53,9,34,0.541163956,0.340980675,0.402141224,0.603995056,0.837272747,0.69789042,0.589126711,0.181864182,0.589126711,0.199132036
89,4658,2,25,256,90,0.000596442,0.002916504,56.6,0.005780048,60.6,22,49,13,31,0.514629956,0.393833346,0.438327995,0.605602356,0.785691592,0.675541597,0.589762469,0.181805045,0.589762469,0.191805189
31,8792,1,100,48,45,0.000520169,0.01463939,57.6,0.017197911,59.6,22,47,14,31,0.583988436,0.415436665,0.481135884,0.606764942,0.765152713,0.674895328,0.590294689,0.180827638,0.590294689,0.185714263
126,7129,3,105,256,85,0.002924914,0.002891053,58.6,0.005769284,61,19,52,10,34,0.521166092,0.343320883,0.409616188,0.601897157,0.832898562,0.6958568,0.588109722,0.179216567,0.588109722,0.190851146
103,9534,2,50,64,10,0.008525684,0.011726608,56.2,0.012497978,60.2,19,51,11,34,0.493820432,0.353647936,0.405175729,0.606020938,0.823401479,0.692421735,0.588524708,0.178638413,0.588524708,0.181064575
102,7129,2,65,256,185,0.008165045,0.002865689,60.4,0.005611846,60.8,17,54,8,36,0.545859572,0.314008045,0.384693484,0.601207019,0.86243278,0.703965903,0.588220413,0.178632988,0.588220413,0.20066834
27,1835,4,190,256,85,0.002724562,0.002921435,56.2,0.005721937,60.6,19,51,11,34,0.513080303,0.353820269,0.417872754,0.601992157,0.82285683,0.692173711,0.588338549,0.178619455,0.588338549,0.187904871
150,4856,1,65,256,170,0.000371878,0.002884032,60,0.00573837,60.4,20,50,12,33,0.518241831,0.367344011,0.427203634,0.599985028,0.808419433,0.684538487,0.587881722,0.178519238,0.587881722,0.188901167
9,7378,1,195,40,45,0.000348369,0.017949925,54.6,0.018318699,60.2,29,41,20,24,0.497848918,0.515848455,0.484579125,0.505320818,0.66101198,0.568108268,0.588430217,0.178253224,0.588430217,0.182370992
105,5757,2,65,8,185,0.009932064,0.083681592,60,0.086254033,60.6,18,52,10,35,0.514908009,0.337989125,0.398352507,0.604967861,0.837636202,0.697221156,0.587812664,0.177784637,0.587812664,0.188941036
15,273,1,115,40,135,0.000240568,0.01758417,56.8,0.018258781,60.4,23,47,14,30,0.507058824,0.413038836,0.449999068,0.601862732,0.762507427,0.66457985,0.587773132,0.177496014,0.587773132,0.184442591
18,546,2,120,56,85,0.007896546,0.012082742,62.2,0.014094748,60,21,49,13,32,0.502682997,0.379478096,0.426580929,0.605186205,0.796199372,0.680981223,0.587838734,0.175871259,0.587838734,0.183859663
83,4494,1,140,24,115,0.000328584,0.028804786,60,0.030053645,59.6,31,39,23,22,0.572944327,0.562459952,0.540721097,0.506134392,0.611850567,0.553025797,0.58715526,0.175427004,0.58715526,0.17687629
122,8393,2,155,16,115,0.004175226,0.040748436,61.2,0.043414589,61,17,54,8,36,0.544343891,0.316858478,0.382777991,0.600973691,0.855801398,0.701631457,0.586329938,0.175342172,0.586329938,0.196041237
110,7565,2,95,24,190,0.00503113,0.029107029,59.6,0.029360404,61,23,48,14,30,0.643370879,0.416295308,0.429750411,0.633321538,0.75624308,0.645194192,0.586269194,0.174997387,0.586269194,0.209022279
74,4671,2,180,40,20,0.00352288,0.017820124,53.8,0.018342535,59.6,20,49,12,33,0.592029986,0.374953793,0.451663548,0.600175526,0.796604506,0.682279183,0.585779149,0.174213363,0.585779149,0.181394919
134,475,4,195,128,75,0.004641155,0.005694974,59.8,0.006623389,60.2,20,49,12,33,0.604436674,0.378217426,0.449870582,0.601096681,0.793321916,0.68120487,0.585769671,0.174203421,0.585769671,0.186529432
66,188,2,180,256,185,0.004699129,0.002804274,57.6,0.005606214,61,20,51,11,33,0.581120763,0.365376336,0.409677556,0.594990173,0.803427929,0.673370892,0.584402132,0.173597816,0.584402132,0.202113977
43,8514,3,185,256,145,0.000157283,0.002915587,58.2,0.005754786,60,18,52,9,35,0.524183007,0.324912403,0.399818303,0.595824213,0.845707568,0.696347322,0.585309986,0.173342608,0.585309986,0.1869392
129,9349,2,185,256,90,0.002388218,0.002881248,59,0.005696946,61,17,54,8,36,0.545920008,0.311066438,0.383283973,0.596838066,0.857278304,0.701096796,0.584172371,0.172321606,0.584172371,0.192773971
78,1533,1,190,8,105,0.00048399,0.086994383,55.6,0.085179616,60.2,20,50,12,33,0.595515895,0.374779958,0.446385202,0.600719389,0.794578783,0.680640529,0.58467937,0.17167546,0.58467937,0.182227235
68,6115,2,70,256,185,0.004827836,0.002815681,59.2,0.005675325,60.6,23,48,14,30,0.502387981,0.412660182,0.42666239,0.616502007,0.755529901,0.657369882,0.584095042,0.170404164,0.584095042,0.183571793
40,9482,2,150,40,110,0.000273854,0.017852287,53.8,0.01837551,60,28,42,20,25,0.497247858,0.501558184,0.475674603,0.500341751,0.666790668,0.567755307,0.584174426,0.170249686,0.584174426,0.175276468
82,7430,2,165,256,80,0.00135882,0.002894637,56.2,0.00573343,60.2,22,48,14,31,0.509208211,0.396857702,0.435055979,0.601054799,0.770674974,0.663599135,0.583766338,0.170196195,0.583766338,0.180773919
106,1789,2,160,256,95,0.006877463,0.002872994,57.2,0.005684842,60.2,20,50,12,33,0.506129032,0.364263224,0.419389736,0.599842767,0.802348355,0.682003446,0.58330579,0.169119619,0.58330579,0.17806904
133,4070,2,125,48,60,0.0091309,0.014304597,62,0.016741368,59,20,49,13,33,0.557289377,0.380614582,0.434897158,0.604250842,0.787857738,0.677906381,0.58423616,0.168927574,0.58423616,0.16711428
71,9876,2,95,48,30,0.001921957,0.014925501,54,0.017357102,59.2,19,50,12,34,0.463814532,0.366635571,0.406008713,0.605775296,0.801071879,0.68147077,0.583853725,0.168238927,0.583853725,0.168855036
109,785,2,75,16,175,0.002967717,0.041549809,61.2,0.044227551,60.4,17,53,9,36,0.693063913,0.324743002,0.407513074,0.59606882,0.840718576,0.695561282,0.582730789,0.167593288,0.582730789,0.20368328
47,2819,4,130,256,95,0.007389862,0.002909116,58.2,0.005750439,59.8,22,48,14,31,0.489989673,0.393420193,0.434227994,0.60250951,0.771114946,0.670809669,0.58226757,0.166926361,0.58226757,0.17077915
19,8914,3,30,48,25,0.003078475,0.016738341,54.4,0.017572599,59.8,30,40,22,23,0.480940684,0.53145414,0.488548224,0.506669024,0.633858764,0.557650383,0.582656452,0.1663768,0.582656452,0.152528914
101,7213,4,35,32,100,0.001847205,0.022380825,56,0.023893441,59.4,28,41,21,25,0.594252556,0.510851514,0.49316201,0.500022368,0.653638083,0.560812836,0.582244799,0.165144459,0.582244799,0.177486625
22,6067,4,105,64,50,0.000115157,0.011475017,57.2,0.012574938,60,17,53,9,36,0.523518519,0.312871308,0.386826681,0.592909278,0.849653803,0.695033273,0.581262556,0.164983608,0.581262556,0.180518344
121,8254,2,90,128,65,0.001546011,0.005784983,59.2,0.00666191,59.8,20,50,12,33,0.501861285,0.367004487,0.4189149,0.598892992,0.795112371,0.678004228,0.581058429,0.164805863,0.581058429,0.173234214
137,4406,3,170,24,70,0.003220556,0.028620835,61,0.029416825,59.4,21,48,14,32,0.58022409,0.388832557,0.463159374,0.598407572,0.774496922,0.674674278,0.581664739,0.164696539,0.581664739,0.170946841
59,7193,1,20,256,160,0.00079857,0.002895874,59.8,0.005754974,59.6,18,51,10,35,0.507147436,0.329938892,0.395164481,0.595786161,0.833207568,0.690318102,0.58157323,0.164484324,0.58157323,0.174912528
35,3546,3,155,256,120,0.002980135,0.00288668,59.6,0.005737948,60.6,15,56,6,38,0.554342105,0.273193225,0.350918986,0.592334687,0.888488202,0.708946993,0.580840714,0.164182917,0.580840714,0.189269827
3,749,3,65,256,60,0.005198702,0.002901165,60,0.005762941,59.8,21,49,13,32,0.499436051,0.376745993,0.424349836,0.597737921,0.784514929,0.672264357,0.580630461,0.163114158,0.580630461,0.171249766
104,2110,2,70,256,35,0.005125051,0.002906873,59.2,0.005743282,59.4,21,48,14,32,0.504551768,0.384677897,0.431660911,0.592465515,0.774175946,0.664697162,0.579426922,0.161407126,0.579426922,0.169996136
49,5535,4,120,56,170,0.001285621,0.011777227,63.4,0.014001117,60.4,15,55,7,38,0.627491582,0.275967695,0.369528102,0.59087114,0.883235247,0.706562881,0.579601471,0.160958857,0.579601471,0.185119201
118,6560,2,70,8,105,0.003628064,0.087061373,57,0.087425741,59.6,19,50,12,34,0.602983056,0.349788515,0.428691346,0.593026493,0.807751192,0.682296908,0.578769853,0.160300026,0.578769853,0.174325735
120,2492,3,190,48,50,0.005473006,0.014521999,61.2,0.017066984,59.6,18,52,10,35,0.605135135,0.329245482,0.417574806,0.592814933,0.827517152,0.690242657,0.578381317,0.159211612,0.578381317,0.174696906
131,2708,3,135,256,110,0.006468055,0.002876176,56.2,0.005683371,60,25,44,18,28,0.514861111,0.455660076,0.444580973,0.492730553,0.699482976,0.575354825,0.577571526,0.158828728,0.577571526,0.172015302
58,4690,2,55,256,40,0.001057877,0.002923286,59.2,0.00582454,60,17,53,9,36,0.513764368,0.306765186,0.383510357,0.589833063,0.846861414,0.693461237,0.5768133,0.156225873,0.5768133,0.17008139
29,6664,4,105,32,135,0.000186231,0.022281109,54.2,0.024126177,58.6,17,51,11,36,0.681395548,0.328094273,0.393088769,0.592033826,0.825321564,0.683755176,0.576707918,0.155663872,0.576707918,0.179283433
42,7837,3,195,256,60,0.006973723,0.002893707,59.4,0.005819684,59.4,20,49,13,33,0.693598259,0.364688529,0.421346434,0.590875799,0.785135187,0.669401489,0.574911858,0.152607062,0.574911858,0.179076214
123,5073,4,15,256,120,0.00203028,0.002919347,58.6,0.005759494,59.2,16,53,9,37,0.510841106,0.29796754,0.375274338,0.587684165,0.851597399,0.693168366,0.574782469,0.152367501,0.574782469,0.165605945
56,7539,2,40,24,55,0.005397373,0.028984054,61.6,0.029773005,59.6,18,51,11,35,0.574195739,0.339413015,0.409142797,0.595801595,0.812266495,0.685566369,0.575839755,0.152059046,0.575839755,0.159247656
98,9966,3,20,40,40,0.002551251,0.018684515,53.4,0.018459833,60.2,23,46,15,30,0.472633513,0.421155075,0.396782941,0.648578742,0.728605168,0.63422058,0.574880121,0.150239303,0.574880121,0.170771133
75,8148,1,100,256,185,0.002428244,0.002886691,56.2,0.005622201,59.4,24,45,17,29,0.515491275,0.428795637,0.426435937,0.542629693,0.715108791,0.592486664,0.571952214,0.146716492,0.571952214,0.146891383
53,7943,2,200,256,130,0.001237953,0.002898559,59.6,0.005698786,59.2,20,49,13,33,0.600673077,0.363747913,0.427561754,0.58663143,0.779392673,0.663141763,0.571570293,0.146638508,0.571570293,0.162518224
6,2533,3,175,8,110,0.001665167,0.084726464,59,0.087122896,59.2,19,50,12,34,0.551098241,0.34645075,0.406377674,0.594131908,0.798603244,0.677910443,0.572526997,0.145927005,0.572526997,0.148931007
94,5086,4,125,128,165,0.000216186,0.005823692,58.8,0.006661532,59.4,17,52,10,36,0.498411295,0.307522086,0.377608665,0.588318791,0.83624666,0.688266495,0.571884373,0.145528524,0.571884373,0.15683047
45,7820,3,105,16,75,0.002400433,0.043293106,55.8,0.044326941,59.2,17,52,10,36,0.482273012,0.308070461,0.37169606,0.591520913,0.835737545,0.689489475,0.571904003,0.145257426,0.571904003,0.15099325
57,5049,1,35,8,150,0.00043821,0.088777648,55,0.084473602,59.4,13,56,6,40,0.509662751,0.244638736,0.301296833,0.59143806,0.898159638,0.70734553,0.571399187,0.144220546,0.571399187,0.159722514
