Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
146,4752,3,45,256,175,0.003337178,0.002648309,66.4,0.005478976,64.4,30,45,17,23,0.636438626,0.569230296,0.600035187,0.659996215,0.720605083,0.688266475,0.644917689,0.290944222,0.644917689,0.293102092
127,1334,3,65,48,175,0.001484802,0.0131569,65.8,0.016164934,64,33,42,20,20,0.626772468,0.60750487,0.610367443,0.672214329,0.685972385,0.673766106,0.646738628,0.290145388,0.646738628,0.296182103
115,9765,3,80,48,90,0.002815569,0.01337381,64.8,0.015534131,64.8,30,46,16,23,0.635867728,0.54679043,0.577167202,0.663581751,0.737190833,0.694089817,0.641990631,0.285180312,0.641990631,0.291033874
113,4805,3,150,128,130,0.002550279,0.005037762,69.8,0.005911804,63.8,35,39,23,18,0.601820021,0.659511684,0.626187155,0.687681857,0.627784267,0.653149721,0.643647975,0.284408045,0.643647975,0.288393021
68,5655,3,45,256,200,0.0036859,0.002688647,65,0.005485741,63.8,29,45,17,24,0.639902581,0.552119719,0.588758777,0.652730609,0.729279447,0.686307033,0.640699583,0.281159349,0.640699583,0.28688754
21,3891,3,125,256,160,0.005380783,0.002563971,67,0.005526152,63.4,36,38,24,17,0.6144079,0.675893876,0.633259385,0.690315935,0.602809114,0.617272997,0.639351495,0.277866322,0.639351495,0.289571962
103,1500,2,100,256,200,0.003485813,0.00259503,67.4,0.005484285,64.2,27,47,15,26,0.656475096,0.513142507,0.567509868,0.647059295,0.761374313,0.695690628,0.63725841,0.276859288,0.63725841,0.288268057
132,7509,3,55,256,105,0.004734355,0.002680272,67.8,0.005513811,63.6,34,39,22,19,0.603850286,0.645410842,0.620798894,0.677417,0.631513722,0.650388178,0.638462282,0.275760696,0.638462282,0.279061757
123,9354,4,100,56,25,0.002382177,0.012820513,59.2,0.014592243,63.8,29,45,17,24,0.634012811,0.552104377,0.58470366,0.653183658,0.723097228,0.682732823,0.637600803,0.275251825,0.637600803,0.281056622
92,5015,3,105,40,105,0.00163557,0.016703052,63.6,0.017643169,64.6,29,46,16,24,0.641910802,0.539358957,0.562688004,0.663088243,0.734245517,0.689777336,0.636802237,0.275222732,0.636802237,0.286416416
136,1546,3,75,56,110,0.002726114,0.011500379,67.2,0.013752784,63.8,30,44,17,23,0.630796394,0.555909789,0.583453602,0.655660509,0.718385716,0.681524873,0.637147752,0.274576543,0.637147752,0.280098384
84,6409,3,45,256,175,0.002865311,0.002558112,68.4,0.00545482,63.8,33,41,21,20,0.612295998,0.61805256,0.608811381,0.674839744,0.654874271,0.658109244,0.636463415,0.274080385,0.636463415,0.279793285
148,9192,3,45,256,200,0.002823003,0.002610968,67.2,0.00548663,63.6,33,41,21,20,0.613211518,0.605913374,0.60269443,0.668205447,0.667408201,0.662640297,0.636660788,0.272369154,0.636660788,0.277251941
6,4703,2,130,56,90,0.005365769,0.011450477,66.4,0.01362144,64,27,46,15,26,0.644412334,0.521915345,0.567656519,0.649312382,0.748827025,0.690826922,0.635371185,0.271246476,0.635371185,0.281722585
131,3424,1,120,32,180,0.003985663,0.019306157,67.8,0.022264298,64.8,27,47,14,26,0.616252221,0.517328075,0.538938278,0.659642079,0.752916676,0.697621887,0.635122375,0.270296001,0.635122375,0.272316275
93,2498,3,55,24,110,0.004021806,0.026360133,64.8,0.028426064,63,31,42,20,22,0.620313597,0.59868668,0.600566252,0.661123806,0.672325646,0.658760062,0.635506163,0.26902297,0.635506163,0.276154004
58,2075,3,105,256,195,0.001145466,0.002521866,68,0.005497434,64.6,25,50,12,28,0.655458064,0.470103897,0.536625834,0.643991081,0.795378898,0.709242811,0.632741397,0.268404054,0.632741397,0.280860168
100,5956,3,140,128,190,0.001424553,0.005052954,68.6,0.006083341,63.4,29,45,17,24,0.635473376,0.543362339,0.580052819,0.64650526,0.722915981,0.679043414,0.63313916,0.267354103,0.63313916,0.273903595
141,519,3,100,48,190,0.009912439,0.012672215,70.2,0.016022981,63.4,30,43,18,23,0.620135842,0.567285478,0.588841782,0.653021128,0.699245517,0.672581646,0.633265498,0.266246114,0.633265498,0.269786638
46,4024,3,60,8,175,0.001561937,0.082038979,62.4,0.082762489,62.8,30,43,19,23,0.620827838,0.573694306,0.587777989,0.655504064,0.689854019,0.665660669,0.631774163,0.262730362,0.631774163,0.269809211
43,4701,2,25,56,165,0.006650611,0.011098229,65.4,0.013219657,65.2,20,55,7,33,0.58604067,0.382620061,0.456438336,0.634257337,0.876082031,0.732223682,0.629351046,0.261769118,0.629351046,0.279410889
147,2251,3,45,256,145,0.00434031,0.002700167,64.8,0.005572328,62.8,30,43,19,23,0.620893297,0.565924085,0.579906964,0.656841896,0.696224646,0.667581778,0.631074365,0.261125769,0.631074365,0.269569603
67,7936,3,45,256,130,0.003855226,0.002572484,67,0.005448817,63,30,44,18,23,0.616343759,0.553489348,0.576795803,0.653896374,0.707207397,0.67479237,0.630348373,0.259516539,0.630348373,0.265367426
87,1336,3,65,16,180,0.001294484,0.040205181,64.4,0.042438002,62.6,32,41,21,21,0.604439145,0.602322996,0.600169361,0.656694112,0.658380106,0.654860611,0.630351551,0.25893945,0.630351551,0.260908018
85,94,1,95,56,115,0.009595603,0.011941873,66.4,0.013349257,63.8,24,50,12,29,0.661487324,0.452812847,0.525805068,0.634143999,0.803734852,0.705497665,0.628273849,0.258870597,0.628273849,0.274427154
41,1980,3,15,64,185,0.002359135,0.010503058,62.8,0.011764381,63,30,43,19,23,0.610464533,0.564174565,0.585697528,0.651168654,0.692595913,0.670774689,0.628385239,0.257935545,0.628385239,0.259173192
129,8280,3,15,256,130,0.007343196,0.002666593,66,0.005567069,62.8,28,45,17,25,0.625720285,0.517417455,0.563014032,0.639127618,0.733203561,0.6814613,0.625310508,0.252359014,0.625310508,0.257465389
47,9960,4,150,64,45,0.002831482,0.011036597,61.2,0.011970824,62.2,31,41,20,22,0.61201897,0.579744562,0.582956704,0.654535819,0.675123592,0.655947916,0.627434077,0.251774834,0.627434077,0.260461912
138,1760,3,40,64,80,0.003038981,0.010610638,64.4,0.011931668,62,29,43,19,24,0.615782091,0.556539145,0.575933185,0.645183929,0.692325699,0.663118453,0.624432422,0.247939974,0.624432422,0.254580718
145,3616,3,10,24,195,0.001579611,0.028116414,63.6,0.02895653,63.4,29,45,17,24,0.503282856,0.529313766,0.51375408,0.664185532,0.718539284,0.676840874,0.623926525,0.247576762,0.623926525,0.250090392
80,7767,1,130,24,195,0.000966609,0.026398784,66.8,0.028591922,63.4,27,47,15,26,0.569567634,0.507515197,0.519847054,0.654967226,0.740914036,0.687682865,0.624214617,0.246519503,0.624214617,0.241313072
109,9087,4,50,56,95,0.000909997,0.01214229,62.6,0.014328553,62,30,42,20,23,0.60686077,0.564456475,0.57710186,0.648977745,0.684492273,0.660916936,0.624474374,0.246342596,0.624474374,0.25225476
88,3649,3,185,48,170,0.006001405,0.013262369,65.4,0.01576819,63.2,25,48,14,28,0.637041132,0.472371822,0.536222923,0.633575174,0.77027171,0.693008109,0.621321766,0.24626855,0.621321766,0.255854948
89,7585,4,190,256,165,0.003287155,0.002753179,62.4,0.00556141,62,32,40,22,21,0.594659537,0.606782476,0.599285656,0.65218584,0.639072071,0.644393462,0.622927274,0.245504897,0.622927274,0.246341241
86,3048,3,105,128,65,0.002545677,0.005159648,68.2,0.006092447,62.4,30,43,19,23,0.597320965,0.553438534,0.570354156,0.649344753,0.686864514,0.664901572,0.620151524,0.241111033,0.620151524,0.243391454
104,3612,3,170,32,145,0.005417184,0.019809711,66.8,0.022144779,61.6,29,42,19,24,0.615456172,0.55405605,0.569714214,0.641476572,0.687634653,0.655471948,0.620845352,0.240178017,0.620845352,0.248857177
118,576,3,60,40,140,0.00204609,0.017025139,63,0.017958228,62,29,43,19,24,0.610360896,0.547807552,0.57255376,0.638410575,0.690210956,0.660196572,0.619009254,0.238323755,0.619009254,0.243257829
116,5553,4,30,32,195,0.004258595,0.01984764,65.6,0.022087144,62,27,45,16,26,0.620231003,0.506420365,0.551174089,0.6328275,0.730608983,0.674639946,0.618514674,0.238243522,0.618514674,0.244786634
55,6564,2,90,256,110,0.003392884,0.002666219,65.8,0.005554888,61.8,32,40,22,21,0.614244702,0.59356771,0.582980214,0.661314038,0.643280452,0.623317662,0.618424081,0.237372043,0.618424081,0.25424817
15,8713,1,200,48,85,0.00437612,0.01780272,64.6,0.015926288,63,24,48,13,29,0.521067455,0.471556886,0.490287805,0.640715436,0.765984141,0.687994246,0.618770514,0.236168152,0.618770514,0.241203214
140,4365,3,140,16,120,0.002258418,0.041635825,61.6,0.042778781,62,33,39,23,20,0.578383988,0.607002447,0.589529241,0.663012367,0.627944995,0.642223357,0.617473721,0.235482941,0.617473721,0.23813835
90,7693,1,15,32,130,0.005020856,0.019549444,66.4,0.022687724,62.6,27,46,16,26,0.597177464,0.497000469,0.539674645,0.639745025,0.737384744,0.684147045,0.617192607,0.235104167,0.617192607,0.23577008
71,7704,3,45,8,135,0.007072058,0.083262181,59.2,0.085344902,62.6,27,46,16,26,0.506914894,0.493865101,0.497764319,0.644554434,0.741670656,0.679628401,0.617767879,0.233876621,0.617767879,0.235937298
108,7719,3,125,8,155,0.000676428,0.081462185,62.8,0.084063751,62.2,27,45,17,26,0.61656831,0.508961801,0.547329432,0.634890835,0.721576079,0.670534225,0.61526894,0.232336465,0.61526894,0.240280872
114,9396,2,20,16,55,0.009805613,0.040868357,63.2,0.043498792,62,26,46,16,27,0.620355339,0.486646846,0.54298103,0.626155145,0.742558136,0.677813128,0.614602491,0.230631815,0.614602491,0.237653582
128,8893,2,185,16,165,0.009016439,0.041192932,61.2,0.043982926,62.2,23,49,12,30,0.641524966,0.427487852,0.502966649,0.622425659,0.800631906,0.697150112,0.614059879,0.230534853,0.614059879,0.244593428
73,4482,3,100,128,85,0.003779428,0.005271624,66.4,0.006211295,61,31,40,22,22,0.588346561,0.587806267,0.583487907,0.647128901,0.641066856,0.639816576,0.614436562,0.228078244,0.614436562,0.232131586
5,7027,2,20,128,115,0.009971659,0.005261814,64.2,0.006212441,62.8,26,46,15,27,0.505077377,0.480020116,0.490869324,0.641336337,0.747080386,0.681719331,0.613550251,0.227997763,0.613550251,0.229169904
137,1294,4,85,256,160,0.00072485,0.002659364,67.2,0.005543764,61.8,28,44,18,25,0.601933415,0.51648642,0.553099704,0.632503558,0.708310749,0.667257701,0.612398584,0.227055679,0.612398584,0.22945469
57,5683,3,195,40,195,0.001850557,0.016391691,61.6,0.017518699,61.8,33,39,23,20,0.600601123,0.60265829,0.577561673,0.67534662,0.623995234,0.60341346,0.613326762,0.226691428,0.613326762,0.246688083
69,5344,3,170,256,155,0.007831762,0.002713632,65.4,0.005532831,61.8,25,47,15,28,0.627584042,0.474797398,0.526160222,0.625792695,0.746083527,0.676120024,0.610440462,0.223280647,0.610440462,0.235285416
122,2417,3,95,256,70,0.003048741,0.002800593,60.4,0.005676462,61.4,31,41,21,22,0.604878825,0.562975569,0.566012838,0.651066691,0.658661167,0.631368197,0.610818368,0.222699808,0.610818368,0.237512036
61,7202,3,135,16,80,0.008421359,0.041507101,60.6,0.043407906,61.6,27,44,18,26,0.612231205,0.508651213,0.547574675,0.625849325,0.706757272,0.659363986,0.607704243,0.218694757,0.607704243,0.226270065
124,8291,1,45,64,150,0.003516867,0.011332015,62.8,0.012100725,63.4,21,53,9,32,0.419791917,0.378266709,0.397671136,0.635130759,0.837847372,0.713827967,0.608057041,0.21564207,0.608057041,0.202136608
51,9407,2,165,256,130,0.009493275,0.002766669,63,0.005591488,61.8,28,43,18,25,0.624633681,0.523533152,0.527270811,0.656178699,0.686812095,0.626444568,0.605172624,0.214385545,0.605172624,0.240119686
79,9096,3,80,32,25,0.003967993,0.02156723,59.6,0.023776908,60.2,27,43,19,26,0.592381876,0.52090424,0.550700293,0.622394438,0.685452156,0.649652327,0.603178198,0.206749687,0.603178198,0.210499335
28,5284,2,185,32,145,0.000779872,0.02248088,59.6,0.023339909,61.6,31,40,21,22,0.49873524,0.557574554,0.508646312,0.526305992,0.645964691,0.572810134,0.601769622,0.204287999,0.601769622,0.206691559
27,539,3,110,16,95,0.005573047,0.041831592,61.2,0.043331135,61,26,45,17,27,0.588031265,0.482520817,0.526202233,0.623946147,0.719626926,0.667121383,0.601073872,0.203789422,0.601073872,0.206862138
42,2611,2,85,56,95,0.00172479,0.011952187,62.4,0.01431802,61.6,23,48,14,30,0.502050404,0.439213627,0.463788412,0.626181481,0.76201509,0.678113788,0.600614358,0.201562635,0.600614358,0.206249721
52,5340,2,125,256,105,0.00117007,0.00270365,63.8,0.005691576,60,29,41,21,24,0.587510673,0.545888733,0.561184195,0.620924223,0.653690448,0.633428083,0.59978959,0.200185066,0.59978959,0.203914097
91,9588,3,90,256,40,0.007122904,0.002826265,61.2,0.005744624,60.6,23,48,14,30,0.616673401,0.427318036,0.501257677,0.609095996,0.769577393,0.678300905,0.598447715,0.199281226,0.598447715,0.210719638
40,725,1,120,56,160,0.000825169,0.01200763,61.6,0.014242065,62.2,20,52,10,33,0.514338552,0.373662126,0.407910064,0.620748528,0.820534123,0.699356604,0.597098124,0.195165114,0.597098124,0.203388774
16,3953,3,180,32,170,0.007140941,0.019443541,66.4,0.022786714,59.6,29,40,22,24,0.575783655,0.549182941,0.554398121,0.626930675,0.646400977,0.631578415,0.597791959,0.194957288,0.597791959,0.198990939
75,4337,3,20,16,70,0.006211404,0.042564925,59.6,0.043757033,60.2,25,45,17,28,0.588823241,0.472580143,0.511486468,0.62089491,0.722893165,0.661990314,0.597736654,0.194597635,0.597736654,0.202181681
29,2197,1,155,8,180,0.000388028,0.080713795,63,0.08450209,60.4,24,46,16,29,0.590485844,0.457838867,0.503538324,0.618513457,0.73282835,0.666424991,0.595333608,0.192003751,0.595333608,0.199171168
112,9203,3,35,256,85,0.007956198,0.002677577,63.8,0.005666515,60,28,41,21,25,0.581412901,0.527637406,0.548171554,0.617643224,0.663281414,0.636776775,0.59545941,0.191771211,0.59545941,0.194844956
60,9446,3,115,256,100,0.003104327,0.002683644,63.2,0.005582711,59.4,35,34,28,18,0.578856379,0.642164244,0.587208147,0.521156463,0.547228878,0.529450812,0.594696561,0.189193089,0.594696561,0.19457902
32,6035,2,200,256,45,0.000469463,0.002949062,58.6,0.005828854,60.8,20,51,11,33,0.517744361,0.36915496,0.424889171,0.608651421,0.816978755,0.691988686,0.593066857,0.188096058,0.593066857,0.198075976
39,3049,3,55,16,145,0.000873685,0.041392712,60.6,0.042488448,58.8,28,41,21,25,0.531757732,0.52546171,0.516078246,0.634725624,0.659925727,0.636522828,0.592693719,0.183687846,0.592693719,0.177414938
2,1903,1,175,8,200,0.00041022,0.090430809,60.8,0.085237585,61,23,48,14,30,0.586945199,0.415882107,0.466427679,0.61575359,0.766371802,0.676980556,0.591126955,0.183687601,0.591126955,0.191261006
121,5674,2,130,8,125,0.003700172,0.083800425,60.4,0.085001385,59.4,29,40,22,24,0.570411255,0.537619216,0.54915205,0.617292029,0.644276829,0.626793082,0.590948023,0.182152858,0.590948023,0.184755552
98,5020,3,85,256,80,0.001021774,0.002846579,61.4,0.005771883,59.2,31,38,24,22,0.586685745,0.573945212,0.546838686,0.708182597,0.60791379,0.554124012,0.590929501,0.181315927,0.590929501,0.2042389
110,4306,1,175,256,75,0.005916553,0.003064483,60,0.005684452,61.2,19,52,10,34,0.517076023,0.34888369,0.405182186,0.607378879,0.82973032,0.696065072,0.589307005,0.179283537,0.589307005,0.177868947
111,2901,3,25,64,135,0.001940161,0.010863087,60,0.011872909,60,27,43,19,26,0.542029201,0.486797404,0.506306513,0.623109174,0.694234456,0.651965326,0.59051593,0.178279784,0.59051593,0.174377726
143,2036,3,195,32,60,0.000100338,0.022155036,52.2,0.024630304,58.2,31,37,25,22,0.574844611,0.58827853,0.565266876,0.620916969,0.588503591,0.585593891,0.588391061,0.177939059,0.588391061,0.185961413
72,1345,3,100,256,55,0.00644894,0.00287985,57.8,0.005671712,60.2,30,39,22,23,0.488787504,0.544566218,0.495234065,0.51145299,0.634032156,0.558314444,0.589299187,0.177839329,0.589299187,0.181774309
83,3783,4,160,8,125,0.00216021,0.085215146,56,0.086654002,60.2,19,51,10,34,0.536309524,0.338526708,0.395881257,0.602072007,0.835378043,0.692351211,0.586952375,0.175695502,0.586952375,0.194961244
36,7905,2,65,40,150,0.004386734,0.017012014,60.6,0.017721541,59.8,30,39,22,23,0.481830239,0.541567813,0.491919734,0.509612749,0.629215006,0.555823745,0.58539141,0.171202999,0.58539141,0.173525084
95,9240,3,75,8,195,0.008736173,0.086397482,57.4,0.085568389,60.4,21,49,13,32,0.491834104,0.376499827,0.42030248,0.609114372,0.79267072,0.681744071,0.584585274,0.170664583,0.584585274,0.177180446
63,7857,3,40,40,190,0.000565773,0.017268823,60.8,0.018381241,60,22,47,15,31,0.484324705,0.429468461,0.448952387,0.613237392,0.741541454,0.660989797,0.585504958,0.170585716,0.585504958,0.175751398
64,139,3,10,256,120,0.001299708,0.002893615,56,0.00581985,59.2,23,46,15,30,0.575023343,0.414327416,0.457444945,0.609418505,0.757382232,0.665692911,0.585854824,0.169446989,0.585854824,0.178453777
130,3303,4,90,40,195,0.000132704,0.017540853,56,0.018492986,59.2,24,45,17,29,0.575783926,0.435749439,0.486917862,0.607707307,0.735906929,0.660897384,0.585828184,0.16936059,0.585828184,0.177276938
78,5934,4,70,48,90,0.007906104,0.01467767,57.4,0.016490789,60.2,23,47,15,30,0.468453821,0.432408123,0.447444157,0.617878909,0.736572125,0.664444623,0.584490124,0.168844309,0.584490124,0.169265399
26,8986,3,95,128,115,0.000391445,0.005683333,61,0.00653868,60,18,52,10,35,0.520798283,0.324465526,0.396263946,0.595404923,0.842545579,0.69413075,0.583505553,0.168104683,0.583505553,0.183111409
66,9299,2,165,256,75,0.004604003,0.00274935,61.4,0.005669118,59,31,37,25,22,0.570147713,0.578590272,0.54828775,0.507654964,0.585312106,0.541744767,0.581951189,0.166679489,0.581951189,0.170542081
101,9158,4,10,16,120,0.001136987,0.042983587,59,0.044619059,58.8,24,44,18,29,0.55970642,0.44628667,0.473293422,0.612193086,0.722073493,0.650715565,0.584180081,0.164760187,0.584180081,0.171079918
35,8202,2,140,48,25,0.000124959,0.014997705,55.8,0.017705281,58,24,44,18,29,0.586624829,0.443705593,0.500037064,0.592278563,0.714050912,0.644072484,0.578878252,0.159542343,0.578878252,0.16802897
81,7106,3,100,256,35,0.004718685,0.002972631,54.2,0.005798651,59.2,22,47,15,31,0.488105142,0.400239862,0.429002136,0.602584687,0.758244384,0.660118394,0.579242123,0.158672105,0.579242123,0.166642663
125,1956,3,160,256,65,0.001737576,0.002868436,58.2,0.005758958,58.6,29,39,23,24,0.576134567,0.539002337,0.526032179,0.495881382,0.616667718,0.548462441,0.577835027,0.157573996,0.577835027,0.163466434
31,328,3,110,56,20,0.00528369,0.013003153,55,0.014655633,60.2,16,54,8,37,0.399556541,0.288204204,0.334439224,0.593028278,0.858799453,0.697464574,0.573501828,0.147218448,0.573501828,0.153692566
22,176,1,200,16,60,0.000593493,0.044952473,53.6,0.045294334,60.2,15,55,7,38,0.409588241,0.270241009,0.324529178,0.590315479,0.876204929,0.702063257,0.573222969,0.146637044,0.573222969,0.156825392
13,2128,2,35,56,55,0.003678441,0.012647035,57.4,0.01443648,60,16,53,8,37,0.494313063,0.300094388,0.350954161,0.595564845,0.844868233,0.693196939,0.57248131,0.146118689,0.57248131,0.15638074
97,5895,3,135,64,100,0.000193315,0.011554314,55.6,0.012729273,58.6,16,52,9,37,0.497907106,0.29543723,0.362469177,0.587831987,0.848710486,0.690207614,0.572073858,0.145747011,0.572073858,0.156493539
102,7329,1,200,48,50,0.004450697,0.014307944,61.8,0.016530105,58.2,23,45,17,30,0.538330573,0.427649256,0.436865005,0.611611204,0.718342969,0.646087205,0.572996113,0.145318703,0.572996113,0.148472553
106,4,3,45,256,195,0.000320562,0.00298831,53.4,0.00585469,58.4,24,44,18,29,0.567051282,0.43874779,0.460958386,0.613925256,0.704504456,0.623961022,0.571626123,0.144375335,0.571626123,0.160586215
1,8896,2,50,128,155,0.000141375,0.005931965,58.6,0.006818658,58.4,21,47,14,32,0.587036431,0.373648627,0.421484826,0.588689291,0.763074893,0.654482967,0.56836176,0.138921225,0.56836176,0.152612179
18,1098,2,15,56,125,0.001024162,0.013453601,57.2,0.014546381,59.6,16,53,9,37,0.385184216,0.299516818,0.333754271,0.594620271,0.837893004,0.688663128,0.568704911,0.137618989,0.568704911,0.142502332
37,1693,3,145,128,45,0.000204485,0.005929157,56,0.006783161,58.4,24,44,18,29,0.485151515,0.43695157,0.431367908,0.607052801,0.698556971,0.591556822,0.567754271,0.13727267,0.567754271,0.152522286
117,7830,1,70,256,30,0.006736804,0.003007754,56.8,0.005847991,59,15,53,9,38,0.483623693,0.288717556,0.35679875,0.586877897,0.847697704,0.691664168,0.56820763,0.135361266,0.56820763,0.132438709
23,3467,3,70,24,125,0.000362904,0.030202005,57.8,0.029936411,58.2,29,38,24,24,0.45028764,0.544326282,0.479906285,0.499345764,0.587641866,0.531920829,0.565984074,0.131897623,0.565984074,0.132404241
25,8838,4,150,128,45,0.000401285,0.005898335,55.2,0.00677804,58.2,25,42,19,28,0.48248227,0.450629834,0.433966817,0.482825747,0.679107818,0.561049441,0.564868826,0.131262493,0.564868826,0.139527379
53,9840,2,190,256,40,0.002301105,0.002950327,56.2,0.005835327,59.4,13,56,6,40,0.405135135,0.240766346,0.301813725,0.582433477,0.889208541,0.70199227,0.564987443,0.130344967,0.564987443,0.142218085
24,8526,1,140,40,10,0.008976574,0.018539438,55.8,0.018863693,57.6,27,40,21,26,0.567794221,0.483069022,0.483549055,0.482044093,0.645542245,0.551130886,0.564305633,0.130244229,0.564305633,0.13882802
38,8121,1,35,64,45,0.000266703,0.011520602,53.8,0.012693482,58.6,13,55,6,40,0.531095201,0.238209248,0.322421563,0.577064685,0.887445498,0.697993067,0.562827373,0.129197433,0.562827373,0.154282635
135,4570,2,110,256,40,0.006386373,0.002979526,55.4,0.005827215,58.4,18,49,13,35,0.481061156,0.334935411,0.390120962,0.583186096,0.791803706,0.666832358,0.563369559,0.128486307,0.563369559,0.137397296
12,3418,1,45,8,90,0.000449971,0.086135705,56,0.086735441,57.8,19,48,14,34,0.50343398,0.355581955,0.387879272,0.603615058,0.771424862,0.667177236,0.563503408,0.126702833,0.563503408,0.11937547
30,8449,4,160,8,70,0.00567733,0.102076291,52,0.087694927,59.4,10,59,3,43,0.304634581,0.18285897,0.228457114,0.581102694,0.942568449,0.71644776,0.562713709,0.125170043,0.562713709,0.136550387
