Frame number,RHip - x,RHip - y,RKnee - x,RKnee - y,RAnkle - x,RAnkle - y,LHip - x,LHip - y,LKnee - x,LKnee - y,LAnkle - x,LAnkle - y,participant,type,jump_count
25.0,1001.0,352.0,960.0,563.0,918.0,798.0,1210.0,352.0,1293.0,540.0,1252.0,798.0,P1,cmj-center,2
26.0,1001.0,328.0,960.0,540.0,960.0,798.0,1210.0,352.0,1293.0,563.0,1252.0,798.0,P1,cmj-center,2
27.0,1001.0,352.0,960.0,540.0,960.0,798.0,1210.0,352.0,1293.0,563.0,1252.0,798.0,P1,cmj-center,2
28.0,1001.0,328.0,960.0,540.0,960.0,798.0,1210.0,328.0,1293.0,563.0,1252.0,798.0,P1,cmj-center,2
29.0,1001.0,328.0,1001.0,540.0,960.0,798.0,1210.0,328.0,1293.0,540.0,1252.0,798.0,P1,cmj-center,2
30.0,1001.0,305.0,1001.0,540.0,960.0,798.0,1210.0,305.0,1293.0,540.0,1252.0,798.0,P1,cmj-center,2
31.0,1001.0,305.0,1001.0,516.0,960.0,798.0,1210.0,305.0,1293.0,516.0,1252.0,774.0,P1,cmj-center,2
32.0,960.0,258.0,1001.0,516.0,960.0,774.0,1210.0,281.0,1293.0,516.0,1252.0,774.0,P1,cmj-center,2
33.0,1001.0,234.0,1001.0,493.0,960.0,774.0,1210.0,234.0,1293.0,469.0,1252.0,774.0,P1,cmj-center,2
34.0,960.0,187.0,1001.0,469.0,960.0,774.0,1210.0,211.0,1293.0,469.0,1252.0,774.0,P1,cmj-center,2
35.0,960.0,140.0,1001.0,446.0,960.0,751.0,1210.0,164.0,1293.0,446.0,1252.0,774.0,P1,cmj-center,2
36.0,960.0,140.0,1001.0,469.0,960.0,751.0,1210.0,140.0,1293.0,446.0,1252.0,774.0,P1,cmj-center,2
59.0,918.0,23.0,1001.0,540.0,918.0,845.0,1168.0,46.0,1252.0,540.0,1252.0,798.0,P1,cmj-center,2
60.0,918.0,70.0,1001.0,563.0,918.0,845.0,1168.0,93.0,1252.0,563.0,1252.0,798.0,P1,cmj-center,2
61.0,918.0,93.0,1001.0,563.0,918.0,845.0,1168.0,117.0,1252.0,540.0,1252.0,774.0,P1,cmj-center,2
62.0,918.0,93.0,1001.0,540.0,918.0,821.0,1168.0,117.0,1252.0,540.0,1252.0,774.0,P1,cmj-center,2
63.0,918.0,46.0,1001.0,540.0,918.0,821.0,1168.0,93.0,1252.0,516.0,1252.0,774.0,P1,cmj-center,2
64.0,918.0,23.0,1001.0,469.0,918.0,798.0,1126.0,46.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,2
65.0,918.0,0.0,960.0,469.0,876.0,774.0,1168.0,23.0,1210.0,469.0,1252.0,751.0,P1,cmj-center,2
66.0,960.0,0.0,960.0,446.0,876.0,798.0,1126.0,0.0,1210.0,446.0,1252.0,751.0,P1,cmj-center,2
1.0,960.0,23.0,960.0,399.0,918.0,751.0,1168.0,23.0,1168.0,399.0,1252.0,751.0,P1,cmj-center,3
2.0,960.0,23.0,960.0,399.0,918.0,751.0,1168.0,23.0,1168.0,422.0,1252.0,751.0,P1,cmj-center,3
3.0,960.0,46.0,960.0,422.0,918.0,751.0,1168.0,46.0,1210.0,422.0,1252.0,751.0,P1,cmj-center,3
4.0,960.0,46.0,960.0,422.0,918.0,751.0,1168.0,46.0,1210.0,422.0,1252.0,751.0,P1,cmj-center,3
5.0,960.0,70.0,960.0,446.0,918.0,751.0,1168.0,70.0,1210.0,422.0,1252.0,751.0,P1,cmj-center,3
6.0,960.0,70.0,960.0,446.0,918.0,751.0,1168.0,70.0,1210.0,446.0,1252.0,751.0,P1,cmj-center,3
7.0,960.0,93.0,960.0,446.0,918.0,751.0,1168.0,93.0,1210.0,446.0,1210.0,727.0,P1,cmj-center,3
8.0,960.0,93.0,918.0,399.0,918.0,751.0,1168.0,117.0,1210.0,446.0,1252.0,727.0,P1,cmj-center,3
9.0,960.0,117.0,918.0,399.0,918.0,751.0,1168.0,117.0,1210.0,446.0,1252.0,751.0,P1,cmj-center,3
10.0,960.0,140.0,918.0,422.0,918.0,751.0,1168.0,140.0,1210.0,446.0,1252.0,751.0,P1,cmj-center,3
11.0,960.0,164.0,960.0,422.0,918.0,751.0,1168.0,164.0,1252.0,446.0,1252.0,751.0,P1,cmj-center,3
12.0,960.0,187.0,918.0,469.0,918.0,751.0,1168.0,187.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,3
13.0,1001.0,211.0,960.0,469.0,918.0,751.0,1210.0,211.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,3
14.0,1001.0,211.0,918.0,469.0,918.0,751.0,1210.0,211.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,3
15.0,1001.0,234.0,918.0,493.0,918.0,774.0,1210.0,234.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,3
16.0,1001.0,258.0,918.0,493.0,918.0,774.0,1210.0,258.0,1252.0,493.0,1252.0,751.0,P1,cmj-center,3
17.0,960.0,258.0,918.0,516.0,918.0,774.0,1210.0,258.0,1252.0,516.0,1252.0,751.0,P1,cmj-center,3
18.0,1001.0,281.0,918.0,516.0,918.0,774.0,1210.0,281.0,1252.0,493.0,1252.0,751.0,P1,cmj-center,3
19.0,960.0,281.0,918.0,516.0,918.0,774.0,1210.0,281.0,1252.0,493.0,1252.0,751.0,P1,cmj-center,3
20.0,960.0,305.0,918.0,540.0,918.0,774.0,1210.0,281.0,1252.0,516.0,1252.0,751.0,P1,cmj-center,3
21.0,960.0,281.0,918.0,516.0,918.0,774.0,1210.0,305.0,1252.0,516.0,1252.0,751.0,P1,cmj-center,3
22.0,960.0,305.0,918.0,540.0,918.0,774.0,1210.0,305.0,1252.0,516.0,1252.0,751.0,P1,cmj-center,3
23.0,960.0,281.0,918.0,540.0,918.0,774.0,1210.0,305.0,1252.0,516.0,1252.0,774.0,P1,cmj-center,3
24.0,960.0,281.0,960.0,540.0,918.0,774.0,1210.0,281.0,1252.0,516.0,1252.0,751.0,P1,cmj-center,3
25.0,960.0,281.0,960.0,540.0,918.0,774.0,1210.0,281.0,1252.0,516.0,1252.0,774.0,P1,cmj-center,3
26.0,1001.0,258.0,960.0,516.0,918.0,774.0,1210.0,258.0,1252.0,493.0,1252.0,774.0,P1,cmj-center,3
27.0,960.0,258.0,960.0,516.0,918.0,774.0,1210.0,258.0,1252.0,516.0,1210.0,751.0,P1,cmj-center,3
28.0,960.0,258.0,960.0,516.0,918.0,751.0,1168.0,258.0,1252.0,516.0,1210.0,751.0,P1,cmj-center,3
29.0,960.0,234.0,960.0,516.0,918.0,751.0,1210.0,234.0,1252.0,493.0,1210.0,751.0,P1,cmj-center,3
30.0,960.0,211.0,960.0,469.0,918.0,751.0,1210.0,211.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,3
31.0,960.0,187.0,960.0,469.0,918.0,751.0,1168.0,187.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,3
32.0,960.0,140.0,960.0,422.0,918.0,727.0,1168.0,140.0,1252.0,446.0,1252.0,727.0,P1,cmj-center,3
33.0,960.0,117.0,960.0,399.0,918.0,727.0,1168.0,117.0,1252.0,422.0,1252.0,727.0,P1,cmj-center,3
50.0,960.0,93.0,960.0,422.0,876.0,751.0,1168.0,93.0,1210.0,469.0,1210.0,751.0,P1,cmj-center,3
51.0,960.0,140.0,960.0,469.0,876.0,751.0,1168.0,140.0,1210.0,469.0,1210.0,751.0,P1,cmj-center,3
52.0,918.0,164.0,918.0,469.0,876.0,751.0,1126.0,140.0,1210.0,469.0,1210.0,751.0,P1,cmj-center,3
53.0,960.0,164.0,918.0,446.0,876.0,751.0,1126.0,140.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,3
54.0,960.0,140.0,918.0,446.0,876.0,751.0,1126.0,140.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,3
55.0,960.0,117.0,918.0,446.0,876.0,727.0,1126.0,117.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,3
56.0,918.0,93.0,918.0,422.0,876.0,751.0,1126.0,70.0,1168.0,446.0,1210.0,751.0,P1,cmj-center,3
57.0,918.0,70.0,918.0,422.0,876.0,751.0,1126.0,46.0,1168.0,422.0,1210.0,727.0,P1,cmj-center,3
58.0,918.0,46.0,918.0,399.0,876.0,751.0,1126.0,23.0,1168.0,399.0,1210.0,727.0,P1,cmj-center,3
59.0,918.0,46.0,918.0,399.0,876.0,751.0,1126.0,46.0,1168.0,422.0,1210.0,727.0,P1,cmj-center,3
60.0,918.0,23.0,918.0,399.0,876.0,727.0,1126.0,23.0,1168.0,422.0,1210.0,727.0,P1,cmj-center,3
61.0,918.0,23.0,918.0,399.0,876.0,727.0,1126.0,23.0,1126.0,399.0,1210.0,727.0,P1,cmj-center,3
62.0,918.0,23.0,918.0,399.0,876.0,751.0,1126.0,23.0,1126.0,399.0,1210.0,727.0,P1,cmj-center,3
63.0,918.0,23.0,918.0,422.0,876.0,751.0,1085.0,0.0,1126.0,422.0,1210.0,727.0,P1,cmj-center,3
64.0,918.0,23.0,918.0,422.0,876.0,751.0,1126.0,23.0,1126.0,422.0,1210.0,727.0,P1,cmj-center,3
65.0,918.0,23.0,918.0,422.0,876.0,751.0,1126.0,23.0,1126.0,422.0,1210.0,727.0,P1,cmj-center,3
66.0,918.0,23.0,918.0,422.0,876.0,751.0,1126.0,23.0,1126.0,422.0,1210.0,727.0,P1,cmj-center,3
67.0,918.0,23.0,876.0,422.0,876.0,751.0,1126.0,23.0,1126.0,422.0,1210.0,727.0,P1,cmj-center,3
68.0,918.0,23.0,918.0,399.0,876.0,751.0,1126.0,23.0,1126.0,399.0,1210.0,727.0,P1,cmj-center,3
69.0,918.0,23.0,918.0,422.0,876.0,751.0,1126.0,23.0,1126.0,399.0,1210.0,727.0,P1,cmj-center,3
70.0,918.0,23.0,918.0,399.0,876.0,751.0,1126.0,23.0,1126.0,422.0,1210.0,727.0,P1,cmj-center,3
71.0,918.0,23.0,918.0,422.0,876.0,727.0,1126.0,23.0,1126.0,422.0,1210.0,727.0,P1,cmj-center,3
3.0,960.0,23.0,960.0,399.0,918.0,751.0,1168.0,0.0,1168.0,399.0,1210.0,751.0,P1,cmj-center,4
4.0,960.0,23.0,960.0,375.0,918.0,727.0,1168.0,0.0,1168.0,399.0,1210.0,751.0,P1,cmj-center,4
5.0,960.0,23.0,960.0,399.0,918.0,727.0,1168.0,23.0,1168.0,422.0,1210.0,751.0,P1,cmj-center,4
6.0,960.0,23.0,960.0,399.0,918.0,751.0,1168.0,46.0,1210.0,422.0,1210.0,751.0,P1,cmj-center,4
7.0,960.0,46.0,960.0,399.0,918.0,727.0,1168.0,46.0,1210.0,422.0,1210.0,751.0,P1,cmj-center,4
8.0,960.0,46.0,918.0,352.0,918.0,751.0,1168.0,46.0,1210.0,422.0,1210.0,751.0,P1,cmj-center,4
9.0,960.0,70.0,960.0,399.0,918.0,751.0,1168.0,70.0,1210.0,422.0,1210.0,727.0,P1,cmj-center,4
10.0,960.0,70.0,960.0,399.0,918.0,751.0,1168.0,70.0,1210.0,446.0,1210.0,727.0,P1,cmj-center,4
11.0,960.0,70.0,960.0,422.0,918.0,751.0,1168.0,93.0,1210.0,446.0,1210.0,727.0,P1,cmj-center,4
12.0,960.0,93.0,918.0,375.0,918.0,727.0,1168.0,93.0,1210.0,422.0,1210.0,727.0,P1,cmj-center,4
13.0,960.0,93.0,918.0,422.0,918.0,751.0,1168.0,117.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,4
14.0,960.0,117.0,918.0,399.0,918.0,751.0,1168.0,117.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,4
15.0,960.0,140.0,918.0,446.0,918.0,751.0,1168.0,140.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,4
16.0,960.0,140.0,918.0,375.0,918.0,751.0,1168.0,140.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,4
17.0,960.0,164.0,918.0,446.0,918.0,751.0,1168.0,164.0,1210.0,469.0,1210.0,751.0,P1,cmj-center,4
18.0,960.0,187.0,918.0,446.0,918.0,751.0,1168.0,187.0,1252.0,446.0,1210.0,751.0,P1,cmj-center,4
19.0,960.0,211.0,918.0,469.0,918.0,751.0,1168.0,211.0,1252.0,469.0,1210.0,751.0,P1,cmj-center,4
20.0,960.0,211.0,918.0,493.0,918.0,751.0,1168.0,234.0,1252.0,493.0,1210.0,751.0,P1,cmj-center,4
21.0,960.0,234.0,918.0,493.0,918.0,751.0,1168.0,234.0,1252.0,469.0,1210.0,751.0,P1,cmj-center,4
22.0,960.0,258.0,918.0,493.0,918.0,751.0,1168.0,258.0,1252.0,469.0,1210.0,751.0,P1,cmj-center,4
23.0,960.0,281.0,918.0,493.0,918.0,751.0,1168.0,281.0,1252.0,493.0,1210.0,751.0,P1,cmj-center,4
24.0,960.0,281.0,918.0,493.0,918.0,751.0,1168.0,281.0,1252.0,493.0,1210.0,751.0,P1,cmj-center,4
25.0,960.0,281.0,918.0,516.0,918.0,774.0,1168.0,281.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,4
26.0,960.0,281.0,918.0,516.0,918.0,774.0,1210.0,281.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,4
27.0,960.0,281.0,960.0,516.0,918.0,751.0,1210.0,281.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,4
28.0,960.0,305.0,960.0,516.0,918.0,751.0,1210.0,305.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,4
29.0,960.0,281.0,960.0,516.0,918.0,774.0,1210.0,281.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,4
30.0,960.0,281.0,960.0,516.0,918.0,774.0,1168.0,281.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,4
31.0,960.0,258.0,960.0,493.0,918.0,751.0,1168.0,258.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,4
32.0,1001.0,258.0,960.0,493.0,918.0,751.0,1210.0,258.0,1252.0,493.0,1210.0,751.0,P1,cmj-center,4
33.0,1001.0,234.0,960.0,516.0,918.0,751.0,1210.0,234.0,1252.0,516.0,1210.0,751.0,P1,cmj-center,4
34.0,960.0,211.0,1001.0,469.0,918.0,751.0,1210.0,211.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,4
35.0,1001.0,187.0,1001.0,493.0,918.0,751.0,1210.0,211.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,4
36.0,960.0,164.0,1001.0,469.0,918.0,727.0,1168.0,164.0,1252.0,446.0,1252.0,727.0,P1,cmj-center,4
37.0,960.0,140.0,960.0,446.0,918.0,727.0,1168.0,140.0,1252.0,446.0,1252.0,727.0,P1,cmj-center,4
38.0,960.0,93.0,960.0,422.0,918.0,727.0,1168.0,93.0,1252.0,399.0,1252.0,727.0,P1,cmj-center,4
63.0,1001.0,117.0,1001.0,469.0,918.0,774.0,1210.0,117.0,1252.0,516.0,1252.0,774.0,P1,cmj-center,4
64.0,960.0,117.0,1001.0,469.0,918.0,774.0,1210.0,140.0,1252.0,493.0,1252.0,774.0,P1,cmj-center,4
65.0,1001.0,140.0,1001.0,469.0,918.0,774.0,1210.0,140.0,1252.0,493.0,1252.0,774.0,P1,cmj-center,4
66.0,960.0,117.0,1001.0,469.0,918.0,774.0,1210.0,117.0,1252.0,493.0,1252.0,774.0,P1,cmj-center,4
67.0,960.0,93.0,960.0,446.0,918.0,774.0,1210.0,93.0,1252.0,469.0,1252.0,751.0,P1,cmj-center,4
68.0,960.0,93.0,960.0,446.0,918.0,774.0,1210.0,93.0,1252.0,446.0,1252.0,751.0,P1,cmj-center,4
69.0,960.0,70.0,918.0,399.0,918.0,774.0,1210.0,70.0,1210.0,446.0,1252.0,751.0,P1,cmj-center,4
70.0,960.0,70.0,918.0,375.0,918.0,774.0,1210.0,70.0,1210.0,446.0,1252.0,751.0,P1,cmj-center,4
71.0,960.0,70.0,960.0,399.0,918.0,774.0,1168.0,70.0,1210.0,422.0,1252.0,751.0,P1,cmj-center,4
72.0,960.0,46.0,960.0,399.0,918.0,751.0,1168.0,46.0,1210.0,446.0,1252.0,727.0,P1,cmj-center,4
73.0,960.0,46.0,960.0,446.0,918.0,774.0,1168.0,46.0,1210.0,446.0,1252.0,751.0,P1,cmj-center,4
74.0,960.0,23.0,960.0,422.0,918.0,774.0,1168.0,46.0,1210.0,446.0,1252.0,751.0,P1,cmj-center,4
81.0,960.0,0.0,918.0,399.0,918.0,774.0,1168.0,0.0,1168.0,375.0,1252.0,751.0,P1,cmj-center,4
1.0,1001.0,0.0,960.0,375.0,918.0,774.0,1168.0,0.0,1168.0,422.0,1210.0,751.0,P1,cmj-center,5
2.0,960.0,0.0,960.0,375.0,918.0,774.0,1168.0,0.0,1168.0,422.0,1210.0,751.0,P1,cmj-center,5
3.0,960.0,23.0,960.0,375.0,918.0,774.0,1168.0,23.0,1210.0,422.0,1210.0,751.0,P1,cmj-center,5
4.0,960.0,23.0,960.0,375.0,918.0,774.0,1168.0,46.0,1210.0,422.0,1210.0,751.0,P1,cmj-center,5
5.0,960.0,46.0,960.0,399.0,918.0,751.0,1168.0,46.0,1210.0,422.0,1210.0,751.0,P1,cmj-center,5
6.0,960.0,46.0,960.0,399.0,918.0,751.0,1168.0,46.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,5
7.0,960.0,70.0,960.0,422.0,918.0,774.0,1168.0,70.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,5
8.0,960.0,93.0,918.0,399.0,918.0,751.0,1168.0,93.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,5
9.0,960.0,93.0,918.0,422.0,918.0,751.0,1168.0,117.0,1210.0,422.0,1210.0,751.0,P1,cmj-center,5
10.0,960.0,117.0,918.0,375.0,918.0,751.0,1168.0,117.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,5
11.0,960.0,140.0,918.0,399.0,918.0,774.0,1168.0,140.0,1210.0,446.0,1210.0,774.0,P1,cmj-center,5
12.0,960.0,164.0,918.0,399.0,918.0,774.0,1168.0,140.0,1210.0,446.0,1210.0,751.0,P1,cmj-center,5
13.0,960.0,187.0,918.0,446.0,918.0,774.0,1168.0,187.0,1210.0,469.0,1210.0,751.0,P1,cmj-center,5
14.0,960.0,211.0,918.0,469.0,918.0,774.0,1168.0,187.0,1252.0,469.0,1210.0,751.0,P1,cmj-center,5
15.0,1001.0,211.0,918.0,469.0,918.0,774.0,1210.0,211.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,5
16.0,1001.0,234.0,918.0,493.0,918.0,774.0,1210.0,234.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,5
17.0,1001.0,258.0,918.0,493.0,918.0,774.0,1210.0,258.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,5
18.0,960.0,258.0,918.0,516.0,918.0,774.0,1210.0,258.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,5
19.0,960.0,281.0,918.0,516.0,918.0,774.0,1210.0,281.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,5
20.0,960.0,305.0,918.0,516.0,918.0,774.0,1210.0,281.0,1252.0,516.0,1210.0,774.0,P1,cmj-center,5
21.0,960.0,305.0,918.0,540.0,918.0,774.0,1210.0,305.0,1252.0,516.0,1210.0,774.0,P1,cmj-center,5
22.0,960.0,328.0,918.0,540.0,918.0,774.0,1210.0,328.0,1252.0,516.0,1210.0,774.0,P1,cmj-center,5
23.0,960.0,305.0,918.0,540.0,918.0,774.0,1210.0,305.0,1293.0,516.0,1210.0,774.0,P1,cmj-center,5
24.0,960.0,281.0,918.0,516.0,918.0,774.0,1210.0,281.0,1252.0,516.0,1210.0,774.0,P1,cmj-center,5
25.0,1001.0,281.0,918.0,516.0,918.0,774.0,1210.0,281.0,1252.0,516.0,1210.0,774.0,P1,cmj-center,5
26.0,960.0,258.0,960.0,516.0,918.0,774.0,1210.0,258.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,5
27.0,960.0,258.0,960.0,516.0,918.0,774.0,1210.0,258.0,1252.0,516.0,1210.0,774.0,P1,cmj-center,5
28.0,960.0,234.0,960.0,540.0,918.0,774.0,1210.0,234.0,1252.0,493.0,1210.0,751.0,P1,cmj-center,5
29.0,960.0,211.0,960.0,516.0,918.0,774.0,1210.0,234.0,1252.0,493.0,1210.0,774.0,P1,cmj-center,5
30.0,960.0,187.0,960.0,493.0,918.0,751.0,1210.0,187.0,1252.0,469.0,1210.0,751.0,P1,cmj-center,5
