Model,Seed,Batch_Size,Num_Epochs,Unfreeze_layers,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
1,5365,8,55,5,0.000210841,0.592735337,69.22309341,0.632811127,64.50752869,39,35,27,14,0.597497727,0.722289225,0.64878845,0.718594751,0.573985348,0.627202988,0.648137287,0.292876097,0.648137287,0.305478742
3,9053,4,60,2,0.000116381,0.658321613,59.27710571,0.673974413,56.71720276,22,44,18,31,0.461317523,0.392464806,0.385291216,0.577427673,0.692732704,0.600191223,0.542598755,0.087406746,0.542598755,0.100796094
2,866,8,50,3,0.012599744,0.705003403,52.18996353,0.686195071,53.80074692,10,52,10,43,0.100952381,0.2,0.134177215,0.437055075,0.8,0.564759663,0.5,0,0.5,0
4,8993,4,25,2,0.000816442,0.70122267,53.55544891,0.689804524,53.61027069,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
