model_22_1,train_losses,test_losses,train_accuracies,test_accuracies
1,0.6339082516980975,0.7281855953870898,tensor([71.4607], device='cuda:5'),tensor([44.5255], device='cuda:5')
2,0.5717319457718496,0.7070935807959007,tensor([73.7079], device='cuda:5'),tensor([56.2044], device='cuda:5')
3,0.5447503706712401,0.7032539479053803,tensor([75.2809], device='cuda:5'),tensor([59.1241], device='cuda:5')
4,0.5496016419335698,0.7879521459558584,tensor([75.7303], device='cuda:5'),tensor([60.5839], device='cuda:5')
5,0.5437762121136269,0.664525989633407,tensor([76.4045], device='cuda:5'),tensor([64.9635], device='cuda:5')
6,0.5525503995713223,0.7073639418086867,tensor([74.1573], device='cuda:5'),tensor([61.3139], device='cuda:5')
7,0.5460745856333314,0.6550648303797645,tensor([74.3820], device='cuda:5'),tensor([67.1533], device='cuda:5')
8,0.5446993916222219,0.7066534822874696,tensor([75.7303], device='cuda:5'),tensor([59.8540], device='cuda:5')
9,0.5513500269879116,0.7741299171517365,tensor([74.6067], device='cuda:5'),tensor([56.2044], device='cuda:5')
10,0.538990404498711,0.6952384423165425,tensor([75.2809], device='cuda:5'),tensor([62.0438], device='cuda:5')
11,0.5317204524292035,0.7265080083025633,tensor([76.4045], device='cuda:5'),tensor([59.8540], device='cuda:5')
12,0.5486010902383355,0.6850317111850655,tensor([75.7303], device='cuda:5'),tensor([62.0438], device='cuda:5')
13,0.5469941697763593,0.7061228077777111,tensor([75.5056], device='cuda:5'),tensor([57.6642], device='cuda:5')
14,0.5493658539954196,0.8233532540119477,tensor([76.1798], device='cuda:5'),tensor([51.8248], device='cuda:5')
15,0.5529761066597499,0.9033814620797651,tensor([75.0562], device='cuda:5'),tensor([44.5255], device='cuda:5')
16,0.5371068501740359,0.8218111326224613,tensor([76.4045], device='cuda:5'),tensor([50.3650], device='cuda:5')
17,0.5373521226175716,0.8421318535387081,tensor([75.9551], device='cuda:5'),tensor([49.6350], device='cuda:5')
18,0.5371079793137111,0.8851149739140142,tensor([75.5056], device='cuda:5'),tensor([44.5255], device='cuda:5')
19,0.5501455825366331,0.6978861676515454,tensor([75.2809], device='cuda:5'),tensor([56.2044], device='cuda:5')
20,0.5363522111699822,0.7399899554948737,tensor([76.1798], device='cuda:5'),tensor([56.9343], device='cuda:5')
21,0.533502724398388,0.8812732718286723,tensor([76.8539], device='cuda:5'),tensor([44.5255], device='cuda:5')
22,0.540607347917021,0.6708967798817767,tensor([76.1798], device='cuda:5'),tensor([66.4234], device='cuda:5')
23,0.5405558213759004,0.7897292536540623,tensor([75.7303], device='cuda:5'),tensor([54.0146], device='cuda:5')
24,0.5401691847972656,0.7424107650770758,tensor([76.1798], device='cuda:5'),tensor([56.9343], device='cuda:5')
25,0.5496910080481111,0.8611288283863207,tensor([73.2584], device='cuda:5'),tensor([48.1752], device='cuda:5')
26,0.5405230689584539,0.7579682604239805,tensor([76.4045], device='cuda:5'),tensor([53.2847], device='cuda:5')
27,0.5284651183010487,0.8932597276068082,tensor([76.6292], device='cuda:5'),tensor([44.5255], device='cuda:5')
28,0.5390144372254275,0.7043631581494408,tensor([75.7303], device='cuda:5'),tensor([61.3139], device='cuda:5')
29,0.5336420917778872,0.7223465338240574,tensor([76.6292], device='cuda:5'),tensor([57.6642], device='cuda:5')
30,0.535741108187129,0.6713734808629447,tensor([77.3034], device='cuda:5'),tensor([62.0438], device='cuda:5')
31,0.5419067573011591,0.8879039492050227,tensor([74.8315], device='cuda:5'),tensor([44.5255], device='cuda:5')
32,0.5464650064371945,0.6733288660536717,tensor([74.6067], device='cuda:5'),tensor([62.7737], device='cuda:5')
33,0.5406416212574819,0.7107434438092866,tensor([75.9551], device='cuda:5'),tensor([59.1241], device='cuda:5')
34,0.5528789008601328,0.9262224357493603,tensor([75.9551], device='cuda:5'),tensor([44.5255], device='cuda:5')
35,0.5355470877015189,0.8902610248892847,tensor([76.6292], device='cuda:5'),tensor([43.7956], device='cuda:5')
36,0.541282831952813,0.7816601782819651,tensor([75.2809], device='cuda:5'),tensor([57.6642], device='cuda:5')
37,0.543902709912718,0.7867655858506252,tensor([75.7303], device='cuda:5'),tensor([54.7445], device='cuda:5')
38,0.5386854534068805,0.6779978009906128,tensor([75.5056], device='cuda:5'),tensor([61.3139], device='cuda:5')
39,0.5401534578773413,0.7258905320271959,tensor([75.5056], device='cuda:5'),tensor([58.3942], device='cuda:5')
40,0.551289436187637,0.7880027707475815,tensor([73.4831], device='cuda:5'),tensor([54.0146], device='cuda:5')
41,0.5426316180925691,0.6699435993702743,tensor([75.7303], device='cuda:5'),tensor([63.5037], device='cuda:5')
42,0.5462976449661041,0.7555101239768258,tensor([74.6067], device='cuda:5'),tensor([56.9343], device='cuda:5')
43,0.544818011562476,0.7187210417141879,tensor([75.7303], device='cuda:5'),tensor([60.5839], device='cuda:5')
44,0.5439457558514027,0.694689545318158,tensor([75.7303], device='cuda:5'),tensor([59.8540], device='cuda:5')
45,0.5362865020719807,0.657496356616055,tensor([76.4045], device='cuda:5'),tensor([65.6934], device='cuda:5')
46,0.5345453556334034,0.674236327192209,tensor([76.8539], device='cuda:5'),tensor([64.9635], device='cuda:5')
