model_22_3,train_losses,test_losses,train_accuracies,test_accuracies
1,0.6124267376031999,0.5731239956000755,tensor([67.8112], device='cuda:5'),tensor([73.2759], device='cuda:5')
2,0.48523972039570623,0.7556994619040653,tensor([80.6867], device='cuda:5'),tensor([57.7586], device='cuda:5')
3,0.46266064086185504,0.7219232957938622,tensor([81.3305], device='cuda:5'),tensor([60.3448], device='cuda:5')
4,0.45236697908123163,0.7507006238246786,tensor([81.7597], device='cuda:5'),tensor([62.0690], device='cuda:5')
5,0.4732849058163524,0.6658299668081875,tensor([80.9013], device='cuda:5'),tensor([66.3793], device='cuda:5')
6,0.4638185192842852,0.7050296027084877,tensor([81.9743], device='cuda:5'),tensor([61.2069], device='cuda:5')
7,0.4586157274348541,0.8010981062362934,tensor([81.1159], device='cuda:5'),tensor([59.4828], device='cuda:5')
8,0.46225272624277763,0.6624892456778164,tensor([81.1159], device='cuda:5'),tensor([66.3793], device='cuda:5')
9,0.4623988101922391,0.6804960020657244,tensor([81.7597], device='cuda:5'),tensor([62.9310], device='cuda:5')
10,0.4531909018882866,0.7281889113886603,tensor([82.4034], device='cuda:5'),tensor([59.4828], device='cuda:5')
11,0.4538151312283692,0.6722285932508009,tensor([81.5451], device='cuda:5'),tensor([64.6552], device='cuda:5')
12,0.46054603498381097,0.6104099031152397,tensor([81.1159], device='cuda:5'),tensor([69.8276], device='cuda:5')
13,0.46907973839489686,0.6819504992715244,tensor([80.9013], device='cuda:5'),tensor([63.7931], device='cuda:5')
14,0.4606959355491425,0.716632024995212,tensor([81.3305], device='cuda:5'),tensor([60.3448], device='cuda:5')
15,0.4675496435472382,0.699467917968487,tensor([80.2575], device='cuda:5'),tensor([64.6552], device='cuda:5')
16,0.4672961035511524,0.7025836171775028,tensor([81.3305], device='cuda:5'),tensor([64.6552], device='cuda:5')
17,0.45780368373117736,0.6405517685002294,tensor([81.3305], device='cuda:5'),tensor([68.1034], device='cuda:5')
18,0.4677936166141166,0.7270877464064236,tensor([80.2575], device='cuda:5'),tensor([62.0690], device='cuda:5')
19,0.4599783910446413,0.790893959588018,tensor([82.1888], device='cuda:5'),tensor([60.3448], device='cuda:5')
20,0.46424112951806684,0.7683669575329485,tensor([81.3305], device='cuda:5'),tensor([61.2069], device='cuda:5')
21,0.4561025713902175,0.6756832126913399,tensor([81.5451], device='cuda:5'),tensor([64.6552], device='cuda:5')
22,0.44992534221497726,0.7220113976248379,tensor([83.0472], device='cuda:5'),tensor([62.9310], device='cuda:5')
23,0.45626306201255373,0.6035288079031582,tensor([81.7597], device='cuda:5'),tensor([71.5517], device='cuda:5')
24,0.46059489250183105,0.6437785091071293,tensor([80.9013], device='cuda:5'),tensor([67.2414], device='cuda:5')
25,0.45304569602012634,0.6061979861095034,tensor([80.9013], device='cuda:5'),tensor([69.8276], device='cuda:5')
26,0.47759248488962397,0.6144619090803738,tensor([80.0429], device='cuda:5'),tensor([69.8276], device='cuda:5')
27,0.4564410407144113,0.7062878567596962,tensor([81.5451], device='cuda:5'),tensor([62.9310], device='cuda:5')
28,0.45939164842147173,0.7024186623507532,tensor([81.7597], device='cuda:5'),tensor([62.9310], device='cuda:5')
29,0.46708270024843995,0.6037567751160984,tensor([80.4721], device='cuda:5'),tensor([70.6897], device='cuda:5')
30,0.4603228095774998,0.7563847817223648,tensor([80.9013], device='cuda:5'),tensor([59.4828], device='cuda:5')
31,0.4545665842524926,0.634036621143078,tensor([80.6867], device='cuda:5'),tensor([65.5172], device='cuda:5')
32,0.46276664567607667,0.7227645290308985,tensor([80.9013], device='cuda:5'),tensor([60.3448], device='cuda:5')
33,0.4560566208137463,0.7546665976787436,tensor([81.3305], device='cuda:5'),tensor([58.6207], device='cuda:5')
34,0.4595203800006997,0.7395237519823271,tensor([81.5451], device='cuda:5'),tensor([59.4828], device='cuda:5')
35,0.4720438644609738,0.7600974522787949,tensor([80.6867], device='cuda:5'),tensor([58.6207], device='cuda:5')
36,0.45528822037283445,0.5952155302310812,tensor([81.7597], device='cuda:5'),tensor([70.6897], device='cuda:5')
37,0.46986892435683714,0.6364430374112623,tensor([80.6867], device='cuda:5'),tensor([66.3793], device='cuda:5')
38,0.46069327022384676,0.8122310494554454,tensor([81.5451], device='cuda:5'),tensor([57.7586], device='cuda:5')
39,0.4636249345259605,0.5869925762044972,tensor([80.6867], device='cuda:5'),tensor([70.6897], device='cuda:5')
40,0.4706842504089994,0.6762342925729423,tensor([80.9013], device='cuda:5'),tensor([62.9310], device='cuda:5')
41,0.47302412564662394,0.7359541983440004,tensor([79.1845], device='cuda:5'),tensor([60.3448], device='cuda:5')
42,0.4658381654980868,0.716122919115527,tensor([81.3305], device='cuda:5'),tensor([60.3448], device='cuda:5')
43,0.4576789420817543,0.7846025886206791,tensor([80.9013], device='cuda:5'),tensor([58.6207], device='cuda:5')
44,0.4569558265894779,0.5954399951573076,tensor([82.1888], device='cuda:5'),tensor([70.6897], device='cuda:5')
45,0.4521619127543699,0.649663337345781,tensor([82.1888], device='cuda:5'),tensor([68.1034], device='cuda:5')
46,0.4671351398009599,0.7988219692789275,tensor([81.1159], device='cuda:5'),tensor([58.6207], device='cuda:5')
47,0.46157142660648526,0.7407935158959751,tensor([80.9013], device='cuda:5'),tensor([59.4828], device='cuda:5')
48,0.44905951197055277,0.6189316798900736,tensor([83.0472], device='cuda:5'),tensor([68.1034], device='cuda:5')
49,0.47567179351405525,0.7045442934693962,tensor([81.1159], device='cuda:5'),tensor([60.3448], device='cuda:5')
50,0.4476907923497867,0.6094017604301716,tensor([81.7597], device='cuda:5'),tensor([68.1034], device='cuda:5')
51,0.4503947105018878,0.7116091641886481,tensor([81.3305], device='cuda:5'),tensor([61.2069], device='cuda:5')
52,0.45340826698127223,0.7585852886068409,tensor([81.5451], device='cuda:5'),tensor([59.4828], device='cuda:5')
53,0.4575115076462087,0.6709873737960026,tensor([81.3305], device='cuda:5'),tensor([65.5172], device='cuda:5')
54,0.46369423694876644,0.6035228330513527,tensor([81.3305], device='cuda:5'),tensor([72.4138], device='cuda:5')
55,0.4617518794127288,0.6614257754950688,tensor([81.1159], device='cuda:5'),tensor([64.6552], device='cuda:5')
56,0.4683308174170138,0.707414370158623,tensor([80.2575], device='cuda:5'),tensor([62.0690], device='cuda:5')
57,0.44913972447358486,0.6724881036528225,tensor([82.6180], device='cuda:5'),tensor([63.7931], device='cuda:5')
58,0.4551836218956714,0.6045741993805458,tensor([82.1888], device='cuda:5'),tensor([70.6897], device='cuda:5')
59,0.4669983407458522,0.6485040989415399,tensor([80.4721], device='cuda:5'),tensor([68.9655], device='cuda:5')
60,0.458581701624547,0.6584742603630855,tensor([81.5451], device='cuda:5'),tensor([65.5172], device='cuda:5')
