model_22_4,train_losses,test_losses,train_accuracies,test_accuracies
1,0.6767795486696835,0.6735520979105416,tensor([54.9569], device='cuda:5'),tensor([64.4068], device='cuda:5')
2,0.6565319494954471,0.7221138497530404,tensor([58.8362], device='cuda:5'),tensor([47.4576], device='cuda:5')
3,0.6374008408908186,0.6824754345214973,tensor([63.7931], device='cuda:5'),tensor([60.1695], device='cuda:5')
4,0.6248662245684656,0.6860798516515958,tensor([66.3793], device='cuda:5'),tensor([57.6271], device='cuda:5')
5,0.6158718137905516,0.702551142644074,tensor([65.9483], device='cuda:5'),tensor([59.3220], device='cuda:5')
6,0.6193965714553307,0.6858771867671255,tensor([67.6724], device='cuda:5'),tensor([57.6271], device='cuda:5')
7,0.612983361400407,0.6871793290316048,tensor([67.0259], device='cuda:5'),tensor([57.6271], device='cuda:5')
8,0.6154119238771242,0.6755117208270703,tensor([65.9483], device='cuda:5'),tensor([58.4746], device='cuda:5')
9,0.6181236330805153,0.7049897404040321,tensor([67.2414], device='cuda:5'),tensor([59.3220], device='cuda:5')
10,0.62238426455136,0.7059737949048058,tensor([67.6724], device='cuda:5'),tensor([59.3220], device='cuda:5')
11,0.6108754996595711,0.6827404256594383,tensor([67.0259], device='cuda:5'),tensor([60.1695], device='cuda:5')
12,0.6090002018829872,0.6775605082511902,tensor([67.8879], device='cuda:5'),tensor([59.3220], device='cuda:5')
13,0.6088534095164003,0.6907855029833518,tensor([65.7328], device='cuda:5'),tensor([56.7797], device='cuda:5')
14,0.6146180629730225,0.6920515874684867,tensor([67.2414], device='cuda:5'),tensor([60.1695], device='cuda:5')
15,0.6184308641943438,0.7257106728472952,tensor([67.0259], device='cuda:5'),tensor([56.7797], device='cuda:5')
16,0.6175967341866987,0.7060999496508453,tensor([66.1638], device='cuda:5'),tensor([60.1695], device='cuda:5')
17,0.6061433009032545,0.715102115930137,tensor([67.8879], device='cuda:5'),tensor([57.6271], device='cuda:5')
18,0.6033929098269035,0.7027451153528892,tensor([68.7500], device='cuda:5'),tensor([59.3220], device='cuda:5')
19,0.6092726475205915,0.7357960888894938,tensor([67.0259], device='cuda:5'),tensor([57.6271], device='cuda:5')
20,0.610254665900921,0.6970024078579272,tensor([67.4569], device='cuda:5'),tensor([59.3220], device='cuda:5')
21,0.608752688457226,0.6920470504437463,tensor([67.0259], device='cuda:5'),tensor([59.3220], device='cuda:5')
22,0.6051553374734419,0.6986213619426146,tensor([67.2414], device='cuda:5'),tensor([56.7797], device='cuda:5')
23,0.6152713966780695,0.6982551116054341,tensor([66.5948], device='cuda:5'),tensor([57.6271], device='cuda:5')
24,0.6076243684209627,0.7080297510502702,tensor([67.6724], device='cuda:5'),tensor([57.6271], device='cuda:5')
25,0.6083428510304155,0.6847827798229152,tensor([67.2414], device='cuda:5'),tensor([60.1695], device='cuda:5')
26,0.603568651552858,0.683101484331034,tensor([67.6724], device='cuda:5'),tensor([60.1695], device='cuda:5')
27,0.6080908127899828,0.6981776781001333,tensor([67.0259], device='cuda:5'),tensor([55.9322], device='cuda:5')
28,0.6083647608757019,0.6844213604927063,tensor([66.1638], device='cuda:5'),tensor([59.3220], device='cuda:5')
29,0.6106157189813154,0.6908566881034334,tensor([67.0259], device='cuda:5'),tensor([60.1695], device='cuda:5')
30,0.6050296333329431,0.6876072580531493,tensor([68.3190], device='cuda:5'),tensor([58.4746], device='cuda:5')
31,0.6131425232722841,0.7868382072044631,tensor([67.0259], device='cuda:5'),tensor([54.2373], device='cuda:5')
32,0.6077717604308293,0.6927584823915514,tensor([67.0259], device='cuda:5'),tensor([57.6271], device='cuda:5')
33,0.6089927132787376,0.6906815585443529,tensor([66.5948], device='cuda:5'),tensor([59.3220], device='cuda:5')
34,0.6026881892105629,0.6850894729969865,tensor([67.4569], device='cuda:5'),tensor([59.3220], device='cuda:5')
35,0.6071429581477724,0.6947605246204441,tensor([67.4569], device='cuda:5'),tensor([57.6271], device='cuda:5')
36,0.602591467314753,0.6863986021381313,tensor([67.6724], device='cuda:5'),tensor([57.6271], device='cuda:5')
37,0.6093588779712545,0.6920604938167637,tensor([67.6724], device='cuda:5'),tensor([58.4746], device='cuda:5')
38,0.6017029388197537,0.6891936639607963,tensor([68.5345], device='cuda:5'),tensor([61.0169], device='cuda:5')
39,0.6075630912493015,0.6998062345941188,tensor([66.5948], device='cuda:5'),tensor([56.7797], device='cuda:5')
40,0.6070173629399004,0.6784445986909381,tensor([66.3793], device='cuda:5'),tensor([61.8644], device='cuda:5')
41,0.6079128764826676,0.6939631478261139,tensor([67.6724], device='cuda:5'),tensor([59.3220], device='cuda:5')
42,0.6096673448537958,0.6821023943060536,tensor([67.0259], device='cuda:5'),tensor([60.1695], device='cuda:5')
43,0.6086313498431238,0.679841982106031,tensor([67.4569], device='cuda:5'),tensor([61.0169], device='cuda:5')
44,0.6047626415203358,0.6908764657327684,tensor([68.3190], device='cuda:5'),tensor([58.4746], device='cuda:5')
45,0.6057030219456245,0.7000014488979921,tensor([68.1034], device='cuda:5'),tensor([57.6271], device='cuda:5')
46,0.611153649872747,0.6823221283443903,tensor([67.2414], device='cuda:5'),tensor([60.1695], device='cuda:5')
47,0.6152942530040083,0.6813782392922094,tensor([65.7328], device='cuda:5'),tensor([60.1695], device='cuda:5')
48,0.60966412979981,0.6848004672486904,tensor([67.2414], device='cuda:5'),tensor([59.3220], device='cuda:5')
49,0.6037365999715082,0.6867318820145171,tensor([67.6724], device='cuda:5'),tensor([59.3220], device='cuda:5')
50,0.6064588735843527,0.7015736385927362,tensor([67.2414], device='cuda:5'),tensor([58.4746], device='cuda:5')
51,0.6071852394219103,0.6853169687723709,tensor([67.8879], device='cuda:5'),tensor([60.1695], device='cuda:5')
52,0.6053137111252752,0.6946710004644879,tensor([67.0259], device='cuda:5'),tensor([59.3220], device='cuda:5')
53,0.60142481018757,0.6855489399473546,tensor([68.3190], device='cuda:5'),tensor([60.1695], device='cuda:5')
54,0.608641512435058,0.6971448296207493,tensor([66.5948], device='cuda:5'),tensor([56.7797], device='cuda:5')
55,0.6125461967854664,0.6894207111859726,tensor([66.5948], device='cuda:5'),tensor([58.4746], device='cuda:5')
56,0.605702341630541,0.694279203980656,tensor([67.6724], device='cuda:5'),tensor([57.6271], device='cuda:5')
57,0.6088146392641396,0.7656473244650889,tensor([67.6724], device='cuda:5'),tensor([57.6271], device='cuda:5')
58,0.6084751661481529,0.6924684805385137,tensor([65.7328], device='cuda:5'),tensor([57.6271], device='cuda:5')
59,0.6136542846416605,0.6816130613876601,tensor([64.8707], device='cuda:5'),tensor([60.1695], device='cuda:5')
60,0.6026284078071857,0.7088151624647238,tensor([67.8879], device='cuda:5'),tensor([61.0169], device='cuda:5')
61,0.6060191757720093,0.687407150106915,tensor([67.6724], device='cuda:5'),tensor([59.3220], device='cuda:5')
62,0.6063564820536251,0.6882081536923425,tensor([66.8103], device='cuda:5'),tensor([59.3220], device='cuda:5')
63,0.611481714865257,0.6831096784543182,tensor([67.0259], device='cuda:5'),tensor([60.1695], device='cuda:5')
64,0.6159361570045866,0.8066999104063389,tensor([66.1638], device='cuda:5'),tensor([54.2373], device='cuda:5')
65,0.6095060433807045,0.6899103976912417,tensor([68.3190], device='cuda:5'),tensor([58.4746], device='cuda:5')
66,0.608554482460022,0.6879429160538366,tensor([67.2414], device='cuda:5'),tensor([58.4746], device='cuda:5')
67,0.6109521332485922,0.6813425573252015,tensor([66.5948], device='cuda:5'),tensor([60.1695], device='cuda:5')
68,0.6072847874000155,0.7065030952631417,tensor([66.3793], device='cuda:5'),tensor([59.3220], device='cuda:5')
69,0.6068112870742535,0.6846698967076964,tensor([67.6724], device='cuda:5'),tensor([58.4746], device='cuda:5')
70,0.6017031880288288,0.6882597905094341,tensor([67.4569], device='cuda:5'),tensor([59.3220], device='cuda:5')
71,0.6091180412933744,0.8153975333197642,tensor([66.5948], device='cuda:5'),tensor([48.3051], device='cuda:5')
72,0.6018827413690502,0.7050045304379221,tensor([68.1034], device='cuda:5'),tensor([57.6271], device='cuda:5')
73,0.60746904231351,0.68491887844215,tensor([67.2414], device='cuda:5'),tensor([59.3220], device='cuda:5')
74,0.6117129387526676,0.6948631729109812,tensor([67.0259], device='cuda:5'),tensor([57.6271], device='cuda:5')
75,0.6062335772760983,0.6802790973146083,tensor([67.0259], device='cuda:5'),tensor([61.8644], device='cuda:5')
76,0.6052022062498947,0.6865458852153713,tensor([67.0259], device='cuda:5'),tensor([59.3220], device='cuda:5')
77,0.6084839896909122,0.6930772803597531,tensor([67.8879], device='cuda:5'),tensor([57.6271], device='cuda:5')
78,0.6083468794822693,0.6829436471906759,tensor([67.0259], device='cuda:5'),tensor([60.1695], device='cuda:5')
79,0.6089889551031178,0.6902130842208862,tensor([67.2414], device='cuda:5'),tensor([58.4746], device='cuda:5')
