model_1_3,train_losses,test_losses,train_accuracies,test_accuracies
1,0.6978544549368993,0.7199174689835516,tensor([51.2876], device='cuda:1'),tensor([52.5862], device='cuda:1')
2,0.6790976115050745,0.984193113343469,tensor([53.4335], device='cuda:1'),tensor([52.5862], device='cuda:1')
3,0.6825473610423666,0.6625741864072865,tensor([51.7167], device='cuda:1'),tensor([70.6897], device='cuda:1')
4,0.662307658164798,0.8230952517739658,tensor([57.2961], device='cuda:1'),tensor([62.9310], device='cuda:1')
5,0.6478531555044804,0.6384465067551054,tensor([62.4464], device='cuda:1'),tensor([61.2069], device='cuda:1')
6,0.6216979367026956,0.7417040631688875,tensor([64.3777], device='cuda:1'),tensor([52.5862], device='cuda:1')
7,0.5923598951024559,0.6931631622900223,tensor([68.4549], device='cuda:1'),tensor([65.5172], device='cuda:1')
8,0.5880222417765932,0.7136932071940653,tensor([70.3863], device='cuda:1'),tensor([55.1724], device='cuda:1')
9,0.5248802757058533,0.985909306797488,tensor([74.2489], device='cuda:1'),tensor([46.5517], device='cuda:1')
10,0.5040477787987868,0.876237100568311,tensor([76.8240], device='cuda:1'),tensor([47.4138], device='cuda:1')
11,0.49490394657517706,1.0406172627518917,tensor([77.8970], device='cuda:1'),tensor([50.], device='cuda:1')
12,0.3941682046319282,1.7016141996638656,tensor([81.1159], device='cuda:1'),tensor([45.6897], device='cuda:1')
13,0.31952052285231236,2.09067308046285,tensor([86.4807], device='cuda:1'),tensor([47.4138], device='cuda:1')
14,0.36309150584010097,1.5184407809685017,tensor([85.4077], device='cuda:1'),tensor([43.9655], device='cuda:1')
15,0.28121275892840947,1.4459122994850422,tensor([89.2704], device='cuda:1'),tensor([53.4483], device='cuda:1')
16,0.24057371349997275,1.3768885772803734,tensor([89.9142], device='cuda:1'),tensor([48.2759], device='cuda:1')
17,0.2470323561406954,1.3110031660260826,tensor([89.4850], device='cuda:1'),tensor([51.7241], device='cuda:1')
18,0.1970568444467921,1.4462778326445098,tensor([93.5622], device='cuda:1'),tensor([53.4483], device='cuda:1')
19,0.23471368660614725,1.4072189680461227,tensor([91.8455], device='cuda:1'),tensor([48.2759], device='cuda:1')
20,0.11993748384883603,1.8931282738159443,tensor([96.1373], device='cuda:1'),tensor([42.2414], device='cuda:1')
21,0.1911075233677682,1.8402471180748323,tensor([94.4206], device='cuda:1'),tensor([46.5517], device='cuda:1')
22,0.09602166658822975,2.1562257603388923,tensor([97.2103], device='cuda:1'),tensor([47.4138], device='cuda:1')
23,0.09577228599068081,1.7463720384342918,tensor([97.2103], device='cuda:1'),tensor([47.4138], device='cuda:1')
