model_1_1,train_losses,test_losses,train_accuracies,test_accuracies
1,0.6827597527021773,0.6381330596704553,tensor([55.2809], device='cuda:1'),tensor([63.5037], device='cuda:1')
25,0.005561654011096303,2.1125647419125495,tensor([100.], device='cuda:1'),tensor([54.0146], device='cuda:1')
26,0.2046143114944826,1.2194621643989625,tensor([93.9326], device='cuda:1'),tensor([56.9343], device='cuda:1')
27,0.13752086979201,1.4766727896117482,tensor([95.9551], device='cuda:1'),tensor([59.1241], device='cuda:1')
28,0.03553833745346729,1.7124736343857145,tensor([98.8764], device='cuda:1'),tensor([59.1241], device='cuda:1')
29,0.1341865043124456,1.7226275629805823,tensor([95.7303], device='cuda:1'),tensor([45.9854], device='cuda:1')
30,0.030937228387410053,1.8996030253215428,tensor([99.1011], device='cuda:1'),tensor([56.9343], device='cuda:1')
31,0.02777995396381914,1.8327787836102674,tensor([98.6517], device='cuda:1'),tensor([57.6642], device='cuda:1')
32,0.09721214987672447,1.0180502714466875,tensor([96.8539], device='cuda:1'),tensor([64.2336], device='cuda:1')
33,0.07914988945311542,1.4141351004151532,tensor([97.9775], device='cuda:1'),tensor([57.6642], device='cuda:1')
34,0.00693800645524615,1.7305534181803683,tensor([99.7753], device='cuda:1'),tensor([59.1241], device='cuda:1')
35,0.07984424832409766,1.7872822532688615,tensor([99.1011], device='cuda:1'),tensor([59.8540], device='cuda:1')
36,0.0006016126382092715,1.930579249876259,tensor([100.], device='cuda:1'),tensor([57.6642], device='cuda:1')
37,0.10633979968760277,2.567715261974474,tensor([98.8764], device='cuda:1'),tensor([58.3942], device='cuda:1')
38,0.00044110421001145305,2.4186659372636004,tensor([100.], device='cuda:1'),tensor([59.8540], device='cuda:1')
39,0.002395896094924282,2.5967860596023336,tensor([99.7753], device='cuda:1'),tensor([59.1241], device='cuda:1')
40,0.1311916202285083,3.2877840096879596,tensor([98.4270], device='cuda:1'),tensor([56.9343], device='cuda:1')
41,0.23020841958461685,1.363202558973138,tensor([95.0562], device='cuda:1'),tensor([59.8540], device='cuda:1')
42,0.11863352733290115,1.3882153160380621,tensor([96.1798], device='cuda:1'),tensor([58.3942], device='cuda:1')
43,0.1444552522696806,1.3151070351583245,tensor([94.8315], device='cuda:1'),tensor([56.9343], device='cuda:1')
44,0.0226594799103214,1.8081112720452956,tensor([99.3258], device='cuda:1'),tensor([59.8540], device='cuda:1')
45,0.009633956989927448,1.8294510169729699,tensor([99.5506], device='cuda:1'),tensor([59.1241], device='cuda:1')
46,0.002801428558119328,2.0245824638400634,tensor([100.], device='cuda:1'),tensor([54.0146], device='cuda:1')
47,0.08013167816337383,1.8920549340274213,tensor([98.8764], device='cuda:1'),tensor([57.6642], device='cuda:1')
48,0.18135758252458625,1.1851692391138007,tensor([96.1798], device='cuda:1'),tensor([60.5839], device='cuda:1')
49,0.1637974821784523,1.1502753557079899,tensor([95.9551], device='cuda:1'),tensor([51.8248], device='cuda:1')
50,0.017231845024324368,1.6959633653181312,tensor([99.7753], device='cuda:1'),tensor([56.9343], device='cuda:1')
51,0.05838268765868368,1.9559859324545756,tensor([99.3258], device='cuda:1'),tensor([58.3942], device='cuda:1')
52,0.0011396086145273483,2.385099096019773,tensor([100.], device='cuda:1'),tensor([58.3942], device='cuda:1')
53,0.07252851998066975,2.624219692101444,tensor([98.4270], device='cuda:1'),tensor([59.8540], device='cuda:1')
54,0.07377030816991301,1.93293154060188,tensor([98.2022], device='cuda:1'),tensor([59.8540], device='cuda:1')
55,0.008043405670853165,2.033182899447253,tensor([99.5506], device='cuda:1'),tensor([52.5547], device='cuda:1')
