model_134_3,train_losses,test_losses,train_accuracies,test_accuracies
1,0.2081332764400433,0.025900560206380385,48,52
2,0.022623405180263928,0.020490127390828627,47,47
3,0.018058830960114115,0.018703549586493392,46,52
4,0.020318973729538815,0.022197358567139197,51,47
5,0.016424470449210235,0.021129784912898623,49,47
6,0.014012600091393925,0.017875915971295588,45,52
7,0.013560312116606552,0.01794038044995275,51,47
8,0.013454153046587506,0.01725084668603437,53,59
9,0.013127568069957357,0.01685951341842783,58,59
10,0.013178205797089016,0.016766420212285273,57,56
11,0.013173851844067226,0.016875822996271068,55,57
12,0.013045893462430765,0.016833742630892788,57,57
13,0.013056992077520476,0.01675339248673669,58,57
14,0.01310438186313973,0.016780057343943364,57,56
15,0.013040575090907674,0.016810747570004957,57,56
16,0.013004455443615566,0.016771879175613666,57,56
17,0.013033377638190602,0.016761480734266084,57,56
18,0.013025257336735215,0.016794317755205877,57,56
19,0.01297818041154755,0.016778748097090887,58,56
20,0.012979398213742629,0.016758778999591696,57,55
21,0.012986867085035266,0.016778860112716412,58,54
22,0.012956197809252104,0.016778057505344522,58,55
23,0.012939210741305045,0.016764562705467487,58,54
24,0.012939646264514186,0.01677171012450909,58,54
25,0.01292795787041791,0.016778518413675243,57,53
26,0.012909600535175831,0.01678375951175032,58,55
27,0.012890510037221622,0.01678808033466339,57,55
28,0.012873448399515111,0.01679873569258328,57,56
29,0.01286683676068875,0.01685473631168234,58,57
30,0.012759304993142385,0.016793550602320968,61,55
31,0.012986863759454228,0.016876429319381714,57,54
32,0.013229838640393106,0.01719048876186897,56,56
33,0.012883757700735918,0.016977992551080113,62,56
34,0.012737312414103823,0.01754568157524898,61,56
35,0.01335828984755815,0.0170077429763202,58,56
36,0.012917784150577922,0.016946654895256305,60,60
37,0.012799671279514296,0.016687532437258755,59,54
38,0.012881668852122557,0.016774943162655008,60,56
39,0.012641809528989342,0.016829241452545954,61,56
40,0.012623512437926853,0.016970478255173255,62,56
41,0.012724821915442339,0.016925620107815183,62,56
42,0.012563115793236336,0.016995569755291116,63,57
43,0.01256992837390163,0.016918711621185828,63,58
44,0.012535143947396667,0.016924598607523687,63,59
45,0.012660096003773899,0.01659015591802268,63,58
46,0.012318494365962279,0.01774560788582111,64,57
47,0.012955841588360046,0.016610362920267827,62,56
48,0.012788154792376343,0.016803306238404637,60,60
49,0.012308589890279484,0.017330955328612493,63,56
50,0.01331674413108007,0.016592972237488318,57,60
51,0.012520646204764238,0.016587999874147875,62,57
52,0.012572971280552287,0.01674638945480873,61,58
53,0.012429651016841119,0.016798782965232587,63,60
54,0.012505437683138212,0.016708904813075888,62,58
55,0.012404095589347151,0.0166278003618635,62,57
56,0.012226943166470834,0.016872834542701984,63,60
57,0.01253924106323668,0.016936917243332697,63,56
58,0.012540133214303865,0.01720538581239766,63,57
59,0.012322099935343337,0.01737256348133087,63,56
60,0.012544041155745544,0.01700927676825688,63,54
61,0.012257048180686557,0.01725426470411235,64,57
62,0.012233626433196497,0.018995992582419824,63,59
63,0.014823770957954964,0.01760864925795588,54,52
64,0.013690866625871781,0.019708414529931956,50,52
65,0.014193938397542601,0.018144069046809756,56,52
66,0.014172606585875089,0.017833726673290647,52,61
67,0.013897060580519647,0.018032631997404427,54,48
68,0.013143068603179996,0.016933730450169795,56,57
69,0.013517990260676765,0.017275841071687895,56,60
70,0.01282826155552025,0.01677458707628579,62,61
71,0.01299315115412929,0.01774671879307977,61,57
72,0.013310293271306247,0.017320310247355496,56,53
73,0.012881662200960478,0.01670651137828827,59,60
74,0.012619262217452087,0.017165976865538234,62,59
75,0.01314682970742811,0.016615410303247386,59,62
76,0.01252228648365823,0.016507830599258685,64,57
77,0.012516533100553848,0.01727982379239181,63,62
78,0.012990425968374818,0.016931822587703836,58,56
79,0.012277436358734262,0.01762435662335363,63,61
80,0.013110821339193843,0.016727798457803398,62,60
81,0.012456852479042414,0.016638449553785652,63,62
82,0.01172797164436062,0.029961830583111995,65,57
83,0.014208630814572772,0.01723710576008106,57,60
84,0.013079451389067163,0.016816822619273745,58,62
85,0.013072892959537424,0.016549889383644892,58,57
86,0.013049702659696981,0.01713129158677726,57,57
87,0.012855232145653261,0.016633919600782723,59,56
88,0.01279614961710099,0.01645336428592945,59,58
89,0.012840242472840992,0.016824503397119456,57,60
90,0.01255274215481312,0.016681408060008084,62,55
91,0.012766537620274293,0.01667339997044925,61,53
92,0.012665426014830627,0.01683206650717505,58,60
93,0.012426530470663897,0.016885985588205272,62,56
94,0.013558797314443302,0.01759152782374415,59,48
95,0.01334109608195882,0.01772403562891072,53,61
96,0.013261495997465731,0.016704456559542953,55,58
97,0.013488065787139368,0.017093561332801294,55,60
98,0.013031866033701427,0.01683708049100021,59,57
99,0.01294825325196393,0.016711636350072664,58,57
100,0.013121625256640717,0.016930427016883062,56,59
101,0.012736000472383949,0.016874925329767424,62,56
102,0.012872606643791362,0.016885962465713764,60,55
103,0.012898861722373143,0.01696893110357482,60,55
104,0.012573380199113117,0.016955241047102828,62,55
105,0.012924044940604673,0.016854407458469785,60,60
106,0.012756955086417464,0.01688583400742761,62,56
107,0.012460191234498576,0.017013699843965727,63,55
108,0.013009350187277077,0.016808818126546925,60,59
109,0.012613149159967644,0.016771076054408633,62,62
110,0.012374538720421525,0.017088926044003718,63,57
111,0.013012040070709753,0.01673792867824949,60,60
112,0.012530940029242519,0.01671300314623734,63,62
113,0.012363540896018687,0.018441016304081882,63,62
114,0.013393839285609036,0.01700765048635417,57,56
115,0.012899153733969758,0.016601693527451878,58,57
116,0.012639189610665449,0.01701993777834136,63,58
117,0.013011382884733667,0.016853803704524863,60,56
118,0.012350968792714787,0.016826459046067863,64,61
119,0.012512611728881051,0.01701749296023928,63,61
120,0.01309237664349601,0.016995234736080826,59,57
121,0.012594971150287742,0.0169657119389238,61,56
122,0.012505115229684395,0.017003609702504915,62,59
123,0.012889800921018543,0.016622312623879004,60,61
124,0.012669373223709958,0.016758567300336116,62,62
125,0.012440214213383555,0.0169560929824566,64,56
126,0.012739813123138165,0.016914598900696326,63,57
127,0.012550029120220135,0.016851805921258598,62,54
128,0.012172795032738616,0.016908593732735205,64,60
129,0.012533701924295385,0.017001021524955487,63,61
130,0.012722439136627918,0.016639178683017862,61,62
