Model,Seed,No_of_Hidden_Layers,No_of_Hidden_Units,Batch_Size,Num_Epochs,Learning_Rate,Training_Loss,Training_Accuracy,Testing_Loss,Testing_Accuracy,True_positive,True_negative,False_positive,False_negative,Precision_PositivePredictedValue,Recall_TruePositiveRate,F1_score_positive_class,NegativePredictedValue,Specificity_TrueNegativeRate,F1_score_negative_class,ROC_AUC_score,Cohen_kappa_score,Balanced_accuracy,Matthews_correlation_coefficient
29,3151,1,60,16,80,0.000319493,0.047211082,49.8,0.045406813,57.6,8,59,3,45,0.420669935,0.15690281,0.21558717,0.569583672,0.944325293,0.707984502,0.550614052,0.105418383,0.550614052,0.128694787
44,7800,1,150,56,50,0.000889741,0.015983039,53.8,0.015102477,57.2,18,49,13,35,0.515645142,0.326197481,0.36646041,0.572823448,0.773677838,0.646796784,0.549937659,0.104296658,0.549937659,0.128759833
121,8593,1,60,32,125,0.003491692,0.023581424,53,0.024121926,56.8,17,49,13,36,0.622125604,0.322146726,0.392644592,0.571048898,0.777178116,0.65406255,0.549662421,0.103767263,0.549662421,0.132843943
9,5037,2,45,40,200,0.000745338,0.024961588,49.6,0.018591332,56,32,33,28,21,0.517082588,0.576893062,0.517891391,0.484420261,0.525457125,0.499092212,0.551175093,0.102054059,0.551175093,0.10202383
107,7531,1,125,56,60,0.00078719,0.013230153,54.2,0.015045639,56.8,22,44,18,31,0.428635283,0.414617425,0.407894488,0.591454988,0.678236476,0.613653894,0.54642695,0.093647165,0.54642695,0.097865177
126,2402,2,110,8,130,0.001723606,0.08777847,56.8,0.086902893,56.2,15,51,11,38,0.679370758,0.272268658,0.32797875,0.56732271,0.818158623,0.663973504,0.545213641,0.093330705,0.545213641,0.125118039
98,4740,2,145,8,185,0.002090718,0.086304399,58.2,0.086683895,56.6,17,49,13,36,0.514223132,0.314640965,0.373891017,0.574258357,0.779438573,0.658440991,0.547039769,0.0932279,0.547039769,0.093129982
102,7365,2,10,48,120,0.002478467,0.016482063,51,0.017952384,55.8,24,41,21,29,0.649361764,0.447144149,0.432442425,0.543677893,0.642020486,0.560131345,0.544582318,0.090348243,0.544582318,0.105332774
117,1203,2,105,40,160,0.000988052,0.020091375,49,0.018683599,55,14,50,11,39,0.406093624,0.261618865,0.27186752,0.576103908,0.825691164,0.661245315,0.543655015,0.086216055,0.543655015,0.0858562
15,4120,1,120,56,70,0.000206048,0.013081985,52.8,0.014789532,56.8,10,56,6,43,0.25,0.185523156,0.212971138,0.567672134,0.894262295,0.688707042,0.539892726,0.080042652,0.539892726,0.082729169
52,2074,3,15,24,20,0.008959135,0.034459996,46.8,0.030233869,56,8,57,5,45,0.380952381,0.15407178,0.210050674,0.559486839,0.920283572,0.692567821,0.537177676,0.077468932,0.537177676,0.093046594
71,6891,2,165,32,45,0.001382867,0.036010902,51.2,0.02427032,54.8,21,43,18,32,0.459809271,0.375799909,0.358790808,0.455589559,0.699201434,0.5488138,0.537500672,0.077119088,0.537500672,0.088258463
23,3511,3,95,16,75,0.000140671,0.045443066,52.8,0.045729892,56.2,5,61,1,48,0.484705882,0.093582498,0.153115176,0.555389395,0.977115385,0.706743421,0.535348941,0.076311358,0.535348941,0.123781946
45,239,1,80,8,150,0.000651464,0.10113284,53.2,0.090110414,54.6,22,41,21,31,0.647049361,0.399915571,0.399448131,0.56745253,0.676329109,0.592661434,0.53812234,0.075146083,0.53812234,0.106345897
3,2115,2,115,16,45,0.000384795,0.050667754,49.8,0.04582132,54.6,12,52,10,41,0.429955477,0.23083575,0.279420581,0.565765818,0.844247975,0.668173729,0.537541863,0.0750063,0.537541863,0.081333805
57,6143,3,160,8,100,0.002181961,0.091125414,53.4,0.088496686,55.4,9,55,6,44,0.327936508,0.174545455,0.214433245,0.561480956,0.897090164,0.68318372,0.535817809,0.074815628,0.535817809,0.080164738
12,1277,3,145,40,25,0.00275255,0.038036431,50.8,0.018936543,55.4,22,43,19,31,0.326268223,0.400654178,0.34547711,0.6666978,0.673549544,0.548041801,0.537101861,0.073954596,0.537101861,0.090357749
43,7185,1,45,256,50,0.000218954,0.003026531,53,0.0059419,56.2,16,49,13,37,0.477117794,0.295819433,0.324858094,0.558298006,0.774727488,0.625963816,0.535273461,0.072074087,0.535273461,0.091317545
94,7703,2,155,256,30,0.003233399,0.002985718,49.8,0.005868737,56,18,46,15,35,0.343368421,0.337832951,0.32006617,0.569755795,0.73341954,0.598985457,0.535626245,0.070913313,0.535626245,0.075785218
95,7348,1,30,32,35,0.008696223,0.022829557,55.2,0.024204353,54.4,18,46,16,35,0.526420625,0.331436207,0.403768527,0.560242853,0.737792175,0.635460228,0.534614191,0.069748098,0.534614191,0.077331819
13,9838,2,140,16,55,0.000139322,0.046247884,50.6,0.045840252,55.4,7,58,4,46,0.522727273,0.135931309,0.196544773,0.556380358,0.930318411,0.692490507,0.53312486,0.069524232,0.53312486,0.099990667
86,2426,4,180,64,10,0.003926724,0.011878775,49.2,0.012904905,54.4,28,36,26,25,0.417378506,0.511215635,0.43827749,0.467639908,0.557062378,0.493610971,0.534139007,0.067358811,0.534139007,0.068567068
136,3759,2,50,24,30,0.000513808,0.032025803,48,0.030822058,54.8,6,58,4,47,0.375284553,0.112983129,0.14790946,0.555495144,0.945528031,0.694423908,0.52925558,0.060455057,0.52925558,0.075720893
80,2205,2,20,256,15,0.003019338,0.00434811,48.6,0.006013188,55.8,19,46,16,34,0.541269841,0.341307414,0.315419224,0.456463208,0.717339218,0.555210999,0.529323316,0.060241796,0.529323316,0.088184082
26,5350,1,55,64,65,0.003893182,0.023599431,52,0.012782116,53.8,22,41,21,31,0.41777943,0.421414141,0.392564661,0.456401389,0.63557377,0.524790481,0.528493956,0.059796469,0.528493956,0.064504163
27,9824,2,50,32,35,0.001699094,0.029522404,50.4,0.024658159,53.8,12,51,11,41,0.307837986,0.222527505,0.257914758,0.556377601,0.832355515,0.658252399,0.52744151,0.056130069,0.52744151,0.057386631
124,2732,2,70,64,10,0.001215346,0.014072504,48.2,0.012803008,55.2,20,44,18,33,0.33566503,0.368551909,0.334354305,0.561518623,0.685739629,0.57752384,0.527145769,0.054011345,0.527145769,0.059433971
32,2757,2,180,256,15,0.000379428,0.003678817,53.2,0.006037328,55,14,50,12,39,0.257040036,0.251155624,0.212899263,0.448456053,0.786885246,0.570361096,0.519020435,0.039418916,0.519020435,0.037409229
119,7479,2,185,256,15,0.000244902,0.003155746,51.2,0.006026979,54.2,27,36,26,26,0.318228947,0.501694915,0.373943297,0.34782469,0.53559322,0.418573222,0.518644068,0.037288136,0.518644068,0.037835554
37,8818,3,65,56,30,0.000197718,0.013214559,49,0.015024305,54.4,15,48,14,38,0.214014352,0.29077187,0.23630363,0.549025518,0.738272383,0.559504803,0.514522126,0.029279964,0.514522126,0.029838208
19,293,4,155,32,10,0.00036017,0.036117401,46.8,0.024869992,53.2,0,62,0,53,0,0,0,0.536102694,1,0.697243739,0.5,0,0.5,0
14,6054,4,65,48,10,0.001182776,0.018106219,47.8,0.018119749,51.4,20,39,23,33,0.194736842,0.369811321,0.254954955,0.373243853,0.592692308,0.437148478,0.481251814,-0.039883147,0.481251814,-0.07444643
