model_8_3,train_losses,test_losses,train_accuracies,test_accuracies
1,0.6910826044532874,1.3604949570164597,tensor([52.3605], device='cuda:2'),tensor([52.5862], device='cuda:2')
2,0.6871038619029164,0.6556083765523187,tensor([58.1545], device='cuda:2'),tensor([68.1034], device='cuda:2')
3,0.6828749466351685,1.3710714876011982,tensor([57.5107], device='cuda:2'),tensor([52.5862], device='cuda:2')
4,0.682621883476241,0.7008085127534538,tensor([58.1545], device='cuda:2'),tensor([51.7241], device='cuda:2')
5,0.653385635097651,0.6870818549189074,tensor([63.0901], device='cuda:2'),tensor([55.1724], device='cuda:2')
6,0.6421169408401195,0.69103185267284,tensor([65.2361], device='cuda:2'),tensor([68.1034], device='cuda:2')
7,0.6216613120787133,0.8182523065599902,tensor([66.0944], device='cuda:2'),tensor([55.1724], device='cuda:2')
8,0.5820308373721372,0.7311084660990484,tensor([71.6738], device='cuda:2'),tensor([50.8621], device='cuda:2')
9,0.567119916365382,1.0844285960855156,tensor([75.1073], device='cuda:2'),tensor([61.2069], device='cuda:2')
10,0.5253789194663707,1.1541715385071163,tensor([75.9657], device='cuda:2'),tensor([52.5862], device='cuda:2')
11,0.46488355387945546,1.07491954236195,tensor([77.8970], device='cuda:2'),tensor([46.5517], device='cuda:2')
12,0.44446861117182884,0.7679674789823335,tensor([80.6867], device='cuda:2'),tensor([60.3448], device='cuda:2')
13,0.3867715652152704,1.0130312566099495,tensor([85.4077], device='cuda:2'),tensor([45.6897], device='cuda:2')
14,0.35035295586217624,1.0924724628185403,tensor([86.4807], device='cuda:2'),tensor([53.4483], device='cuda:2')
15,0.2849721161912439,1.2684475872023353,tensor([88.6266], device='cuda:2'),tensor([52.5862], device='cuda:2')
16,0.21928540556471746,1.1892510621712125,tensor([91.4163], device='cuda:2'),tensor([48.2759], device='cuda:2')
17,0.2364348022850798,1.220324304083298,tensor([91.8455], device='cuda:2'),tensor([53.4483], device='cuda:2')
18,0.13412755919428535,1.7905946415046166,tensor([95.4936], device='cuda:2'),tensor([52.5862], device='cuda:2')
19,0.21663390792298726,1.7164290804287483,tensor([91.4163], device='cuda:2'),tensor([51.7241], device='cuda:2')
20,0.1592809169757072,1.2780203942594857,tensor([94.6352], device='cuda:2'),tensor([51.7241], device='cuda:2')
21,0.04948739934704654,2.3421915296850533,tensor([98.9270], device='cuda:2'),tensor([55.1724], device='cuda:2')
22,0.048217395428456204,2.4883206796286435,tensor([98.2833], device='cuda:2'),tensor([48.2759], device='cuda:2')
23,0.29029028136043333,1.2993902810688676,tensor([93.3476], device='cuda:2'),tensor([56.0345], device='cuda:2')
24,0.16957251973402218,1.7579839748555217,tensor([93.9914], device='cuda:2'),tensor([57.7586], device='cuda:2')
25,0.07792737071957967,1.8877982887728462,tensor([97.4249], device='cuda:2'),tensor([52.5862], device='cuda:2')
26,0.05473712939657111,2.353369195913446,tensor([98.7124], device='cuda:2'),tensor([46.5517], device='cuda:2')
27,0.07676125762888227,2.516796545221888,tensor([98.9270], device='cuda:2'),tensor([56.0345], device='cuda:2')
28,0.037449016898786526,2.4301135005622077,tensor([99.1416], device='cuda:2'),tensor([51.7241], device='cuda:2')
29,0.03698453587148131,2.638446700984034,tensor([98.9270], device='cuda:2'),tensor([46.5517], device='cuda:2')
30,0.04806175276980827,2.476313068948943,tensor([98.7124], device='cuda:2'),tensor([50.], device='cuda:2')
31,0.04367537799320292,3.192336657951618,tensor([99.1416], device='cuda:2'),tensor([51.7241], device='cuda:2')
32,0.13620137093716617,2.476199093306887,tensor([96.5665], device='cuda:2'),tensor([44.8276], device='cuda:2')
33,0.14667270428505066,1.9239297951089924,tensor([95.4936], device='cuda:2'),tensor([56.0345], device='cuda:2')
34,0.2162454873273477,1.4248407942981556,tensor([93.3476], device='cuda:2'),tensor([51.7241], device='cuda:2')
35,0.1357278966308919,1.334337268923891,tensor([96.1373], device='cuda:2'),tensor([56.8966], device='cuda:2')
36,0.03798087505819056,2.2347154912121336,tensor([99.1416], device='cuda:2'),tensor([56.8966], device='cuda:2')
37,0.16684116410639122,1.8718523896973709,tensor([93.9914], device='cuda:2'),tensor([54.3103], device='cuda:2')
38,0.08719508357489954,1.9228026075609799,tensor([96.5665], device='cuda:2'),tensor([55.1724], device='cuda:2')
39,0.01265666136431184,2.4871141108973274,tensor([99.7854], device='cuda:2'),tensor([50.8621], device='cuda:2')
40,0.06662285660844208,2.714660627895902,tensor([98.9270], device='cuda:2'),tensor([49.1379], device='cuda:2')
41,0.08399307970087495,3.200793783196473,tensor([98.2833], device='cuda:2'),tensor([43.1034], device='cuda:2')
42,0.12600749425885824,1.6395115996229237,tensor([95.7082], device='cuda:2'),tensor([54.3103], device='cuda:2')
43,0.03575480869264729,2.012354215671276,tensor([99.1416], device='cuda:2'),tensor([61.2069], device='cuda:2')
44,0.046551480801634154,3.6371228782267404,tensor([98.7124], device='cuda:2'),tensor([46.5517], device='cuda:2')
45,0.026702258322336594,2.734794094644744,tensor([99.3562], device='cuda:2'),tensor([60.3448], device='cuda:2')
46,0.03539589113733719,3.0810222646606893,tensor([99.1416], device='cuda:2'),tensor([50.], device='cuda:2')
47,0.05498587026219823,2.673298134372152,tensor([98.0687], device='cuda:2'),tensor([60.3448], device='cuda:2')
48,0.16916460691763352,1.9687989025280392,tensor([95.0644], device='cuda:2'),tensor([56.8966], device='cuda:2')
49,0.06321828934372015,3.1104876866628386,tensor([98.9270], device='cuda:2'),tensor([50.8621], device='cuda:2')
50,0.055498001344058294,3.3906278862007735,tensor([99.5708], device='cuda:2'),tensor([52.5862], device='cuda:2')
51,0.03746109741359955,3.6758858417642526,tensor([99.5708], device='cuda:2'),tensor([52.5862], device='cuda:2')
52,0.00040069297017892344,3.5828325041280737,tensor([100.], device='cuda:2'),tensor([50.8621], device='cuda:2')
53,0.04888112163855674,3.8265615732505402,tensor([99.5708], device='cuda:2'),tensor([53.4483], device='cuda:2')
54,0.0005268585225709618,4.040832737167687,tensor([100.], device='cuda:2'),tensor([47.4138], device='cuda:2')
55,0.041193383824026646,3.798713178470217,tensor([99.5708], device='cuda:2'),tensor([56.0345], device='cuda:2')
